"ExperimentName","Subject","Session","Procedure.Block.","Running.Block.","Trial","cue_target","Direction","ListNum","JOL","JOL_RT","Procedure.Trial.","Recall_prompt","Response","Response_RT"
"D_JOL C 2",139,1,"BlockProc1","Block1",6,"Fantastic - Great","F",10,"100",2715,"StudyProc3","Fantastic - ?","good",13979
"D_JOL C 2",139,1,"BlockProc1","Block1",78,"Latch - Key","F",11,"10",3269,"StudyProc3","Latch - ?","lever",6192
"D_JOL C 2",139,1,"BlockProc1","Block1",64,"Chili - Hot","F",12,"100",1312,"StudyProc3","Chili - ?","hot",4162
"D_JOL C 2",139,1,"BlockProc1","Block1",24,"Racket - Ball","F",13,"100",4149,"StudyProc3","Racket - ?","ball",5295
"D_JOL C 2",139,1,"BlockProc1","Block1",15,"Chore - Work","F",14,"100",3283,"StudyProc3","Chore - ?","work",3755
"D_JOL C 2",139,1,"BlockProc1","Block1",66,"Famine - Hunger","F",15,"100",2785,"StudyProc3","Famine - ?","hunger",6689
"D_JOL C 2",139,1,"BlockProc1","Block1",12,"Drowsy - Sleep","F",16,"95",6233,"StudyProc3","Drowsy - ?","awaake",4943
"D_JOL C 2",139,1,"BlockProc1","Block1",34,"Stench - Smell","F",17,"100",2226,"StudyProc3","Stench - ?","smell",3283
"D_JOL C 2",139,1,"BlockProc1","Block1",41,"Attire - Clothes","F",18,"10",4535,"StudyProc3","Attire - ?","dres",4774
"D_JOL C 2",139,1,"BlockProc1","Block1",35,"Pilot - Plane","F",19,"100",3687,"StudyProc3","Pilot - ?","driver",3270
"D_JOL C 2",139,1,"BlockProc1","Block1",58,"Blaze - Fire","F",20,"100",2480,"StudyProc3","Blaze - ?","fire",2289
"D_JOL C 2",139,1,"BlockProc1","Block1",28,"Bad - Delinquent","B",21,"100",2540,"StudyProc3","Bad - ?","good",4002
"D_JOL C 2",139,1,"BlockProc1","Block1",19,"Stomach - Digestion","B",22,"85",7055,"StudyProc3","Stomach - ?","acid",5557
"D_JOL C 2",139,1,"BlockProc1","Block1",45,"Money - Wage","B",23,"100",3702,"StudyProc3","Money - ?","wealth",4198
"D_JOL C 2",139,1,"BlockProc1","Block1",20,"News - Editor","B",24,"100",2481,"StudyProc3","Hammer - ?","nail",7435
"D_JOL C 2",139,1,"BlockProc1","Block1",11,"Sting - Hornet","B",25,"100",3772,"StudyProc3","News - ?","fake",5412
"D_JOL C 2",139,1,"BlockProc1","Block1",47,"Cold - Bitter","B",26,"100",2476,"StudyProc3","Sting - ?","wasp",5310
"D_JOL C 2",139,1,"BlockProc1","Block1",8,"Plant - Root","B",27,"100",2808,"StudyProc3","Cold - ?","warm",4774
"D_JOL C 2",139,1,"BlockProc1","Block1",43,"Bird - Swan","B",28,"100",2493,"StudyProc3","Plant - ?","gree",4855
"D_JOL C 2",139,1,"BlockProc1","Block1",40,"Dog - Paw","B",29,"100",3093,"StudyProc3","Bird - ?","tree",3854
"D_JOL C 2",139,1,"BlockProc1","Block1",39,"Out - Way","B",30,"85",6059,"StudyProc3","Dog - ?","food",2975
"D_JOL C 2",139,1,"BlockProc1","Block1",42,"Clean - Hygiene","B",31,"100",4199,"StudyProc3","Out - ?","from",3272
"D_JOL C 2",139,1,"BlockProc1","Block1",68,"Water - Bridge","B",32,"100",1949,"StudyProc3","Clean - ?","chore",7010
"D_JOL C 2",139,1,"BlockProc1","Block1",36,"Rock - Geology","B",33,"100",2343,"StudyProc3","Water- ?","flow",6279
"D_JOL C 2",139,1,"BlockProc1","Block1",57,"War - Revolution","B",34,"65",4796,"StudyProc3","Rock - ?","bottom",5574
"D_JOL C 2",139,1,"BlockProc1","Block1",18,"Talk - Discussion","B",35,"90",5280,"StudyProc3","War - ?","happiness",6595
"D_JOL C 2",139,1,"BlockProc1","Block1",23,"Cow - Herd","B",36,"100",3128,"StudyProc3","Talk - ?","speak",7672
"D_JOL C 2",139,1,"BlockProc1","Block1",61,"Card - Credit","B",37,"",432,"StudyProc3","Cow - ?","milk",2928
"D_JOL C 2",139,1,"BlockProc1","Block1",62,"Flower - Orchid","B",38,"10",5391,"StudyProc3","Card - ?","hold",3938
"D_JOL C 2",139,1,"BlockProc1","Block1",13,"Fish - Tuna","B",39,"100",2402,"StudyProc3","Flower - ?","leaf",3679
"D_JOL C 2",139,1,"BlockProc1","Block1",32,"Hammer - Chisel","B",40,"100",5160,"StudyProc3","Fish - ?","tail",3846
"D_JOL C 2",139,1,"BlockProc1","Block1",60,"Assignment - Due","S",41,"100",1711,"StudyProc3","Amount - ?","more",8145
"D_JOL C 2",139,1,"BlockProc1","Block1",51,"Amount - Number","S",42,"100",1837,"StudyProc3","Assignment - ?","due",3656
"D_JOL C 2",139,1,"BlockProc1","Block1",37,"Site - Location","S",43,"100",2359,"StudyProc3","Site - ?","mai",5949
"D_JOL C 2",139,1,"BlockProc1","Block1",49,"Waste - Dump","S",44,"100",1433,"StudyProc3","Waste - ?","timr",3657
"D_JOL C 2",139,1,"BlockProc1","Block1",9,"Jury - Trial","S",45,"100",3065,"StudyProc3","Jury - ?","silent",7397
"D_JOL C 2",139,1,"BlockProc1","Block1",10,"Design - Architecture","S",46,"100",3135,"StudyProc3","Design - ?","idea",7212
"D_JOL C 2",139,1,"BlockProc1","Block1",30,"Bar - Grill","S",47,"100",3268,"StudyProc3","Bar - ?","jump",6383
"D_JOL C 2",139,1,"BlockProc1","Block1",26,"Liver - Kidney","S",48,"100",4516,"StudyProc3","Liver - ?","day",15976
"D_JOL C 2",139,1,"BlockProc1","Block1",21,"End - Begin","S",49,"",1758,"StudyProc3","End - ?","beggining",5392
"D_JOL C 2",139,1,"BlockProc1","Block1",79,"Wind - Blow","S",50,"100",2803,"StudyProc3","Wind - ?","chime",4309
"D_JOL C 2",139,1,"BlockProc1","Block1",48,"Soda - Pop","S",51,"100",2540,"StudyProc3","Soda - ?","pop",1969
"D_JOL C 2",139,1,"BlockProc1","Block1",82,"Cheese - Wine","S",52,"100",1334,"StudyProc3","Cheese - ?","string",9920
"D_JOL C 2",139,1,"BlockProc1","Block1",33,"Toilet - Bathroom","S",53,"100",2175,"StudyProc3","Toilet - ?","water",5776
"D_JOL C 2",139,1,"BlockProc1","Block1",63,"Decision - Choice","S",54,"100",1487,"StudyProc3","Decision - ?","making",4168
"D_JOL C 2",139,1,"BlockProc1","Block1",69,"Foot - Shoe","S",55,"100",1086,"StudyProc3","Foot - ?","shoe",9474
"D_JOL C 2",139,1,"BlockProc1","Block1",55,"Future - Past","S",56,"100",2988,"StudyProc3","Future - ?","past",3308
"D_JOL C 2",139,1,"BlockProc1","Block1",44,"Salad - Lettuce","S",57,"100",2012,"StudyProc3","Salad - ?","leaf",10331
"D_JOL C 2",139,1,"BlockProc1","Block1",77,"Bee - Honey","S",58,"100",2979,"StudyProc3","Bee - ?","joney",3439
"D_JOL C 2",139,1,"BlockProc1","Block1",16,"Child - Baby","S",59,"100",2388,"StudyProc3","Child - ?","kid",5489
"D_JOL C 2",139,1,"BlockProc1","Block1",81,"Round - Circle","S",60,"100",1463,"StudyProc3","Round - ?","circle",7386
"D_JOL C 2",139,1,"BlockProc1","Block1",65,"Clutter - Pusher","U",61,"100",3321,"StudyProc3","Clutter - ?","clean",8062
"D_JOL C 2",139,1,"BlockProc1","Block1",22,"Sacking - Dietary","U",62,"100",5926,"StudyProc3","Sacking - ?","leaving",7815
"D_JOL C 2",139,1,"BlockProc1","Block1",17,"Hungry - Park","U",63,"100",2803,"StudyProc3","Hungry - ?","empty",7188
"D_JOL C 2",139,1,"BlockProc1","Block1",46,"Woman - Lift","U",64,"100",2268,"StudyProc3","Woman - ?","girl",8079
"D_JOL C 2",139,1,"BlockProc1","Block1",76,"Belt - Soon","U",65,"100",2232,"StudyProc3","Belt - ?","brown",8842
"D_JOL C 2",139,1,"BlockProc1","Block1",71,"Floor - Discover","U",66,"100",2066,"StudyProc3","Floor - ?","eght",13567
"D_JOL C 2",139,1,"BlockProc1","Block1",7,"Business - Death","U",67,"100",4415,"StudyProc3","Business - ?","bad",8276
"D_JOL C 2",139,1,"BlockProc1","Block1",80,"Sight - Debate","U",68,"100",1365,"StudyProc3","Sight - ?","song",3695
"D_JOL C 2",139,1,"BlockProc1","Block1",74,"Bronze - Artery","U",69,"100",2324,"StudyProc3","Bronze - ?","tough",5681
"D_JOL C 2",139,1,"BlockProc1","Block1",29,"Hand - Fix","U",70,"100",3764,"StudyProc3","Hand - ?","hold",2328
"D_JOL C 2",139,1,"BlockProc1","Block1",14,"Position - Machine","U",71,"100",2120,"StudyProc3","Position - ?","year",6639
"D_JOL C 2",139,1,"BlockProc1","Block1",70,"Car - Happy","U",72,"100",1753,"StudyProc3","Car - ?","ride",3650
"D_JOL C 2",139,1,"BlockProc1","Block1",59,"Tuck - Allow","U",73,"100",2742,"StudyProc3","Tuck - ?","fold",3394
"D_JOL C 2",139,1,"BlockProc1","Block1",85,"Lion - Art","U",74,"75",4055,"StudyProc3","Lion - ?","cat",5065
"D_JOL C 2",139,1,"BlockProc1","Block1",27,"Accident - Strong","U",75,"100",2437,"StudyProc3","Accident - ?","report",2493
"D_JOL C 2",139,1,"BlockProc1","Block1",73,"Riddle - Sugar","U",76,"100",2316,"StudyProc3","Riddle - ?","rhyme",3369
"D_JOL C 2",139,1,"BlockProc1","Block1",53,"Add - Valley","U",77,"100",3147,"StudyProc3","Add - ?","less",4248
"D_JOL C 2",139,1,"BlockProc1","Block1",50,"Would - Cash","U",78,"100",2585,"StudyProc3","Would - ?","take",7758
"D_JOL C 2",139,1,"BlockProc1","Block1",54,"Sick - Hide","U",79,"100",1822,"StudyProc3","Sick - ?","sneeze",18289
"D_JOL C 2",139,1,"BlockProc1","Block1",25,"Vase - King","U",80,"100",2405,"StudyProc3","Vase - ?","tme",3938
"D_JOL C 2",115,1,"BlockProc2","Block2",38,"Thimble - Thread","F",6,NA,3371,"StudyProc5","Thimble - ?","thamble",11266
"D_JOL C 2",115,1,"BlockProc2","Block2",82,"Revenge - Even","F",7,"90",6331,"StudyProc5","Revenge - ?","even",2257
"D_JOL C 2",115,1,"BlockProc2","Block2",29,"Balloon - Pop","F",8,NA,3578,"StudyProc5","Balloon - ?","pop",2038
"D_JOL C 2",115,1,"BlockProc2","Block2",8,"Strawberry - Fruit","F",9,"91",3476,"StudyProc5","Strawberry - ?","fruit",4214
"D_JOL C 2",115,1,"BlockProc2","Block2",13,"Favorite - Best","F",10,"80",2831,"StudyProc5","Favorite - ?","best",3563
"D_JOL C 2",115,1,"BlockProc2","Block2",52,"Panther - Cat","F",11,NA,2477,"StudyProc5","Panther - ?","cat",2483
"D_JOL C 2",115,1,"BlockProc2","Block2",75,"Breakable - Glass","F",12,"78",2289,"StudyProc5","Breakable - ?","glass",2818
"D_JOL C 2",115,1,"BlockProc2","Block2",31,"Coffin - Dead","F",13,NA,4076,"StudyProc5","Coffin - ?","death",3998
"D_JOL C 2",115,1,"BlockProc2","Block2",76,"Aircraft - Plane","F",14,"80",2762,"StudyProc5","Aircraft - ?","plane",2751
"D_JOL C 2",115,1,"BlockProc2","Block2",62,"Sardine - Fish","F",15,"89",2673,"StudyProc5","Sardine - ?","fish",2302
"D_JOL C 2",115,1,"BlockProc2","Block2",80,"League - Baseball","F",16,"87",8685,"StudyProc5","League - ?","baseball",4245
"D_JOL C 2",115,1,"BlockProc2","Block2",37,"Banker - Money","F",17,"90",3247,"StudyProc5","Banker - ?","money",2779
"D_JOL C 2",115,1,"BlockProc2","Block2",35,"Truthful - Honest","F",18,"95",3033,"StudyProc5","Truthful - ?","honesty",3470
"D_JOL C 2",115,1,"BlockProc2","Block2",81,"Nap - Sleep","F",19,"98",1877,"StudyProc5","Nap - ?","sleep",2461
"D_JOL C 2",115,1,"BlockProc2","Block2",50,"Brawl - Fight","F",20,"89",4203,"StudyProc5","Brawl - ?","fight",2404
"D_JOL C 2",115,1,"BlockProc2","Block2",41,"Long - Extension","B",21,"67",2443,"StudyProc5","Long - ?","extensions",5524
"D_JOL C 2",115,1,"BlockProc2","Block2",17,"Game - Clue","B",22,"35",10234,"StudyProc5","Game - ?","clue",4458
"D_JOL C 2",115,1,"BlockProc2","Block2",16,"Tie - Shoelace","B",23,"50",6887,"StudyProc5","Plant - ?","cactus",6317
"D_JOL C 2",115,1,"BlockProc2","Block2",40,"Mystery - Detective","B",24,"50",4720,"StudyProc5","Tie - ?","shoelace",4669
"D_JOL C 2",115,1,"BlockProc2","Block2",61,"End - Adjourn","B",25,"75",3773,"StudyProc5","Mystery - ?","detective",5382
"D_JOL C 2",115,1,"BlockProc2","Block2",85,"Dog - Furry","B",26,"89",4071,"StudyProc5","End - ?","begin",7832
"D_JOL C 2",115,1,"BlockProc2","Block2",63,"Trash - Litter","B",27,"91",3119,"StudyProc5","Dog - ?","furry",3488
"D_JOL C 2",115,1,"BlockProc2","Block2",10,"Red - Cherry","B",28,"78",17333,"StudyProc5","Trash - ?","litter",3178
"D_JOL C 2",115,1,"BlockProc2","Block2",70,"Head - Scalp","B",29,"94",4416,"StudyProc5","Red - ?","cherry",3212
"D_JOL C 2",115,1,"BlockProc2","Block2",48,"Car - Driver","B",30,"80",2767,"StudyProc5","Head - ?","scalp",3285
"D_JOL C 2",115,1,"BlockProc2","Block2",73,"Cut - Chop","B",31,"89",3918,"StudyProc5","Car - ?","driver",4929
"D_JOL C 2",115,1,"BlockProc2","Block2",77,"Donkey - Mule","B",32,NA,2590,"StudyProc5","Cut - ?","chop",4981
"D_JOL C 2",115,1,"BlockProc2","Block2",71,"Paper - Document","B",33,"87",3192,"StudyProc5","Donkey - ?","mule",2735
"D_JOL C 2",115,1,"BlockProc2","Block2",19,"Smell - Incense","B",34,"40",4041,"StudyProc5","Paper - ?","documents",4299
"D_JOL C 2",115,1,"BlockProc2","Block2",64,"Eat - Dine","B",35,"86",4059,"StudyProc5","Smell - ?","incense",3975
"D_JOL C 2",115,1,"BlockProc2","Block2",66,"Scissors - Shears","B",36,NA,20434,"StudyProc5","Eat - ?","food",4075
"D_JOL C 2",115,1,"BlockProc2","Block2",58,"Fight - Feud","B",37,"69",3190,"StudyProc5","Scissors - ?","sheer",2398
"D_JOL C 2",115,1,"BlockProc2","Block2",28,"Plant - Cactus","B",38,NA,4503,"StudyProc5","Fight - ?","brawl",4997
"D_JOL C 2",115,1,"BlockProc2","Block2",30,"Cold - Chill","B",39,"83",3022,"StudyProc5","Cold - ?","chill",2754
"D_JOL C 2",115,1,"BlockProc2","Block2",12,"Love - Affection","B",40,NA,3286,"StudyProc5","Love - ?","give",4263
"D_JOL C 2",115,1,"BlockProc2","Block2",47,"Shave - Razor","S",41,"91",3528,"StudyProc5","Shave - ?","razor",3516
"D_JOL C 2",115,1,"BlockProc2","Block2",46,"Equal - Rights","S",42,NA,6206,"StudyProc5","Equal - ?","rights",2538
"D_JOL C 2",115,1,"BlockProc2","Block2",23,"Jar - Mason","S",43,"75",5063,"StudyProc5","Jar - ?","mason",2330
"D_JOL C 2",115,1,"BlockProc2","Block2",24,"Wax - Candle","S",44,"78",3506,"StudyProc5","Wax - ?","candle",6297
"D_JOL C 2",115,1,"BlockProc2","Block2",42,"Bracelet - Wrist","S",45,NA,3564,"StudyProc5","Bracelet - ?","wrist",4673
"D_JOL C 2",115,1,"BlockProc2","Block2",43,"Carbon - Element","S",46,NA,3632,"StudyProc5","Carbon - ?","element",2894
"D_JOL C 2",115,1,"BlockProc2","Block2",27,"Away - Gone","S",47,"86",3069,"StudyProc5","Away - ?","go",3754
"D_JOL C 2",115,1,"BlockProc2","Block2",18,"Drink - Water","S",48,"60",5237,"StudyProc5","Drink - ?","water",3748
"D_JOL C 2",115,1,"BlockProc2","Block2",22,"Ground - Earth","S",49,"70",5016,"StudyProc5","Ground - ?","earth",3131
"D_JOL C 2",115,1,"BlockProc2","Block2",68,"Lonely - Alone","S",50,"98",2028,"StudyProc5","Lonely - ?","alone",4189
"D_JOL C 2",115,1,"BlockProc2","Block2",72,"Seatbelt - Safety","S",51,"91",2277,"StudyProc5","Wet - ?","dry",1962
"D_JOL C 2",115,1,"BlockProc2","Block2",67,"Lie - Truth","S",52,NA,2126,"StudyProc5","Seatbelt - ?","safety",3083
"D_JOL C 2",115,1,"BlockProc2","Block2",60,"Communication - Phone","S",53,"80",5659,"StudyProc5","Lie - ?","truth",2830
"D_JOL C 2",115,1,"BlockProc2","Block2",36,"Reel - Rod","S",54,"69",4476,"StudyProc5","Communication - ?","phone",4820
"D_JOL C 2",115,1,"BlockProc2","Block2",59,"Tick - Flea","S",55,"87",7270,"StudyProc5","Reel - ?","rod",1733
"D_JOL C 2",115,1,"BlockProc2","Block2",26,"Noise - Loud","S",56,"80",8791,"StudyProc5","Tick - ?","flea",2190
"D_JOL C 2",115,1,"BlockProc2","Block2",15,"Have - Own","S",57,"20",12468,"StudyProc5","Noise - ?","loud",2519
