ExperimentName,Subject,Direction,JOL,JOL_RT,recall_cue,Recall_Response,sorted_JOL_TARGET,Scored
D_JOL D 2,132,S,61,15232,Away,gone,gone,1
D_JOL C 2,115,F,60,2420,Chili,hot,hot,1
D_JOL C 2,115,F,60,11506,Famine,hot,hunger,0
D_JOL C 2,115,S,60,6795,Future,past,past,1
D_JOL C 2,115,S,60,5237,Drink,water,water,1
D_JOL C 2,139,F,60,3720,Actress,star,star,1
D_JOL C 2,139,F,60,8482,Revenge,evil,even,0
D_JOL C 2,139,F,60,3600,Balloon,pop,pop,1
D_JOL C 2,139,F,60,2698,Favorite,interest,best,0
D_JOL C 2,139,F,60,6522,Nap,time,sleep,0
D_JOL C 2,139,B,60,5042,Red,cherry,cherry,1
D_JOL C 2,139,B,60,3346,Paper,cut,document,0
D_JOL C 2,139,U,60,3925,Able,can,crackle,0
D_JOL C 2,135,F,60,3089,Sip,glass,drink,0
D_JOL C 2,135,F,60,1688,Word,sentence,sentence,1
D_JOL C 2,135,B,60,3205,Stomach,digestion,digestion,1
D_JOL C 2,135,B,60,2352,Bird,sing,swan,0
D_JOL C 2,135,B,60,3523,Dog,cat,paw,0
D_JOL C 2,135,S,60,5332,Salad,green,lettuce,0
D_JOL C 2,135,F,60,3245,Balloon,ball,pop,0
D_JOL C 2,135,F,60,2681,Panther,cat,cat,1
D_JOL C 2,135,F,60,3425,Banker,money,money,1
D_JOL C 2,135,B,60,1142,Tie,belt,shoelace,0
D_JOL C 2,135,B,60,2931,Head,ache,scalp,0
D_JOL C 2,135,B,60,2201,Cut,sicssors,chop,0
D_JOL C 2,135,S,60,2620,Away,far,gone,0
D_JOL C 2,135,S,60,1300,Drink,sip,water,0
D_JOL C 2,135,S,60,5437,Have,been,own,0
D_JOL C 2,143,F,60,3415,Enough,done,full,0
D_JOL C 2,143,F,60,1663,Word,phrase,sentence,0
D_JOL C 2,143,F,60,1883,Strawberry,red,fruit,0
D_JOL C 2,143,B,60,1708,Red,cherry,cherry,1
D_JOL C 2,143,S,60,1728,Shave,faace,razor,0
D_JOL C 2,143,S,60,2024,Ground,floor,earth,0
D_JOL C 2,143,S,60,1192,Wet,wild,dry,0
D_JOL C 2,143,S,60,1794,Communication,talk,phone,0
D_JOL C 2,143,S,60,2085,Noise,cancel,loud,0
D_JOL C 2,119,U,60,6083,Floor,space,discover,0
D_JOL C 2,123,B,60,3015,Dog,cat,paw,0
D_JOL C 2,127,B,60,5768,Fish,tuna,tuna,1
D_JOL C 2,127,U,60,3214,Belt,soon,soon,1
D_JOL C 2,116,F,60,3643,Aircraft,plane,plane,1
D_JOL C 2,116,B,60,3929,Cut,shear,chop,0
D_JOL C 2,123,B,60,4651,Plant,tree,root,0
D_JOL C 2,123,B,60,3236,Trash,garbage,litter,0
D_JOL C 2,123,B,60,3851,Donkey,mule,mule,1
D_JOL C 2,123,S,60,19649,Shave,razor,razor,1
D_JOL C 2,123,S,60,2647,Ground,floor,earth,0
D_JOL C 2,123,S,60,9049,Lonely,alon,alone,1
D_JOL C 2,123,S,60,2411,Wet,dry,dry,1
D_JOL C 2,127,B,60,3449,Eat,food,dine,0
D_JOL D 2,144,F,60,9334,Pilot,plane,plane,1
D_JOL D 2,144,S,60,3468,Amount,monety,number,0
D_JOL D 2,144,S,60,3477,Bar,grill,grill,1
D_JOL D 2,144,S,60,9139,Child,baby,baby,1
D_JOL D 2,148,F,60,4601,Enough,,full,0
D_JOL D 2,148,F,60,2842,Cave,dark,dark,1
D_JOL D 2,148,F,60,3686,Attorney,detective,law,0
D_JOL D 2,148,F,60,3885,Racket,tennis,ball,0
D_JOL D 2,148,F,60,2792,Famine,hungry,hunger,1
D_JOL D 2,148,F,60,4312,Drowsy,sleepy,sleep,0
D_JOL D 2,148,F,60,6208,Attire,dress,clothes,0
D_JOL D 2,148,F,60,2774,Blaze,fire,fire,1
D_JOL D 2,148,B,60,10994,Stomach,hungry,digestion,0
D_JOL D 2,148,B,60,4821,News,article,editor,0
D_JOL D 2,148,B,60,2536,Clean,organized,hygiene,0
D_JOL D 2,148,B,60,4298,Talk,communication,discussion,0
D_JOL D 2,148,B,60,4252,Card,deal,credit,0
D_JOL D 2,148,B,60,3492,Flower,,orchid,0
D_JOL D 2,148,S,60,4676,Amount,money,number,0
D_JOL D 2,148,S,60,2583,Waste,dump,dump,1
D_JOL D 2,148,S,60,3283,Jury,law,trial,0
D_JOL D 2,148,S,60,2321,Wind,blow,blow,1
D_JOL D 2,148,S,60,2964,Future,past,past,1
D_JOL D 2,148,S,60,2963,Child,tantrum,baby,0
D_JOL D 2,148,U,60,4124,Lion,animal,art,0
D_JOL D 2,144,F,60,5282,Sardine,fish,fish,1
D_JOL D 2,144,F,60,10281,Banker,teller,money,0
D_JOL D 2,144,S,60,8188,Ground,earth,earth,1
D_JOL D 2,148,F,60,4262,Actress,star,star,1
D_JOL D 2,148,F,60,5756,Strawberry,red,fruit,0
D_JOL D 2,148,F,60,4410,Breakable,windshield,glass,0
D_JOL D 2,148,F,60,4036,Truthful,honest,honest,1
D_JOL D 2,148,B,60,4641,Long,,extension,0
D_JOL D 2,148,B,60,4150,Game,football,clue,0
D_JOL D 2,148,B,60,7873,Plant,grass,root,0
D_JOL D 2,148,B,60,8350,Tie,shoe,shoelace,0
D_JOL D 2,148,B,60,8204,End,,begin,0
D_JOL D 2,148,B,60,4509,Head,hair,scalp,0
D_JOL D 2,148,B,60,4392,Car,windshield,happy,0
D_JOL D 2,148,B,60,3963,Donkey,,mule,0
D_JOL D 2,148,B,60,5447,Cold,freezing,bitter,0
D_JOL D 2,148,S,60,4936,Jar,mason,mason,1
D_JOL D 2,148,S,60,4111,Wax,,candle,0
D_JOL D 2,148,S,60,4837,Ground,earth,earth,1
D_JOL D 2,148,S,60,7888,Seatbelt,safty,safety,1
D_JOL D 2,148,S,60,4440,Have,give,own,0
D_JOL D 2,120,F,60,2584,Fantastic,great,great,1
D_JOL D 2,120,S,60,4064,Wind,blow,blow,1
D_JOL D 2,120,S,60,3801,Decision,choice,choice,1
D_JOL D 2,120,S,60,5731,Round,circle,circle,1
D_JOL D 2,124,B,60,1014,Talk,discussion,discussion,1
D_JOL D 2,124,B,60,2388,Flower,garden,orchid,0
D_JOL D 2,124,S,60,6051,Foot,oe,shoe,1
D_JOL D 2,124,S,60,3130,Salad,lettuce,lettuce,1
D_JOL D 2,124,U,60,2285,Belt,pants,soon,0
D_JOL D 2,128,S,60,1756,Round,circle,circle,1
D_JOL D 2,124,B,60,2233,Plant,tree,root,0
D_JOL D 2,124,B,60,2931,Cold,ice,bitter,0
D_JOL D 2,124,S,60,2120,Away,gone,gone,1
D_JOL D 2,124,S,60,2478,Wet,dry,dry,1
D_JOL D 2,124,S,60,3588,Tick,tock,flea,0
D_JOL D 2,128,F,60,9323,Balloon,pop,pop,1
D_JOL D 2,128,B,60,3275,Dog,food,paw,0
D_JOL D 2,128,B,60,2839,Smell,bad,incense,0
D_JOL D 2,128,S,60,3346,Bracelet,wrist,wrist,1
D_JOL C 2,143,B,59,4777,Hammer,nail,chisel,0
D_JOL D 2,132,B,59,4319,Rock,geology,geology,1
D_JOL C 2,115,B,58,6940,Stomach,digestion,digestion,1
D_JOL D 2,132,B,58,3019,Bad,news,delinquent,0
D_JOL D 2,132,B,58,2486,Water,wet,bridge,0
D_JOL D 2,132,B,57,3742,Stomach,digestion,digestion,1
D_JOL D 2,132,U,57,3727,Sick,hide,hide,1
D_JOL D 2,128,F,57,3488,Cave,wall,dark,0
D_JOL C 2,143,F,56,1988,Flip,hair,turn,0
D_JOL C 2,127,U,56,15047,Bang,fuzzy,fuzzy,1
D_JOL D 2,132,F,56,2648,Seize,attack,take,0
D_JOL D 2,132,B,56,2223,Money,banker,wage,0
D_JOL D 2,144,S,56,3411,Site,see,location,0
D_JOL D 2,152,S,56,5312,Salad,lettuce,lettuce,1
D_JOL D 2,148,U,56,5281,Sign,street,loan,0
D_JOL D 2,152,F,56,5150,Actress,star,star,1
D_JOL D 2,152,B,56,8780,Plant,tre,root,0
D_JOL D 2,152,S,56,3789,Shave,hair,razor,0
D_JOL D 2,152,S,56,4021,Carbon,element,element,1
D_JOL D 2,152,S,56,3734,Wet,pool,dry,0
D_JOL D 2,152,U,56,2940,Children,parent,mirror,0
D_JOL D 2,124,S,56,11203,Design,make,architecture,0
D_JOL D 2,128,F,56,2470,Enough,less,full,0
D_JOL D 2,128,F,56,1658,Chili,hot,hot,0
D_JOL D 2,128,B,56,5490,Sting,bee,hornet,0
D_JOL D 2,128,B,56,1865,Dog,paw,paw,1
D_JOL D 2,128,S,56,6391,Assignment,due,due,1
D_JOL D 2,128,S,56,1261,Wind,blew,blow,1
D_JOL D 2,128,S,56,2261,Decision,choice,choice,1
D_JOL D 2,128,S,56,1606,Foot,shoe,shoe,1
D_JOL D 2,128,U,56,1542,Hungry,full,park,0
D_JOL D 2,128,U,56,2961,Accident,car,strong,0
D_JOL D 2,128,U,56,9050,Riddle,middle,sugar,0
D_JOL D 2,124,F,56,2592,Brawl,fight,fight,1
D_JOL D 2,128,F,56,2219,Villian,bad,NA,0
D_JOL D 2,128,F,56,6589,Truthful,truth,honest,0
D_JOL D 2,128,B,56,6395,Fight,brawl,feud,0
D_JOL D 2,128,U,56,2108,Toil,foil,lease,0
D_JOL C 2,115,S,55,11141,Liver,kidney,kidney,1
D_JOL C 2,139,F,55,2447,Flip,side,turn,0
D_JOL C 2,139,F,55,3180,Sardine,fish,fish,1
D_JOL C 2,139,U,55,4543,Toil,play,lease,0
D_JOL C 2,143,F,55,8540,Fantastic,good,great,0
D_JOL C 2,143,S,55,2919,Waste,can,dump,0
D_JOL C 2,143,S,55,4398,End,begin,begin,1
D_JOL C 2,143,S,55,3770,Foot,ball,shoe,0
D_JOL C 2,143,U,55,3108,Clutter,messy,pusher,0
D_JOL C 2,143,F,55,3064,Aircraft,carrier,plane,0
D_JOL C 2,143,S,55,2674,Seatbelt,holder,safety,0
D_JOL C 2,143,U,55,2053,Shake,hand,shell,0
D_JOL C 2,143,U,55,2409,Joke,,keys,0
D_JOL D 2,144,B,55,8896,Hammer,bronze,chisel,0
D_JOL D 2,144,B,55,4724,Cold,hot,bitter,0
D_JOL D 2,144,S,55,2416,Assignment,due,due,1
D_JOL D 2,128,F,55,1740,Growth,development,height,0
D_JOL D 2,128,B,55,2214,Plant,swan,root,0
D_JOL D 2,128,B,55,2520,Talk,communication,discussion,0
D_JOL D 2,128,S,55,2808,Cheese,milk,wine,0
D_JOL D 2,128,S,55,3260,Bee,honey,honey,1
D_JOL D 2,128,U,55,1487,Sick,well,hide,0
D_JOL D 2,128,F,55,2260,Flip,land,turn,0
D_JOL D 2,128,B,55,3710,Tie,shoe,shoelace,0
D_JOL C 2,143,S,54,9775,Temper,tantrum,tantrum,1
D_JOL D 2,132,B,54,6989,Talk,phone,discussion,0
D_JOL D 2,132,F,54,4441,Brawl,fight,fight,1
D_JOL D 2,132,B,54,3471,Car,driver,happy,0
D_JOL D 2,132,S,54,7658,Bracelet,wrist,wrist,1
D_JOL D 2,152,S,54,2109,Liver,kidney,kidney,1
D_JOL D 2,128,F,54,2397,Racket,stand,ball,0
D_JOL D 2,132,B,53,6023,Bird,penguin,swan,0
D_JOL D 2,132,F,53,3786,Penguin,bird,bird,1
D_JOL C 2,115,U,52,9052,Woman,lift,lift,1
D_JOL D 2,132,F,51,4216,Sip,drink,drink,1
D_JOL D 2,132,B,51,5525,Donkey,mule,mule,1
D_JOL D 2,132,B,51,2692,Eat,dine,dine,1
D_JOL C 2,115,B,50,10113,Hammer,chisel,chisel,1
D_JOL C 2,115,B,50,7880,Sting,hornet,hornet,1
D_JOL C 2,115,S,50,13947,Amount,number,number,1
D_JOL C 2,115,U,50,8901,Lion,art,art,1
D_JOL C 2,115,U,50,3731,Vase,flower,king,0
D_JOL C 2,115,B,50,6887,Plant,cactus,root,0
D_JOL C 2,115,B,50,4720,Tie,shoelace,shoelace,1
D_JOL C 2,115,U,50,4158,Obtain,get,meat,0
D_JOL C 2,139,F,50,5359,League,star,baseball,0
D_JOL C 2,139,B,50,6035,Long,run,extension,0
D_JOL C 2,139,B,50,2942,Tie,shpelace,shoelace,1
D_JOL C 2,139,B,50,2912,Scissors,shears,shears,1
D_JOL C 2,139,B,50,5295,Fight,quit,feud,0
D_JOL C 2,139,S,50,3075,Bracelet,arm,wrist,0
D_JOL C 2,139,S,50,2269,Lie,truth,truth,1
D_JOL C 2,139,U,50,4558,Cloth,stretch,stretch,1
D_JOL C 2,139,U,50,1827,Steak,eat,give,0
D_JOL C 2,139,U,50,2872,Sign,up,loan,0
D_JOL C 2,131,F,50,4176,Attire,clothes,clothes,1
D_JOL C 2,135,F,50,2564,Growth,bigt,height,0
D_JOL C 2,135,F,50,2983,Attorney,law,law,1
D_JOL C 2,135,B,50,2121,Talk,word,discussion,0
D_JOL C 2,131,S,50,4707,Temper,tantrum,tantrum,1
D_JOL C 2,135,F,50,1989,Favorite,best,best,1
D_JOL C 2,135,B,50,1493,Game,over,clue,0
D_JOL C 2,135,B,50,1526,Love,hate,affection,0
D_JOL C 2,135,S,50,1209,Wax,mechine,candle,0
D_JOL C 2,135,S,50,3268,Bracelet,wrist,wrist,1
D_JOL C 2,135,S,50,3703,Lie,truth,truth,1
D_JOL C 2,135,U,50,2639,Obtain,food,meat,0
D_JOL C 2,135,U,50,2460,Clothes,dry,NA,0
D_JOL C 2,135,U,50,2180,Morning,late,temperature,0
D_JOL C 2,135,U,50,1203,Children,adultr,mirror,0
D_JOL C 2,143,B,50,2576,Rock,hard,geology,0
D_JOL C 2,143,B,50,4132,War,revolutiion,revolution,1
D_JOL C 2,143,B,50,2869,Fish,bones,tuna,0
D_JOL C 2,143,U,50,3997,Riddle,nursrey,sugar,0
D_JOL C 2,143,F,50,1869,Actress,actor,star,0
D_JOL C 2,143,F,50,1117,Favorite,besat,best,1
D_JOL C 2,143,F,50,1841,Sardine,fish,fish,1
D_JOL C 2,143,B,50,7053,Smell,bad,incense,0
D_JOL C 2,143,S,50,1198,Drink,sip,water,0
D_JOL C 2,151,B,50,5054,Trash,can,litter,0
D_JOL C 2,151,S,50,3493,Wet,dry,dry,1
D_JOL C 2,119,F,50,3758,Word,choice,sentence,0
D_JOL C 2,123,B,50,2342,Cold,hot,bitter,0
D_JOL C 2,127,F,50,4589,Chore,ork,work,1
D_JOL C 2,127,S,50,2369,Decision,choice,choice,1
D_JOL C 2,127,U,50,5306,Position,machine,machine,1
D_JOL C 2,116,F,50,6350,Brawl,fight,fight,1
D_JOL C 2,116,S,50,3591,Shave,hair,razor,0
D_JOL C 2,116,S,50,4712,Away,far,gone,0
D_JOL C 2,119,U,50,5157,Clear,clean,moat,0
D_JOL C 2,123,F,50,2759,Favorite,,best,0
D_JOL C 2,123,B,50,2539,Love,hate,affection,0
D_JOL C 2,123,S,50,3046,Bracelet,necklace,wrist,0
D_JOL C 2,127,F,50,3372,League,baseball,baseball,1
D_JOL C 2,127,S,50,9008,Lie,truth,truth,1
D_JOL D 2,136,F,50,2119,Pilot,plane,plane,1
D_JOL D 2,136,B,50,6833,Hammer,dll,chisel,0
D_JOL D 2,136,B,50,6775,News,report,editor,0
D_JOL D 2,136,B,50,4205,Out,in,way,0
D_JOL D 2,136,B,50,8686,Clean,dirty,hygiene,0
D_JOL D 2,136,B,50,2770,Water,drink,bridge,0
D_JOL D 2,136,B,50,2333,War,revolution,revolution,1
D_JOL D 2,136,S,50,7205,Child,play,baby,0
D_JOL D 2,136,U,50,2945,Would,make,cash,0
D_JOL D 2,136,F,50,4908,League,baseball,baseball,1
D_JOL D 2,136,F,50,2956,Banker,money,money,1
D_JOL D 2,136,B,50,5117,Game,clue,clue,1
D_JOL D 2,136,B,50,3535,Car,vehicle,happy,0
D_JOL D 2,136,B,50,6207,Donkey,mule,mule,1
D_JOL D 2,136,B,50,3936,Paper,write,document,0
D_JOL D 2,136,S,50,3633,Ground,earth,earth,1
D_JOL D 2,136,U,50,3563,Cloth,stretch,stretch,1
D_JOL D 2,136,U,50,3096,Election,vote,maze,0
D_JOL D 2,136,U,50,2856,Bang,head,fuzzy,0
D_JOL D 2,136,U,50,4003,Clear,mind,moat,0
D_JOL D 2,132,U,50,4005,Car,windsheild,happy,0
D_JOL D 2,132,U,50,2821,Obtain,meat,meat,1
D_JOL D 2,144,F,50,5563,Cave,dark,dark,1
D_JOL D 2,144,F,50,7740,Wasp,bug,bug,1
D_JOL D 2,144,F,50,4500,Division,math,math,1
D_JOL D 2,144,F,50,3576,Chili,hot,hot,1
D_JOL D 2,144,F,50,3838,Blaze,fire,fire,1
D_JOL D 2,144,B,50,3697,Stomach,pain,digestion,0
D_JOL D 2,144,B,50,3922,Rock,hard,geology,0
D_JOL D 2,144,B,50,19975,Fish,tuna,tuna,1
D_JOL D 2,144,S,50,4527,Design,book,architecture,0
D_JOL D 2,144,S,50,3013,Liver,kidney,kidney,1
D_JOL D 2,144,S,50,4788,End,begin,begin,1
D_JOL D 2,144,S,50,3071,Wind,blow,blow,1
D_JOL D 2,148,F,50,3861,Growth,short,height,0
D_JOL D 2,148,F,50,3225,Wasp,hornet,bug,0
D_JOL D 2,148,F,50,2754,Stench,smell,smell,1
D_JOL D 2,148,B,50,4123,Bird,wing,swan,0
D_JOL D 2,148,B,50,6338,Fish,tuna,tuna,1
D_JOL D 2,148,S,50,2805,Assignment,due,due,0
D_JOL D 2,148,S,50,9275,Site,,location,0
D_JOL D 2,148,S,50,3774,Design,architecture,architecture,1
D_JOL D 2,148,U,50,4522,Car,detail,happy,0
D_JOL D 2,144,B,50,3976,Mystery,maze,detective,0
D_JOL D 2,144,B,50,10861,Dog,cat,paw,0
D_JOL D 2,144,B,50,7379,Trash,dirty,litter,0
D_JOL D 2,144,B,50,7635,Smell,taste,incense,0
D_JOL D 2,144,B,50,3986,Fight,brawl,feud,0
D_JOL D 2,144,S,50,2920,Carbon,element,element,1
D_JOL D 2,144,S,50,8770,Drink,water,water,1
D_JOL D 2,144,S,50,8650,Reel,rare,rod,0
D_JOL D 2,144,S,50,17947,Noise,loud,loud,1
D_JOL D 2,144,S,50,12853,Temper,tantrum,tantrum,1
D_JOL D 2,144,S,50,3684,Have,own,own,1
D_JOL D 2,144,U,50,5308,Maroon,malt,justice,0
D_JOL D 2,144,U,50,7503,Obtain,own,meat,0
D_JOL D 2,148,F,50,6384,Revenge,,even,0
D_JOL D 2,148,F,50,3911,Balloon,pop,pop,1
D_JOL D 2,148,F,50,4197,Sardine,fish,fish,1
D_JOL D 2,148,B,50,4515,Love,honest,affection,0
D_JOL D 2,148,S,50,7413,Bracelet,charm,wrist,0
D_JOL D 2,148,S,50,6228,Carbon,,element,0
D_JOL D 2,148,S,50,5732,Lonely,alone,alone,1
D_JOL D 2,148,S,50,4840,Lie,truth,truth,1
D_JOL D 2,148,S,50,3711,Communication,,phone,0
D_JOL D 2,148,U,50,5328,Able,capable,crackle,0
D_JOL D 2,148,U,50,6029,Morning,afternoon,temperature,0
D_JOL D 2,148,U,50,4298,Children,trantrum,mirror,0
D_JOL D 2,152,F,50,3292,League,baseball,baseball,1
D_JOL D 2,152,S,50,4935,Lie,story,truth,0
D_JOL D 2,120,F,50,3287,Sip,drink,drink,1
D_JOL D 2,120,F,50,5913,Seize,take,take,1
D_JOL D 2,120,F,50,4593,Famine,hunger,hunger,1
D_JOL D 2,120,B,50,4674,Dog,paw,paw,1
D_JOL D 2,120,B,50,3694,Rock,geology,geology,1
D_JOL D 2,120,S,50,2534,Design,architecture,architecture,1
D_JOL D 2,120,S,50,4198,Bar,grill,grill,1
D_JOL D 2,120,S,50,3175,Liver,kidney,kidney,1
D_JOL D 2,124,B,50,2241,Hammer,saw,chisel,0
D_JOL D 2,124,S,50,7664,Toilet,seat,bathroom,0
D_JOL D 2,124,S,50,8801,Decision,choice,choice,1
D_JOL D 2,124,S,50,1768,Child,baby,baby,1
D_JOL D 2,124,U,50,2398,Car,drive,happy,0
D_JOL D 2,124,U,50,6810,Riddle,qiuz,sugar,0
D_JOL D 2,124,F,50,4891,Revenge,even,even,1
D_JOL D 2,124,F,50,7655,Panther,cat,cat,1
D_JOL D 2,124,F,50,2404,Breakable,promise,glass,0
D_JOL D 2,124,B,50,2573,Long,hands,extension,0
D_JOL D 2,124,B,50,2901,Car,driver,happy,0
D_JOL D 2,124,B,50,3012,Scissors,shears,shears,1
D_JOL D 2,124,S,50,8397,Bracelet,wrist,wrist,1
D_JOL D 2,124,S,50,4017,Ground,earth,earth,1
D_JOL D 2,128,F,50,2828,Windsield,car,NA,0
D_JOL D 2,128,F,50,3168,Revenge,back,even,0
D_JOL D 2,128,S,50,2809,Communication,talk,phone,0
D_JOL D 2,128,U,50,2434,Obtain,remain,meat,0
D_JOL D 2,128,U,50,5938,Able,do,crackle,0
D_JOL D 2,128,U,50,3227,Clear,fear,moat,0
D_JOL C 2,115,F,49,6116,Latch,key,key,1
D_JOL C 2,115,F,49,4951,Blaze,fire,fire,1
D_JOL C 2,115,B,49,2887,Bad,delenquient,delinquent,1
D_JOL C 2,115,B,49,3583,Clean,work,hygiene,0
D_JOL C 2,115,U,49,3425,Morning,temperature,temperature,1
D_JOL D 2,132,F,49,3767,Racket,ball,ball,1
D_JOL D 2,132,B,49,13819,War,revolution,revolution,1
D_JOL D 2,132,B,49,3304,Card,credit,credit,1
D_JOL D 2,132,S,49,4893,Ground,earth,earth,1
D_JOL D 2,132,F,47,4178,Balloon,pop,pop,1
D_JOL D 2,132,S,46,2919,Shave,razor,razor,1
D_JOL D 2,128,B,46,2685,News,newspaper,editor,0
D_JOL C 2,115,U,45,6016,Accident,strong,strong,1
D_JOL C 2,139,F,45,3731,Penguin,birf,bird,1
D_JOL C 2,139,B,45,4058,Plant,animal,root,0
D_JOL C 2,139,B,45,7210,Love,heart,affection,0
D_JOL C 2,143,U,45,2107,Accident,car,strong,0
D_JOL C 2,147,F,45,3785,Growth,height,height,1
D_JOL C 2,143,F,45,2372,Revenge,death,even,0
D_JOL C 2,143,F,45,2330,Balloon,pop,pop,1
D_JOL C 2,143,U,45,2596,Children,play,mirror,0
D_JOL C 2,123,U,45,3197,Car,start,happy,0
D_JOL C 2,127,F,45,5594,Growth,height,height,1
D_JOL C 2,116,F,45,3752,Actress,star,star,1
D_JOL D 2,132,B,45,5365,Cold,wet,bitter,0
D_JOL D 2,132,B,45,19235,Tie,shoelace,shoelace,1
D_JOL D 2,132,B,45,3837,Cold,chill,bitter,0
D_JOL D 2,152,F,45,2743,Wasp,bee,bug,0
D_JOL D 2,152,F,45,2157,Chore,work,work,1
D_JOL D 2,152,F,45,5129,Windsield,car,NA,0
D_JOL D 2,152,F,45,4771,Aircraft,plane,plane,1
D_JOL D 2,152,B,45,3392,Head,hot,scalp,0
D_JOL D 2,120,B,45,5283,Hammer,chistle,chisel,0
D_JOL D 2,120,S,45,3627,Cheese,wine,wine,1
D_JOL D 2,124,S,45,5852,Jury,law,trial,0
D_JOL D 2,124,S,45,3230,Bee,wasp,honey,0
D_JOL D 2,124,U,45,3164,Tuck,push,allow,0
D_JOL D 2,128,F,45,2118,Sip,drink,drink,1
D_JOL D 2,128,F,45,2310,Fantastic,good,great,0
D_JOL D 2,128,F,45,3939,Attire,clothes,clothes,1
D_JOL D 2,128,B,45,1832,Bad,villan,delinquent,0
D_JOL D 2,128,B,45,1973,Stomach,liver,digestion,0
D_JOL D 2,128,B,45,2423,War,revolution,revolution,1
D_JOL D 2,128,S,45,2667,Site,see,location,0
D_JOL D 2,128,U,45,3063,Bronze,gold,artery,0
D_JOL D 2,128,U,45,3240,Position,body,machine,0
D_JOL D 2,128,U,45,1639,Would,could,cash,0
D_JOL D 2,124,F,45,3103,Actress,star,star,1
D_JOL D 2,124,B,45,3552,Dog,furry,paw,0
D_JOL D 2,128,B,45,3419,Mystery,detective,detective,1
D_JOL D 2,128,B,45,1906,Trash,garbage,litter,0
D_JOL D 2,128,B,45,3569,Eat,food,dine,0
D_JOL D 2,128,S,45,2400,Away,far,gone,0
D_JOL D 2,128,U,45,1996,Cloth,fold,stretch,0
D_JOL D 2,128,U,45,2919,Ounce,both,both,1
D_JOL D 2,132,U,44,5149,Sign,loan,loan,1
D_JOL D 2,128,U,44,6132,Sign,fine,loan,0
D_JOL C 2,143,U,43,3709,Car,start,happy,0
D_JOL D 2,132,F,43,5240,Favorite,best,best,1
D_JOL D 2,132,B,43,3869,End,adjourn,begin,0
D_JOL D 2,152,S,43,2676,Child,baby,baby,0
D_JOL D 2,152,B,43,5597,Tie,shoelace,shoelace,0
D_JOL D 2,132,B,42,3077,Long,extension,extension,0
D_JOL D 2,132,S,42,6978,Communication,phone,phone,0
D_JOL D 2,120,B,42,10367,Card,credit,credit,1
D_JOL D 2,132,U,41,3985,Woman,lift,lift,1
D_JOL D 2,132,B,41,4004,Cut,chop,chop,1
D_JOL C 2,115,B,40,4600,Card,credit,credit,1
D_JOL C 2,115,U,40,8336,Hungry,eat,park,0
D_JOL C 2,115,B,40,4041,Paper,documents,document,1
D_JOL C 2,115,U,40,4544,Charm,bracelet,vehicle,0
D_JOL C 2,115,U,40,25994,Sign,object,loan,0
D_JOL C 2,139,U,40,2623,Main,task,scar,0
D_JOL C 2,135,F,40,3789,Wasp,bug,bug,1
D_JOL C 2,135,B,40,1762,Hammer,j,chisel,0
D_JOL C 2,135,B,40,2365,Plant,growth,root,0
D_JOL C 2,135,S,40,2118,Waste,money,dump,0
D_JOL C 2,135,S,40,3721,Liver,kidney,kidney,1
D_JOL C 2,135,S,40,2837,Wind,blow,blow,1
D_JOL C 2,135,S,40,2742,Decision,choice,choice,1
D_JOL C 2,135,S,40,5005,Round,circle,circle,1
D_JOL C 2,135,U,40,5973,Hungry,food,park,0
D_JOL C 2,135,U,40,3768,Belt,pant,soon,0
D_JOL C 2,135,U,40,2749,Bronze,metal,artery,0
D_JOL C 2,135,U,40,2591,Accident,traumatic,strong,0
D_JOL C 2,135,U,40,3131,Riddle,j,sugar,0
D_JOL C 2,135,U,40,4171,Sick,good,hide,0
D_JOL C 2,135,F,40,2461,Breakable,glass,glass,1
D_JOL C 2,135,F,40,1685,Coffin,dead,dead,1
D_JOL C 2,135,B,40,2387,Long,,extension,0
D_JOL C 2,135,B,40,1367,Trash,can,litter,0
D_JOL C 2,135,B,40,1908,Donkey,mule,mule,1
D_JOL C 2,135,B,40,5878,Scissors,cut,shears,0
D_JOL C 2,135,S,40,4010,Ground,j,earth,0
D_JOL C 2,135,S,40,2096,Lonely,alone,alone,1
D_JOL C 2,135,S,40,1753,Noise,loud,loud,1
D_JOL C 2,135,U,40,3383,Main,best,scar,0
D_JOL C 2,143,F,40,1299,Wasp,sting,bug,0
D_JOL C 2,143,F,40,4662,Chore,work,work,1
D_JOL C 2,143,B,40,3473,Water,food,bridge,0
D_JOL C 2,143,S,40,1418,Decision,hard,choice,0
D_JOL C 2,143,U,40,5950,Belt,pants,soon,0
D_JOL C 2,143,F,40,2248,Windsield,hit,NA,0
D_JOL C 2,143,B,40,1957,Eat,fast,dine,0
D_JOL C 2,143,S,40,1699,Hate,like,name,0
D_JOL C 2,119,U,40,7671,Add,mat,valley,0
D_JOL C 2,123,F,40,2847,Growth,,height,0
D_JOL C 2,123,F,40,4487,Wasp,sting,bug,0
D_JOL C 2,123,S,40,9055,Decision,choice,choice,1
D_JOL C 2,123,U,40,7194,Sick,ache,hide,0
D_JOL C 2,127,F,40,7944,Sip,drink,drink,1
D_JOL C 2,127,S,40,4548,Design,architecture,architecture,1
D_JOL C 2,127,U,40,5952,Sight,,debate,0
D_JOL C 2,127,U,40,5253,Vase,king,king,1
D_JOL C 2,116,F,40,3734,Penguin,bird,bird,1
