ExperimentName,Subject,Direction,JOL,JOL_RT,recall_cue,Recall_Response,sorted_JOL_CUE,sorted_JOL_TARGET,percent_match,scored
D_JOL B 2,130,F,100,3517,Mule,donkey,Mule,donkey,100,1
D_JOL B 2,130,B,100,2409,Honest,truthful,Honest,truthful,100,1
D_JOL B 2,130,B,100,1726,Sleep,nap,Sleep,drowsy,0,0
D_JOL B 2,130,S,100,9605,Water,drink,Water,drink,100,1
D_JOL B 2,130,S,100,4763,Sun,tan,Sun,tan,100,1
D_JOL B 2,134,F,100,2246,Adjourn,end,Adjourn,end,100,1
D_JOL B 2,134,F,100,2679,Cherry,red,Cherry,red,100,1
D_JOL B 2,134,F,100,2211,Scalp,head,Scalp,head,100,1
D_JOL B 2,134,F,100,2284,Chop,cut,Chop,cut,100,1
D_JOL B 2,134,F,100,2737,Mule,donkey,Mule,donkey,100,1
D_JOL B 2,134,F,100,1963,Incense,scent,Incense,smell,0,0
D_JOL B 2,134,F,100,2868,Dine,eat,Dine,eat,100,1
D_JOL B 2,134,F,100,2638,Shears,scissors,Shears,scissors,100,1
D_JOL B 2,134,F,100,2152,Feud,fight,Feud,fight,100,1
D_JOL B 2,134,B,100,2056,Turn,flip,Turn,flip,100,1
D_JOL B 2,134,B,100,5930,Star,sky,Star,actress,0,0
D_JOL B 2,134,B,100,2273,Even,odd,Even,revenge,0,0
D_JOL B 2,134,B,100,2582,Fruit,strawberry,Fruit,strawberry,100,1
D_JOL B 2,134,B,100,2119,Best,favorite,Best,favorite,100,1
D_JOL B 2,134,B,100,2591,Dead,coffin,Dead,coffin,100,1
D_JOL B 2,134,B,100,3785,Plane,aircraft,Plane,pilot,0,0
D_JOL B 2,134,B,100,2473,Money,banker,Money,banker,100,1
D_JOL B 2,134,B,100,2382,Sleep,nap,Sleep,drowsy,0,0
D_JOL B 2,134,B,100,3370,Fight,argue,Fight,brawl,0,0
D_JOL B 2,134,S,100,2418,Rights,justice,Rights,equal,0,0
D_JOL B 2,134,S,100,2354,Candle,wax,Candle,wax,100,1
D_JOL B 2,134,S,100,2189,Earth,ground,Earth,ground,100,1
D_JOL B 2,134,S,100,2065,Alone,lonely,Alone,lonely,100,1
D_JOL B 2,134,S,100,1929,Dry,wet,Dry,wet,100,1
D_JOL B 2,134,S,100,3585,Truth,honest,Truth,lie,0,0
D_JOL B 2,134,S,100,2383,Phone,call,Phone,communication,0,0
D_JOL B 2,134,S,100,2072,Loud,noise,Loud,noise,100,1
D_JOL B 2,134,S,100,1828,Own,have,Own,have,100,1
D_JOL B 2,134,S,100,2289,Sun,keys,Sun,tan,0,0
D_JOL B 2,134,U,100,2987,Mirror,children,Mirror,children,100,1
D_JOL B 2,138,F,100,3394,Document,paper,Document,paper,100,1
D_JOL B 2,138,F,100,3178,Dine,eat,Dine,eat,100,1
D_JOL B 2,138,B,100,4477,Pop,balloon,Pop,soda,0,0
D_JOL B 2,138,B,100,2409,Dead,meat,Dead,coffin,0,0
D_JOL B 2,138,B,100,2426,Baseball,high,Baseball,league,0,0
D_JOL B 2,138,S,100,7837,Candle,wax,Candle,wax,100,1
D_JOL B 2,138,S,100,4651,Earth,ground,Earth,ground,100,1
D_JOL B 2,138,S,100,5070,Dry,wet,Dry,wet,100,1
D_JOL B 2,138,S,100,4130,Sun,sky,Sun,tan,0,0
D_JOL C 2,131,F,100,2326,Word,day,Word,sentence,0,0
D_JOL C 2,131,F,100,2608,Wasp,sting,Wasp,bug,0,0
D_JOL C 2,131,F,100,3093,Division,math,Division,math,100,1
D_JOL C 2,131,F,100,2097,Attorney,ba,Attorney,law,0,0
D_JOL C 2,131,F,100,2415,Fantastic,great,Fantastic,great,100,1
D_JOL C 2,131,F,100,2899,Latch,key,Latch,key,100,1
D_JOL C 2,131,F,100,2620,Chili,hot,Chili,hot,100,1
D_JOL C 2,131,F,100,2221,Racket,ball,Racket,ball,100,1
D_JOL C 2,131,F,100,1842,Chore,duty,Chore,work,0,0
D_JOL C 2,131,F,100,2667,Famine,hungry,Famine,hunger,0,0
D_JOL C 2,131,F,100,2416,Stench,smell,Stench,smell,100,1
D_JOL C 2,131,F,100,2151,Pilot,plane,Pilot,plane,100,1
D_JOL C 2,131,F,100,1860,Blaze,fire,Blaze,fire,100,1
D_JOL C 2,131,B,100,2250,Bad,good,Bad,delinquent,0,0
D_JOL C 2,131,B,100,3750,Stomach,back,Stomach,digestion,0,0
D_JOL C 2,131,B,100,1871,Money,amount,Money,wage,0,0
D_JOL C 2,131,B,100,2789,Sting,stench,Sting,hornet,0,0
D_JOL C 2,131,B,100,2444,Cold,sick,Cold,bitter,0,0
D_JOL C 2,131,B,100,2355,Plant,flowe,Plant,root,0,0
D_JOL C 2,131,B,100,2482,Bird,nest,Bird,swan,0,0
D_JOL C 2,131,B,100,2395,Dog,food,Dog,paw,0,0
D_JOL C 2,131,B,100,2296,Out,comes,Out,way,0,0
D_JOL C 2,131,B,100,2046,Rock,hard,Rock,geology,0,0
D_JOL C 2,131,B,100,1539,Talk,alot,Talk,discussion,0,0
D_JOL C 2,131,B,100,4706,Card,swipe,Card,credit,0,0
D_JOL C 2,131,B,100,3533,Flower,child,Flower,orchid,0,0
D_JOL C 2,131,B,100,2076,Fish,tuna,Fish,tuna,100,1
D_JOL C 2,131,S,100,3479,Waste,good,Waste,dump,0,0
D_JOL C 2,131,S,100,1907,Jury,attorney,Jury,trial,0,0
D_JOL C 2,131,S,100,3672,Design,architect,Design,architecture,133.3333333,1
D_JOL C 2,131,S,100,3559,Bar,lift,Bar,grill,0,0
D_JOL C 2,131,S,100,4172,Liver,kidney,Liver,kidney,100,1
D_JOL C 2,131,S,100,6920,End,begin,End,begin,100,1
D_JOL C 2,131,S,100,2617,Wind,breaker,Wind,blow,0,0
D_JOL C 2,131,S,100,1928,Toilet,tubb,Toilet,bathroom,0,0
D_JOL C 2,131,S,100,5046,Decision,made,Decision,choice,0,0
D_JOL C 2,131,S,100,4498,Foot,toe,Foot,shoe,0,0
D_JOL C 2,131,S,100,2556,Future,past,Future,past,100,1
D_JOL C 2,131,S,100,4819,Salad,healthy,Salad,lettuce,0,0
D_JOL C 2,131,S,100,2024,Bee,honey,Bee,honey,100,1
D_JOL C 2,131,S,100,2304,Child,flower,Child,baby,0,0
D_JOL C 2,131,U,100,2945,Woman,man,Woman,lift,0,0
D_JOL C 2,131,U,100,2329,Belt,latch,Belt,soon,0,0
D_JOL C 2,131,U,100,3553,Business,meeting,Business,death,0,0
D_JOL C 2,131,U,100,2830,Sight,scene,Sight,debate,0,0
D_JOL C 2,131,U,100,1399,Bronze,gold,Bronze,artery,0,0
D_JOL C 2,131,U,100,4048,Hand,made,Hand,fix,0,0
D_JOL C 2,131,U,100,2878,Tuck,uder,Tuck,allow,0,0
D_JOL C 2,131,U,100,2772,Lion,king,Lion,art,0,0
D_JOL C 2,131,U,100,2721,Accident,car,Accident,strong,0,0
D_JOL C 2,131,U,100,3122,Riddle,game,Riddle,sugar,0,0
D_JOL C 2,131,U,100,6311,Sick,cold,Sick,hide,0,0
D_JOL C 2,135,F,100,3613,Racket,ball,Racket,ball,100,1
D_JOL C 2,135,B,100,1959,Rock,medicine,Rock,geology,0,0
D_JOL C 2,135,S,100,3573,Bee,honey,Bee,honey,100,1
D_JOL C 2,131,F,100,3483,Thimble,tick,Thimble,thread,0,0
D_JOL C 2,131,F,100,3550,Strawberry,fruit,Strawberry,fruit,100,1
D_JOL C 2,131,F,100,3510,Favorite,show,Favorite,best,0,0
D_JOL C 2,131,F,100,3563,Breakable,unbreakable,Breakable,glass,0,0
D_JOL C 2,131,F,100,4210,Sardine,tuna,Sardine,fish,0,0
D_JOL C 2,131,F,100,5223,League,baseball,League,baseball,100,1
D_JOL C 2,131,F,100,9129,Brawl,down,Brawl,fight,0,0
D_JOL C 2,131,B,100,2991,Long,hair,Long,extension,0,0
D_JOL C 2,131,B,100,3614,Tie,shoe,Tie,shoelace,200,0
D_JOL C 2,131,B,100,8445,End,begin,End,begin,100,1
D_JOL C 2,131,B,100,1337,Dog,food,Dog,paw,0,0
D_JOL C 2,131,B,100,3588,Trash,ba,Trash,litter,0,0
D_JOL C 2,131,B,100,4672,Cut,ties,Cut,chop,0,0
D_JOL C 2,131,B,100,2202,Eat,ou,Eat,dine,0,0
D_JOL C 2,131,B,100,1541,Scissors,cut,Scissors,shears,0,0
D_JOL C 2,131,B,100,5079,Fight,calm,Fight,feud,0,0
D_JOL C 2,131,B,100,3007,Love,hate,Love,affection,0,0
D_JOL C 2,131,S,100,4600,Shave,head,Shave,razor,0,0
D_JOL C 2,131,S,100,5709,Jar,mustard,Jar,mason,0,0
D_JOL C 2,131,S,100,2817,Bracelet,chai,Bracelet,wrist,0,0
D_JOL C 2,131,S,100,1952,Away,near,Away,gone,0,0
D_JOL C 2,131,S,100,2793,Ground,beef,Ground,earth,0,0
D_JOL C 2,131,S,100,4773,Lonely,alone,Lonely,alone,100,1
D_JOL C 2,131,S,100,3173,Wet,clother,Wet,dry,0,0
D_JOL C 2,131,S,100,3622,Lie,down,Lie,truth,0,0
D_JOL C 2,131,S,100,2115,Communication,talk,Communication,phone,0,0
D_JOL C 2,131,S,100,6708,Reel,fish,Reel,rod,0,0
D_JOL C 2,131,U,100,3256,Tan,pale,Tan,sun,0,0
D_JOL C 2,131,U,100,2380,Election,year,Election,maze,0,0
D_JOL C 2,131,U,100,4324,Joke,play,Joke,keys,0,0
D_JOL C 2,131,U,100,4813,Children,play,Children,mirror,0,0
D_JOL C 2,131,U,100,2631,Main,street,Main,scar,0,0
D_JOL A 2,133,F,99,3130,Hygiene,clean,Hygiene,clean,100,1
D_JOL A 2,133,B,99,4116,Work,would,Work,chore,0,0
D_JOL A 2,133,S,99,4044,Due,pay,Due,assignment,0,0
D_JOL A 2,133,S,99,7903,Location,place,Location,site,0,0
D_JOL A 2,133,S,99,4418,Lettuce,salad,Lettuce,salad,100,1
D_JOL A 2,133,S,99,3943,Honey,bee,Honey,bee,100,1
D_JOL A 2,133,U,99,3360,Park,hungry,Park,hungry,100,1
D_JOL A 2,133,U,99,2509,Artery,rust,Artery,bronze,0,0
D_JOL A 2,133,U,99,5392,Strong,weak,Strong,accident,0,0
D_JOL A 2,133,U,99,9184,Cash,would,Cash,would,100,1
D_JOL A 2,133,F,99,2375,Chill,cold,Chill,cold,100,1
D_JOL A 2,133,U,99,2059,Crackle,break,Crackle,able,0,0
D_JOL A 2,133,U,99,3384,Listen,tlk,Listen,fiction,0,0
D_JOL A 2,133,U,99,3136,Keys,lock,Keys,joke,0,0
D_JOL B 2,130,F,99,1959,Bitter,mad,Bitter,cold,0,0
D_JOL B 2,130,S,99,3571,Baby,children,Baby,child,0,0
D_JOL B 2,138,F,99,7197,Herd,cow,Herd,cow,100,1
D_JOL B 2,138,F,99,2263,Credit,card,Credit,card,100,1
D_JOL B 2,138,B,99,5328,Hunger,food,Hunger,famine,0,0
D_JOL B 2,130,S,99,3918,Tantrum,temper,Tantrum,temper,100,1
D_JOL B 2,138,F,99,4865,Chop,cut,Chop,cut,100,1
D_JOL B 2,138,B,99,7815,Sleep,night,Sleep,drowsy,0,0
D_JOL D 2,132,B,99,7004,Clean,hygeine,Clean,hygiene,0,0
D_JOL A 2,133,F,98,4078,Bitter,sweet,Bitter,cold,0,0
D_JOL A 2,133,F,98,6054,Revolution,war,Revolution,war,100,1
D_JOL A 2,133,B,98,2533,Full,empty,Full,enough,0,0
D_JOL A 2,133,B,98,4751,Take,out,Take,seize,0,0
D_JOL A 2,133,B,98,6269,Law,justice,Law,attorney,0,0
D_JOL A 2,133,B,98,4705,Ball,bounce,Ball,racket,0,0
D_JOL A 2,133,B,98,5184,Smell,stinch,Smell,stench,0,0
D_JOL A 2,133,S,98,2900,Choice,decission,Choice,decision,0,0
D_JOL A 2,133,U,98,3197,Allow,let,Allow,tuck,0,0
D_JOL A 2,133,F,98,1938,Dine,eat,Dine,eat,100,1
D_JOL A 2,133,B,98,2207,Star,shine,Star,actress,0,0
D_JOL A 2,133,S,98,1846,Rights,rules,Rights,equal,0,0
D_JOL A 2,133,S,98,2486,Own,buy,Own,have,0,0
D_JOL A 2,133,U,98,2177,Stretch,pull,Stretch,cloth,0,0
D_JOL A 2,133,U,98,1444,Maze,tunnel,Maze,election,0,0
D_JOL B 2,130,B,98,3380,Law,attonrety,Law,attorney,0,0
D_JOL B 2,130,S,98,2816,Pop,soda,Pop,soda,100,1
D_JOL B 2,134,F,98,2450,Root,plant,Root,plant,100,1
D_JOL B 2,134,F,98,2502,Tuna,fish,Tuna,fish,100,1
D_JOL B 2,138,B,98,4891,Hot,temperature,Hot,chili,0,0
D_JOL B 2,138,B,98,3546,Clothes,neat,Clothes,attire,0,0
D_JOL B 2,138,U,98,3432,Death,coffin,Death,business,0,0
D_JOL B 2,130,F,98,3561,Affection,love,Affection,love,100,1
D_JOL B 2,134,F,98,3016,Document,paper,Document,paper,100,1
D_JOL B 2,134,B,98,4306,Glass,break,Glass,breakable,180,1
D_JOL B 2,134,B,98,2540,Honest,truth,Honest,truthful,160,1
D_JOL B 2,134,S,98,1716,Flea,tick,Flea,tick,100,1
D_JOL A 2,133,F,97,4803,Paw,dog,Paw,dog,100,1
D_JOL A 2,133,F,97,2920,Discussion,talk,Discussion,talk,100,1
D_JOL A 2,133,F,97,6319,Credit,card,Credit,card,100,1
D_JOL A 2,133,F,97,6976,Tuna,fish,Tuna,fish,100,1
D_JOL A 2,133,B,97,3760,Drink,water,Drink,sip,0,0
D_JOL A 2,133,B,97,8090,Plane,fly,Plane,pilot,0,0
D_JOL A 2,133,S,97,5885,Number,one,Number,amount,0,0
D_JOL A 2,133,S,97,4296,Dump,trash,Dump,waste,0,0
D_JOL A 2,133,S,97,5513,Kidney,liver,Kidney,liver,100,1
D_JOL A 2,133,S,97,5780,Pop,soda,Pop,soda,100,1
D_JOL A 2,133,U,97,2369,Pusher,run,Pusher,clutter,0,0
D_JOL A 2,133,U,97,4740,Happy,sad,Happy,car,0,0
D_JOL A 2,133,U,97,2232,Sugar,sweet,Sugar,riddle,0,0
D_JOL A 2,133,F,97,3049,Litter,cat,Litter,trash,0,0
D_JOL A 2,133,F,97,2934,Mule,horse,Mule,donkey,0,0
D_JOL A 2,133,B,97,2760,Even,odd,Even,revenge,0,0
D_JOL A 2,133,S,97,1803,Safety,blanket,Safety,seatbelt,0,0
D_JOL B 2,134,B,97,1977,Math,division,Math,division,100,1
D_JOL A 2,133,B,96,2398,Dark,light,Dark,cave,0,0
D_JOL A 2,133,S,96,2856,Blow,wind,Blow,wind,100,1
D_JOL A 2,133,S,96,4642,Mason,jar,Mason,jar,100,1
D_JOL B 2,130,S,96,4063,Architecture,build,Architecture,design,0,0
D_JOL B 2,138,B,96,7552,Great,fantastic,Great,fantastic,100,1
D_JOL B 2,130,B,96,5845,Dead,coffin,Dead,coffin,100,1
D_JOL B 2,138,S,96,4969,Truth,honest,Truth,lie,0,0
D_JOL D 2,132,S,96,2050,Design,architecture,Design,architecture,100,1
D_JOL A 2,133,F,95,3463,Hornet,nest,Hornet,sting,0,0
D_JOL A 2,133,B,95,4830,Height,tall,Height,growth,0,0
D_JOL A 2,133,B,95,3088,Hunger,burger,Hunger,famine,0,0
D_JOL A 2,133,S,95,8723,Trial,jurry,Trial,jury,0,0
D_JOL A 2,133,S,95,3642,Bathroom,toilet,Bathroom,toilet,100,1
D_JOL A 2,133,U,95,4252,Discover,find,Discover,floor,0,0
D_JOL A 2,133,U,95,3876,Fix,break,Fix,hand,0,0
D_JOL A 2,133,U,95,3906,Valley,river,Valley,add,0,0
D_JOL A 2,133,B,95,5755,Pop,balloon,Pop,soda,0,0
D_JOL A 2,133,S,95,1721,Rod,reel,Rod,reel,100,1
D_JOL A 2,133,U,95,2612,Name,number,Name,hate,0,0
D_JOL B 2,134,F,95,2123,Orchid,flower,Orchid,flower,100,1
D_JOL B 2,134,B,95,2154,Sleep,nap,Sleep,drowsy,0,0
D_JOL B 2,134,S,95,3503,Trial,error,Trial,jury,0,0
D_JOL B 2,130,B,95,9429,Best,favorite,Best,favorite,100,1
D_JOL B 2,130,S,95,6800,Own,minr,Own,have,0,0
D_JOL B 2,138,F,95,3888,Cherry,red,Cherry,red,100,1
D_JOL B 2,138,B,95,3845,Money,cash,Money,banker,0,0
D_JOL D 2,132,S,95,3858,Equal,rights,Equal,rights,100,1
D_JOL A 2,133,B,94,8754,Key,hole,Key,latch,0,0
D_JOL B 2,130,S,94,4527,Razor,shave,Razor,shave,100,1
D_JOL B 2,134,F,94,5218,Affection,love,Affection,love,100,1
D_JOL B 2,134,B,93,2745,Sentence,words,Sentence,word,0,0
D_JOL B 2,134,S,93,3000,Shoe,foot,Shoe,foot,100,1
D_JOL B 2,130,B,93,6672,Even,revenge,Even,revenge,100,1
D_JOL B 2,134,S,93,2374,Gone,lost,Gone,away,0,0
D_JOL D 2,132,S,93,1345,Salad,lettuce,Salad,lettuce,100,1
D_JOL D 2,132,B,93,4410,Love,affection,Love,affection,100,1
D_JOL A 2,133,S,92,3818,Architecture,hall,Architecture,design,0,0
D_JOL B 2,130,B,92,5097,Hunger,famine,Hunger,famine,100,1
D_JOL D 2,132,F,92,1342,Attorney,law,Attorney,law,100,1
D_JOL D 2,132,F,92,2238,Pilot,plane,Pilot,plane,100,1
D_JOL D 2,132,F,92,4388,Revenge,even,Revenge,even,100,1
D_JOL D 2,132,U,92,1773,Clear,crystal,Clear,moat,0,0
D_JOL B 2,130,S,91,5898,Begin,end,Begin,end,100,1
D_JOL B 2,130,F,91,4510,Litter,paper,Litter,trash,0,0
D_JOL C 2,131,B,91,8159,Paper,book,Paper,document,0,0
D_JOL D 2,132,S,91,3704,Bee,honey,Bee,honey,100,1
D_JOL A 2,133,B,90,4446,Great,fantastic,Great,fantastic,100,1
D_JOL A 2,137,S,90,3995,Due,assignments,Due,assignment,0,0
D_JOL A 2,133,S,90,3029,Water,drink,Water,drink,100,1
D_JOL B 2,130,S,90,3391,Past,future,Past,future,100,1
D_JOL B 2,134,F,90,1700,Hygiene,clean,Hygiene,clean,100,1
D_JOL B 2,134,S,90,3044,Due,assignment,Due,assignment,100,1
D_JOL B 2,138,F,90,6658,Bitter,cold,Bitter,cold,100,1
D_JOL B 2,138,F,90,3255,Root,cause,Root,plant,0,0
D_JOL B 2,138,F,90,1245,Paw,dog,Paw,dog,100,1
D_JOL B 2,138,F,90,1556,Geology,rock,Geology,rock,100,1
D_JOL B 2,138,F,90,4337,Orchid,flower,Orchid,flower,100,1
D_JOL B 2,138,B,90,3217,Bug,wasp,Bug,wasp,100,1
D_JOL B 2,138,B,90,2432,Math,problem,Math,division,0,0
D_JOL B 2,138,B,90,4828,Ball,sphere,Ball,racket,0,0
D_JOL B 2,138,S,90,11935,Dump,throw,Dump,waste,0,0
D_JOL B 2,138,S,90,2903,Trial,jurry,Trial,jury,0,0
D_JOL B 2,138,S,90,3654,Begin,end,Begin,end,100,1
D_JOL B 2,138,S,90,7358,Past,future,Past,future,100,1
D_JOL B 2,130,F,90,5815,Scalp,hair,Scalp,head,0,0
D_JOL B 2,130,F,90,3407,Dine,eat,Dine,eat,100,1
D_JOL B 2,134,S,90,1909,Razor,shave,Razor,shave,100,1
D_JOL B 2,138,F,90,3431,Furry,dog,Furry,dog,100,1
D_JOL B 2,138,F,90,3536,Affection,love,Affection,love,100,1
D_JOL B 2,138,B,90,1871,Star,twinkle,Star,actress,0,0
D_JOL B 2,138,B,90,3869,Honest,truthfu,Honest,truthful,114.2857143,1
D_JOL B 2,138,S,90,4863,Rights,equa,Rights,equal,125,1
D_JOL B 2,138,S,90,9700,Wrist,barcelet,Wrist,bracelet,0,0
D_JOL B 2,138,S,90,2981,Phone,number,Phone,communication,0,0
D_JOL B 2,138,S,90,3855,Loud,cloud,Loud,noise,0,0
D_JOL B 2,138,U,90,5893,Shell,snake,Shell,snake,100,1
D_JOL C 2,135,S,90,2184,Shave,razor,Shave,razor,100,1
D_JOL C 2,135,S,90,2230,Seatbelt,j,Seatbelt,safety,0,0
D_JOL C 2,135,S,90,11459,Hate,love,Hate,name,0,0
D_JOL D 2,132,S,90,1897,Amount,numbers,Amount,number,0,0
D_JOL D 2,132,S,90,4150,Soda,pop,Soda,pop,100,1
D_JOL D 2,132,S,90,16348,Noise,loud,Noise,loud,100,1
D_JOL D 2,132,S,90,13611,Temper,tantrum,Temper,tantrum,100,1
D_JOL A 2,133,F,89,4422,Bridge,boat,Bridge,water,0,0
D_JOL A 2,133,B,89,1884,Hot,chili,Hot,chili,100,1
D_JOL A 2,133,B,89,3700,Sleep,awake,Sleep,drowsy,0,0
D_JOL A 2,133,U,89,6011,Soon,after,Soon,belt,0,0
D_JOL A 2,133,U,89,6597,Hide,stinch,Hide,sick,0,0
D_JOL A 2,137,B,89,3009,Full,ness,Full,enough,0,0
D_JOL A 2,133,F,89,3153,Adjourn,end,Adjourn,end,100,1
D_JOL A 2,133,F,89,4161,Affection,love,Affection,love,100,1
D_JOL A 2,133,B,89,3151,Fish,tuna,Fish,sardine,0,0
D_JOL A 2,133,U,89,3620,Cake,pie,Cake,clothes,0,0
D_JOL A 2,137,S,89,1891,Dry,temperature,Dry,wet,0,0
D_JOL B 2,130,F,89,3892,Hygiene,clean,Hygiene,clean,100,1
D_JOL B 2,134,F,89,3495,Revolution,war,Revolution,war,100,1
D_JOL B 2,138,F,89,4119,Swan,bird,Swan,bird,100,1
D_JOL B 2,138,B,89,7061,Sentence,word,Sentence,word,100,1
D_JOL B 2,138,B,89,2282,Work,home,Work,chore,0,0
D_JOL B 2,138,S,89,1407,Due,assignment,Due,assignment,100,1
D_JOL B 2,138,S,89,3013,Circle,round,Circle,round,100,1
D_JOL B 2,130,B,89,6237,Baseball,league,Baseball,league,100,1
D_JOL B 2,130,S,89,5752,Dry,hot,Dry,wet,0,0
D_JOL B 2,134,B,89,3707,Baseball,evolution,Baseball,league,0,0
D_JOL B 2,134,U,89,1559,Keys,lock,Keys,joke,0,0
D_JOL B 2,134,U,89,3122,Name,hate,Name,hate,100,1
D_JOL D 2,132,S,89,1416,Toilet,bathroom,Toilet,bathroom,100,1
D_JOL D 2,132,S,89,1712,Decision,choice,Decision,choice,100,1
D_JOL A 2,133,F,88,6105,Herd,cow,Herd,cow,100,1
D_JOL A 2,137,F,88,3679,Bridge,water,Bridge,water,100,1
D_JOL A 2,137,U,88,5838,Discover,floor,Discover,floor,100,1
D_JOL A 2,133,F,88,5910,Feud,fight,Feud,fight,100,1
D_JOL A 2,133,S,88,2762,Wrist,band,Wrist,bracelet,0,0
D_JOL A 2,133,S,88,2174,Flea,tick,Flea,tick,100,1
D_JOL B 2,130,F,88,6256,Revolution,war,Revolution,war,100,1
D_JOL B 2,130,B,88,6503,Clothes,shirt,Clothes,attire,0,0
D_JOL B 2,134,B,88,2689,Dark,cave,Dark,cave,100,1
D_JOL B 2,134,U,88,2363,Cash,money,Cash,would,0,0
D_JOL B 2,130,F,88,8974,Shears,siccors,Shears,scissors,0,0
D_JOL B 2,130,S,88,6685,Truth,honest,Truth,lie,0,0
D_JOL B 2,134,F,88,2019,Litter,trash,Litter,trash,100,1
D_JOL A 2,133,B,87,4676,Sentence,write,Sentence,word,0,0
D_JOL A 2,133,S,87,4161,Shoe,foot,Shoe,foot,100,1
D_JOL B 2,130,F,87,12039,Swan,bird,Swan,bird,100,1
D_JOL B 2,138,B,87,2990,Drink,sip,Drink,sip,100,1
D_JOL B 2,130,F,87,4610,Adjourn,end,Adjourn,end,100,1
D_JOL B 2,138,S,87,1591,Alone,lonely,Alone,lonely,100,1
D_JOL C 2,131,S,87,4266,Soda,drink,Soda,pop,0,0
D_JOL D 2,132,S,87,4234,Child,alert,Child,baby,0,0
D_JOL D 2,132,F,87,3521,Coffin,dead,Coffin,dead,100,1
D_JOL D 2,132,F,87,3798,Nap,sleep,Nap,sleep,100,1
D_JOL A 2,133,U,86,3070,Dietary,stomach,Dietary,sacking,0,0
D_JOL A 2,137,F,86,2471,Tuna,fish,Tuna,fish,100,1
D_JOL A 2,133,B,86,2984,Bad,good,Bad,villain,0,0
D_JOL B 2,130,S,86,4798,Wine,cheese,Wine,cheese,100,1
D_JOL B 2,130,B,86,4582,Cat,panther,Cat,panther,100,1
D_JOL B 2,138,U,86,3641,Both,equal,Both,ounce,0,0
D_JOL D 2,132,F,86,3159,Division,math,Division,math,100,1
D_JOL D 2,132,B,86,11580,Out,way,Out,way,100,1
