ExperimentName,Subject,Session,Block,cue_target,Direction,ListNum,JOL,JOL RT,Block,cue_target,ListNum,Recall_Response,Scored,Recall RT
D_JOL B 2,122,1,BlockProc1,Shoe - Foot,S,55,100,1825,BlockProc1,Shoe - ?,55,foot,,6513
D_JOL B 2,122,1,BlockProc1,Lettuce - Salad,S,56,100,1696,BlockProc1,Lettuce - ?,56,salad,,2552
D_JOL B 2,122,1,BlockProc1,Past - Future,S,57,100,1323,BlockProc1,Past - ?,57,future,,1700
D_JOL B 2,122,1,BlockProc1,Honey - Bee,S,58,100,1218,BlockProc1,Honey - ?,58,bee,,1801
D_JOL B 2,122,1,BlockProc1,Baby - Child,S,59,100,2573,BlockProc1,Baby - ?,59,child,,2104
D_JOL B 2,122,1,BlockProc1,Circle - Round,S,60,100,1257,BlockProc1,Circle - ?,60,round,,1939
D_JOL B 2,122,1,BlockProc1,Pusher - Clutter,U,61,0,3726,BlockProc1,Pusher - ?,61,idk,,2466
D_JOL B 2,122,1,BlockProc1,Dietary - Sacking,U,62,0,1257,BlockProc1,Dietary - ?,62,sacking,,2922
D_JOL B 2,122,1,BlockProc1,Park - Hungry,U,63,50,1442,BlockProc1,Park - ?,63,hungry,,4502
D_JOL B 2,122,1,BlockProc1,Lift - Woman,U,64,50,11328,BlockProc1,Lift - ?,64,woman,,1916
D_JOL B 2,122,1,BlockProc1,Soon - Belt,U,65,0,8016,BlockProc1,Soon - ?,65,idk,,3572
D_JOL B 2,122,1,BlockProc1,Discover - Floor,U,66,40,4054,BlockProc1,Discover - ?,66,idk,,6555
D_JOL B 2,122,1,BlockProc1,Death - Business,U,67,10,2329,BlockProc1,Death - ?,67,life,,11598
D_JOL B 2,122,1,BlockProc1,Debate - Sight,U,68,14,3515,BlockProc1,Debate - ?,68,discussion,,3875
D_JOL B 2,122,1,BlockProc1,Artery - Bronze,U,69,0,4109,BlockProc1,Artery - ?,69,liver,,4615
D_JOL B 2,122,1,BlockProc1,Fix - Hand,U,70,0,2247,BlockProc1,Fix - ?,70,hand,,2004
D_JOL B 2,122,1,BlockProc1,Machine - Position,U,71,13,3251,BlockProc1,Machine - ?,71,position,,2535
D_JOL B 2,122,1,BlockProc1,Happy - Car,U,72,0,2898,BlockProc1,Happy - ?,72,car,,1491
D_JOL B 2,122,1,BlockProc1,Allow - Tuck,U,73,20,1680,BlockProc1,Allow - ?,73,idk,,3292
D_JOL B 2,122,1,BlockProc1,Art - Lion,U,74,80,3630,BlockProc1,Art - ?,74,design,,3742
D_JOL B 2,122,1,BlockProc1,Strong - Accident,U,75,50,1984,BlockProc1,Strong - ?,75,idk,,16433
D_JOL B 2,122,1,BlockProc1,Sugar - Riddle,U,76,0,1389,BlockProc1,Sugar - ?,76,idk,,1871
D_JOL B 2,122,1,BlockProc1,Valley - Add,U,77,0,3374,BlockProc1,Valley - ?,77,idk,,3594
D_JOL B 2,122,1,BlockProc1,Cash - Would,U,78,0,1443,BlockProc1,Cash - ?,78,idk,,3518
D_JOL B 2,122,1,BlockProc1,Hide - Sick,U,79,50,1322,BlockProc1,Hide - ?,79,away,,2695
D_JOL B 2,122,1,BlockProc1,King - Vase,U,80,0,2557,BlockProc1,King - ?,80,idk,,4525
D_JOL C 2,123,1,BlockProc1,Enough - Full,F,1,7,2164,BlockProc1,Enough - ?,1,,,1365
D_JOL C 2,123,1,BlockProc1,Sip - Drink,F,2,90,1676,BlockProc1,Sip - ?,2,drin,,4545
D_JOL C 2,123,1,BlockProc1,Cave - Dark,F,3,90,3396,BlockProc1,Cave - ?,3,dark,,2870
D_JOL C 2,123,1,BlockProc1,Seize - Take,F,4,10,2475,BlockProc1,Seize - ?,4,,,2324
D_JOL C 2,123,1,BlockProc1,Growth - Height,F,5,40,2847,BlockProc1,Growth - ?,5,,,2793
D_JOL C 2,123,1,BlockProc1,Word - Sentence,F,6,80,4078,BlockProc1,Word - ?,6,,,3936
D_JOL C 2,123,1,BlockProc1,Wasp - Bug,F,7,40,4487,BlockProc1,Wasp - ?,7,sting,,2258
D_JOL C 2,123,1,BlockProc1,Division - Math,F,8,10,9833,BlockProc1,Division - ?,8,addition,,3599
D_JOL C 2,123,1,BlockProc1,Attorney - Law,F,9,90,1796,BlockProc1,Attorney - ?,9,laaw,,7672
D_JOL C 2,123,1,BlockProc1,Fantastic - Great,F,10,95,4087,BlockProc1,Fantastic - ?,10,great,,3262
D_JOL C 2,123,1,BlockProc1,Latch - Key,F,11,90,3134,BlockProc1,Latch - ?,11,,,2479
D_JOL C 2,123,1,BlockProc1,Chili - Hot,F,12,90,2703,BlockProc1,Chili - ?,12,hot,,3682
D_JOL C 2,123,1,BlockProc1,Racket - Ball,F,13,100,1587,BlockProc1,Racket - ?,13,,,1593
D_JOL C 2,123,1,BlockProc1,Chore - Work,F,14,70,5148,BlockProc1,Chore - ?,14,clean,,7239
D_JOL C 2,123,1,BlockProc1,Famine - Hunger,F,15,100,5253,BlockProc1,Famine - ?,15,hungry,,2929
D_JOL C 2,123,1,BlockProc1,Drowsy - Sleep,F,16,,1014,BlockProc1,Drowsy - ?,16,tired,,1972
D_JOL C 2,123,1,BlockProc1,Stench - Smell,F,17,90,3262,BlockProc1,Stench - ?,17,smell,,3904
D_JOL C 2,123,1,BlockProc1,Attire - Clothes,F,18,95,2374,BlockProc1,Attire - ?,18,clothes,,2567
D_JOL C 2,123,1,BlockProc1,Pilot - Plane,F,19,80,3376,BlockProc1,Pilot - ?,19,airplane,,4850
D_JOL C 2,123,1,BlockProc1,Blaze - Fire,F,20,7,2668,BlockProc1,Blaze - ?,20,fire,,7243
D_JOL C 2,123,1,BlockProc1,Bad - Delinquent,B,21,80,2351,BlockProc1,Bad - ?,21,good,,3399
D_JOL C 2,123,1,BlockProc1,Stomach - Digestion,B,22,90,2584,BlockProc1,Stomach - ?,22,ache,,4039
D_JOL C 2,123,1,BlockProc1,Money - Wage,B,23,90,2221,BlockProc1,Money - ?,23,rich,,2600
D_JOL C 2,123,1,BlockProc1,News - Editor,B,24,90,4981,BlockProc1,Hammer - ?,24,chiesel,,7956
D_JOL C 2,123,1,BlockProc1,Sting - Hornet,B,25,95,2335,BlockProc1,News - ?,25,,,2936
D_JOL C 2,123,1,BlockProc1,Cold - Bitter,B,26,30,4891,BlockProc1,Sting - ?,26,bee,,1835
D_JOL C 2,123,1,BlockProc1,Plant - Root,B,27,50,2342,BlockProc1,Cold - ?,27,hot,,1605
D_JOL C 2,123,1,BlockProc1,Bird - Swan,B,28,20,2835,BlockProc1,Plant - ?,28,tree,,2733
D_JOL C 2,123,1,BlockProc1,Dog - Paw,B,29,90,4509,BlockProc1,Bird - ?,29,fly,,2909
D_JOL C 2,123,1,BlockProc1,Out - Way,B,30,60,3015,BlockProc1,Dog - ?,30,cat,,2440
D_JOL C 2,123,1,BlockProc1,Clean - Hygiene,B,31,70,2981,BlockProc1,Out - ?,31,in,,2672
D_JOL C 2,123,1,BlockProc1,Water - Bridge,B,32,70,5114,BlockProc1,Clean - ?,32,dirt,,7578
D_JOL C 2,123,1,BlockProc1,Rock - Geology,B,33,30,4903,BlockProc1,Water- ?,33,bottle,,4056
D_JOL C 2,123,1,BlockProc1,War - Revolution,B,34,10,2320,BlockProc1,Rock - ?,34,hard,,5588
D_JOL C 2,123,1,BlockProc1,Talk - Discussion,B,35,30,10234,BlockProc1,War - ?,35,,,2326
D_JOL C 2,123,1,BlockProc1,Cow - Herd,B,36,10,3134,BlockProc1,Talk - ?,36,yell,,6703
D_JOL C 2,123,1,BlockProc1,Card - Credit,B,37,100,4098,BlockProc1,Cow - ?,37,field,,7626
D_JOL C 2,123,1,BlockProc1,Flower - Orchid,B,38,95,4545,BlockProc1,Card - ?,38,,,1007
D_JOL C 2,123,1,BlockProc1,Fish - Tuna,B,39,90,1667,BlockProc1,Flower - ?,39,vase,,2359
D_JOL C 2,123,1,BlockProc1,Hammer - Chisel,B,40,15,2975,BlockProc1,Fish - ?,40,water,,4279
D_JOL C 2,123,1,BlockProc1,Assignment - Due,S,41,70,4833,BlockProc1,Amount - ?,41,total,,4678
D_JOL C 2,123,1,BlockProc1,Amount - Number,S,42,0,6323,BlockProc1,Assignment - ?,42,,,7819
D_JOL C 2,123,1,BlockProc1,Site - Location,S,43,100,3226,BlockProc1,Site - ?,43,,,1644
D_JOL C 2,123,1,BlockProc1,Waste - Dump,S,44,85,7887,BlockProc1,Waste - ?,44,garbage,,5407
D_JOL C 2,123,1,BlockProc1,Jury - Trial,S,45,90,4026,BlockProc1,Jury - ?,45,duty,,9262
D_JOL C 2,123,1,BlockProc1,Design - Architecture,S,46,10,2353,BlockProc1,Design - ?,46,,,4699
D_JOL C 2,123,1,BlockProc1,Bar - Grill,S,47,80,3676,BlockProc1,Bar - ?,47,party,,12126
D_JOL C 2,123,1,BlockProc1,Liver - Kidney,S,48,100,3011,BlockProc1,Liver - ?,48,body,,7593
D_JOL C 2,123,1,BlockProc1,End - Begin,S,49,100,3125,BlockProc1,End - ?,49,begin,,2618
D_JOL C 2,123,1,BlockProc1,Wind - Blow,S,50,70,6319,BlockProc1,Wind - ?,50,,,1408
D_JOL C 2,123,1,BlockProc1,Soda - Pop,S,51,100,15349,BlockProc1,Soda - ?,51,pop,,3363
D_JOL C 2,123,1,BlockProc1,Cheese - Wine,S,52,90,4767,BlockProc1,Cheese - ?,52,chips,,7331
D_JOL C 2,123,1,BlockProc1,Toilet - Bathroom,S,53,90,4389,BlockProc1,Toilet - ?,53,bathroom,,4192
D_JOL C 2,123,1,BlockProc1,Decision - Choice,S,54,40,9055,BlockProc1,Decision - ?,54,choice,,4860
D_JOL C 2,123,1,BlockProc1,Foot - Shoe,S,55,90,2430,BlockProc1,Foot - ?,55,feet,,3745
D_JOL C 2,123,1,BlockProc1,Future - Past,S,56,100,7124,BlockProc1,Future - ?,56,present,,12712
D_JOL C 2,123,1,BlockProc1,Salad - Lettuce,S,57,100,2436,BlockProc1,Salad - ?,57,lettuce,,4369
D_JOL C 2,123,1,BlockProc1,Bee - Honey,S,58,90,2478,BlockProc1,Bee - ?,58,hive,,2492
D_JOL C 2,123,1,BlockProc1,Child - Baby,S,59,100,3124,BlockProc1,Child - ?,59,adult,,2638
D_JOL C 2,123,1,BlockProc1,Round - Circle,S,60,10,19992,BlockProc1,Round - ?,60,circle,,3385
D_JOL C 2,123,1,BlockProc1,Clutter - Pusher,U,61,10,3361,BlockProc1,Clutter - ?,61,messy,,3386
D_JOL C 2,123,1,BlockProc1,Sacking - Dietary,U,62,10,3360,BlockProc1,Sacking - ?,62,,,3020
D_JOL C 2,123,1,BlockProc1,Hungry - Park,U,63,10,2001,BlockProc1,Hungry - ?,63,food,,2356
D_JOL C 2,123,1,BlockProc1,Woman - Lift,U,64,85,5203,BlockProc1,Woman - ?,64,lift,,6251
D_JOL C 2,123,1,BlockProc1,Belt - Soon,U,65,10,2295,BlockProc1,Belt - ?,65,tight,,2574
D_JOL C 2,123,1,BlockProc1,Floor - Discover,U,66,7,2531,BlockProc1,Floor - ?,66,,,4521
D_JOL C 2,123,1,BlockProc1,Business - Death,U,67,10,2576,BlockProc1,Business - ?,67,card,,3614
D_JOL C 2,123,1,BlockProc1,Sight - Debate,U,68,70,3269,BlockProc1,Sight - ?,68,see,,3794
D_JOL C 2,123,1,BlockProc1,Bronze - Artery,U,69,5,5042,BlockProc1,Bronze - ?,69,,,2900
D_JOL C 2,123,1,BlockProc1,Hand - Fix,U,70,30,3986,BlockProc1,Hand - ?,70,,,1274
D_JOL C 2,123,1,BlockProc1,Position - Machine,U,71,12,4337,BlockProc1,Position - ?,71,,,11778
D_JOL C 2,123,1,BlockProc1,Car - Happy,U,72,45,3197,BlockProc1,Car - ?,72,start,,4451
D_JOL C 2,123,1,BlockProc1,Tuck - Allow,U,73,10,2673,BlockProc1,Tuck - ?,73,in,,2698
D_JOL C 2,123,1,BlockProc1,Lion - Art,U,74,20,2519,BlockProc1,Lion - ?,74,king,,2133
D_JOL C 2,123,1,BlockProc1,Accident - Strong,U,75,20,1678,BlockProc1,Accident - ?,75,collision,,4230
D_JOL C 2,123,1,BlockProc1,Riddle - Sugar,U,76,0,1681,BlockProc1,Riddle - ?,76,,,3199
D_JOL C 2,123,1,BlockProc1,Add - Valley,U,77,10,3524,BlockProc1,Add - ?,77,subtract,,7338
D_JOL C 2,123,1,BlockProc1,Would - Cash,U,78,20,4345,BlockProc1,Would - ?,78,,,1587
D_JOL C 2,123,1,BlockProc1,Sick - Hide,U,79,40,7194,BlockProc1,Sick - ?,79,ache,,2810
D_JOL C 2,123,1,BlockProc1,Vase - King,U,80,25,4918,BlockProc1,Vase - ?,80,flowers,,3335
D_JOL D 2,124,1,BlockProc1,Enough - Full,F,1,20,2464,BlockProc1,Enough - ?,1,full,,4478
D_JOL D 2,124,1,BlockProc1,Sip - Drink,F,2,90,2229,BlockProc1,Sip - ?,2,tea,,2839
D_JOL D 2,124,1,BlockProc1,Cave - Dark,F,3,30,3955,BlockProc1,Cave - ?,3,hil,,10325
D_JOL D 2,124,1,BlockProc1,Seize - Take,F,4,20,8649,BlockProc1,Seize - ?,4,take,,1962
D_JOL D 2,124,1,BlockProc1,Growth - Height,F,5,0,2563,BlockProc1,Growth - ?,5,develop,,6224
D_JOL D 2,124,1,BlockProc1,Word - Sentence,F,6,0,4306,BlockProc1,Word - ?,6,quiz,,5103
D_JOL D 2,124,1,BlockProc1,Wasp - Bug,F,7,0,2120,BlockProc1,Wasp - ?,7,fy,,8375
D_JOL D 2,124,1,BlockProc1,Division - Math,F,8,20,4951,BlockProc1,Division - ?,8,math,,2691
D_JOL D 2,124,1,BlockProc1,Attorney - Law,F,9,40,3843,BlockProc1,Attorney - ?,9,law,,3562
D_JOL D 2,124,1,BlockProc1,Fantastic - Great,F,10,40,1903,BlockProc1,Fantastic - ?,10,good,,4626
D_JOL D 2,124,1,BlockProc1,Latch - Key,F,11,20,2265,BlockProc1,Latch - ?,11,hold,,3805
D_JOL D 2,124,1,BlockProc1,Chili - Hot,F,12,75,1383,BlockProc1,Chili - ?,12,hot,,2334
D_JOL D 2,124,1,BlockProc1,Racket - Ball,F,13,6,2323,BlockProc1,Racket - ?,13,tennis,,3365
D_JOL D 2,124,1,BlockProc1,Chore - Work,F,14,70,13460,BlockProc1,Chore - ?,14,ok,,8223
D_JOL D 2,124,1,BlockProc1,Famine - Hunger,F,15,100,904,BlockProc1,Famine - ?,15,hunger,,2248
D_JOL D 2,124,1,BlockProc1,Drowsy - Sleep,F,16,10,2918,BlockProc1,Drowsy - ?,16,sleep,,2850
D_JOL D 2,124,1,BlockProc1,Stench - Smell,F,17,100,2578,BlockProc1,Stench - ?,17,smel,,3265
D_JOL D 2,124,1,BlockProc1,Attire - Clothes,F,18,30,2491,BlockProc1,Attire - ?,18,clothes,,2760
D_JOL D 2,124,1,BlockProc1,Pilot - Plane,F,19,100,2477,BlockProc1,Pilot - ?,19,plane,,2243
D_JOL D 2,124,1,BlockProc1,Blaze - Fire,F,20,30,4634,BlockProc1,Blaze - ?,20,fire,,1708
D_JOL D 2,124,1,BlockProc1,Bad - Delinquent,B,21,40,1569,BlockProc1,Bad - ?,21,health,,3308
D_JOL D 2,124,1,BlockProc1,Stomach - Digestion,B,22,40,2261,BlockProc1,Stomach - ?,22,digestion,,5317
D_JOL D 2,124,1,BlockProc1,Money - Wage,B,23,10,5239,BlockProc1,Money - ?,23,ank,,5420
D_JOL D 2,124,1,BlockProc1,News - Editor,B,24,50,2241,BlockProc1,Hammer - ?,24,saw,,2842
D_JOL D 2,124,1,BlockProc1,Sting - Hornet,B,25,10,804,BlockProc1,News - ?,25,channel,,3740
D_JOL D 2,124,1,BlockProc1,Cold - Bitter,B,26,21,1850,BlockProc1,Sting - ?,26,bee,,1639
D_JOL D 2,124,1,BlockProc1,Plant - Root,B,27,10,2422,BlockProc1,Cold - ?,27,ice,,2146
D_JOL D 2,124,1,BlockProc1,Bird - Swan,B,28,20,4504,BlockProc1,Plant - ?,28,leaves,,2813
D_JOL D 2,124,1,BlockProc1,Dog - Paw,B,29,20,2114,BlockProc1,Bird - ?,29,swan,,14402
D_JOL D 2,124,1,BlockProc1,Out - Way,B,30,0,2747,BlockProc1,Dog - ?,30,furry,,2739
D_JOL D 2,124,1,BlockProc1,Clean - Hygiene,B,31,20,4250,BlockProc1,Out - ?,31,gone,,6649
D_JOL D 2,124,1,BlockProc1,Water - Bridge,B,32,0,2391,BlockProc1,Clean - ?,32,sweep,,6002
D_JOL D 2,124,1,BlockProc1,Rock - Geology,B,33,80,5699,BlockProc1,Water- ?,33,wet,,4371
D_JOL D 2,124,1,BlockProc1,War - Revolution,B,34,0,1968,BlockProc1,Rock - ?,34,cave,,3012
D_JOL D 2,124,1,BlockProc1,Talk - Discussion,B,35,30,3289,BlockProc1,War - ?,35,wepon,,4959
D_JOL D 2,124,1,BlockProc1,Cow - Herd,B,36,60,1014,BlockProc1,Talk - ?,36,discussion,,3414
D_JOL D 2,124,1,BlockProc1,Card - Credit,B,37,0,3283,BlockProc1,Cow - ?,37,milk,,11663
D_JOL D 2,124,1,BlockProc1,Flower - Orchid,B,38,40,4163,BlockProc1,Card - ?,38,bank,,8469
D_JOL D 2,124,1,BlockProc1,Fish - Tuna,B,39,60,2388,BlockProc1,Flower - ?,39,garden,,4615
D_JOL D 2,124,1,BlockProc1,Hammer - Chisel,B,40,0,15862,BlockProc1,Fish - ?,40,shrmp,,7457
D_JOL D 2,124,1,BlockProc1,Assignment - Due,S,41,80,2860,BlockProc1,Amount - ?,41,number,,6533
D_JOL D 2,124,1,BlockProc1,Amount - Number,S,42,90,3829,BlockProc1,Assignment - ?,42,homework,,8332
D_JOL D 2,124,1,BlockProc1,Site - Location,S,43,0,1518,BlockProc1,Site - ?,43,land,,3808
D_JOL D 2,124,1,BlockProc1,Waste - Dump,S,44,40,2577,BlockProc1,Waste - ?,44,dump,,2336
D_JOL D 2,124,1,BlockProc1,Jury - Trial,S,45,45,5852,BlockProc1,Jury - ?,45,law,,4558
D_JOL D 2,124,1,BlockProc1,Design - Architecture,S,46,56,11203,BlockProc1,Design - ?,46,make,,2004
D_JOL D 2,124,1,BlockProc1,Bar - Grill,S,47,3,2936,BlockProc1,Bar - ?,47,grill,,2491
D_JOL D 2,124,1,BlockProc1,Liver - Kidney,S,48,75,1721,BlockProc1,Liver - ?,48,kidney,,2453
D_JOL D 2,124,1,BlockProc1,End - Begin,S,49,70,7974,BlockProc1,End - ?,49,adjourn,,7534
D_JOL D 2,124,1,BlockProc1,Wind - Blow,S,50,34,13864,BlockProc1,Wind - ?,50,breeze,,5016
D_JOL D 2,124,1,BlockProc1,Soda - Pop,S,51,10,4412,BlockProc1,Soda - ?,51,pop,,2198
D_JOL D 2,124,1,BlockProc1,Cheese - Wine,S,52,10,5705,BlockProc1,Cheese - ?,52,pza,,14117
D_JOL D 2,124,1,BlockProc1,Toilet - Bathroom,S,53,50,7664,BlockProc1,Toilet - ?,53,seat,,3551
D_JOL D 2,124,1,BlockProc1,Decision - Choice,S,54,50,8801,BlockProc1,Decision - ?,54,choice,,4520
D_JOL D 2,124,1,BlockProc1,Foot - Shoe,S,55,60,6051,BlockProc1,Foot - ?,55,oe,,5312
D_JOL D 2,124,1,BlockProc1,Future - Past,S,56,10,2576,BlockProc1,Future - ?,56,past,,2354
D_JOL D 2,124,1,BlockProc1,Salad - Lettuce,S,57,60,3130,BlockProc1,Salad - ?,57,lettuce,,4051
D_JOL D 2,124,1,BlockProc1,Bee - Honey,S,58,45,3230,BlockProc1,Bee - ?,58,wasp,,2603
D_JOL D 2,124,1,BlockProc1,Child - Baby,S,59,50,1768,BlockProc1,Child - ?,59,baby,,8390
D_JOL D 2,124,1,BlockProc1,Round - Circle,S,60,0,3309,BlockProc1,Round - ?,60,cile,,9951
D_JOL D 2,124,1,BlockProc1,Clutter - Pusher,U,61,0,721,BlockProc1,Clutter - ?,61,together,,4318
D_JOL D 2,124,1,BlockProc1,Sacking - Dietary,U,62,30,4457,BlockProc1,Sacking - ?,62,fire,,3643
D_JOL D 2,124,1,BlockProc1,Hungry - Park,U,63,0,816,BlockProc1,Hungry - ?,63,food,,4152
D_JOL D 2,124,1,BlockProc1,Woman - Lift,U,64,10,23387,BlockProc1,Woman - ?,64,chld,,4417
D_JOL D 2,124,1,BlockProc1,Belt - Soon,U,65,60,2285,BlockProc1,Belt - ?,65,pants,,4998
D_JOL D 2,124,1,BlockProc1,Floor - Discover,U,66,10,3819,BlockProc1,Floor - ?,66,gounf,,6782
D_JOL D 2,124,1,BlockProc1,Business - Death,U,67,80,2340,BlockProc1,Business - ?,67,card,,3093
D_JOL D 2,124,1,BlockProc1,Sight - Debate,U,68,,6158,BlockProc1,Sight - ?,68,eye,,2422
D_JOL D 2,124,1,BlockProc1,Bronze - Artery,U,69,0,2114,BlockProc1,Bronze - ?,69,gold,,5935
D_JOL D 2,124,1,BlockProc1,Hand - Fix,U,70,0,1612,BlockProc1,Hand - ?,70,wrist,,6519
D_JOL D 2,124,1,BlockProc1,Position - Machine,U,71,9,3545,BlockProc1,Position - ?,71,place,,4063
D_JOL D 2,124,1,BlockProc1,Car - Happy,U,72,50,2398,BlockProc1,Car - ?,72,drive,,6687
D_JOL D 2,124,1,BlockProc1,Tuck - Allow,U,73,45,3164,BlockProc1,Tuck - ?,73,push,,3616
D_JOL D 2,124,1,BlockProc1,Lion - Art,U,74,0,1595,BlockProc1,Lion - ?,74,cat,,4720
D_JOL D 2,124,1,BlockProc1,Accident - Strong,U,75,20,3682,BlockProc1,Accident - ?,75,car,,3161
D_JOL D 2,124,1,BlockProc1,Riddle - Sugar,U,76,50,6810,BlockProc1,Riddle - ?,76,qiuz,,3361
D_JOL D 2,124,1,BlockProc1,Add - Valley,U,77,,6013,BlockProc1,Add - ?,77,math,,2497
D_JOL D 2,124,1,BlockProc1,Would - Cash,U,78,10,5517,BlockProc1,Would - ?,78,care,,7038
D_JOL D 2,124,1,BlockProc1,Sick - Hide,U,79,30,2713,BlockProc1,Sick - ?,79,hospital,,8812
D_JOL D 2,124,1,BlockProc1,Vase - King,U,80,0,1597,BlockProc1,Vase - ?,80,flower,,3610
D_JOL A 2,125,1,BlockProc1,Delinquent - Bad,F,1,98,1652,BlockProc1,Delinquent - ?,1,bad,,9365
D_JOL A 2,125,1,BlockProc1,Digestion - Stomach,F,2,100,2142,BlockProc1,Digestion - ?,2,,,6582
D_JOL A 2,125,1,BlockProc1,Wage - Money,F,3,98,1706,BlockProc1,Wage - ?,3,money,,2298
D_JOL A 2,125,1,BlockProc1,Chisel - Hammer,F,4,83,1544,BlockProc1,Chisel - ?,4,hammer,,2840
D_JOL A 2,125,1,BlockProc1,Editor - News,F,5,63,3483,BlockProc1,Editor - ?,5,newspaper,,3768
D_JOL A 2,125,1,BlockProc1,Hornet - Sting,F,6,98,3162,BlockProc1,Hornet - ?,6,sting,,5399
D_JOL A 2,125,1,BlockProc1,Bitter - Cold,F,7,34,3602,BlockProc1,Bitter - ?,7,sweet,,3439
D_JOL A 2,125,1,BlockProc1,Root - Plant,F,8,43,2586,BlockProc1,Root - ?,8,plant,,4747
D_JOL A 2,125,1,BlockProc1,Swan - Bird,F,9,76,2084,BlockProc1,Swan - ?,9,bird,,4679
D_JOL A 2,125,1,BlockProc1,Paw - Dog,F,10,78,7817,BlockProc1,Paw - ?,10,dog,,2101
D_JOL A 2,125,1,BlockProc1,Way - Out,F,11,98,1774,BlockProc1,Way - ?,11,path,,2908
D_JOL A 2,125,1,BlockProc1,Hygiene - Clean,F,12,62,3375,BlockProc1,Hygiene - ?,12,clean,,2412
D_JOL A 2,125,1,BlockProc1,Bridge - Water,F,13,76,2259,BlockProc1,Bridge - ?,13,water,,2256
D_JOL A 2,125,1,BlockProc1,Geology - Rock,F,14,43,2398,BlockProc1,Geology - ?,14,rock,,2062
D_JOL A 2,125,1,BlockProc1,Revolution - War,F,15,65,2477,BlockProc1,Revolution - ?,15,war,,1749
D_JOL A 2,125,1,BlockProc1,Discussion - Talk,F,16,78,3045,BlockProc1,Discussion - ?,16,tal,,3636
D_JOL A 2,125,1,BlockProc1,Herd - Cow,F,17,75,3579,BlockProc1,Herd - ?,17,cow,,2266
D_JOL A 2,125,1,BlockProc1,Credit - Card,F,18,87,4398,BlockProc1,Credit - ?,18,card,,2350
D_JOL A 2,125,1,BlockProc1,Orchid - Flower,F,19,76,3200,BlockProc1,Orchid - ?,19,flower,,2424
D_JOL A 2,125,1,BlockProc1,Tuna -  Fish,F,20,98,3180,BlockProc1,Tuna - ?,20,fish,,4257
D_JOL A 2,125,1,BlockProc1,Full - Enough,B,21,100,3146,BlockProc1,Full - ?,21,eaten,,18317
D_JOL A 2,125,1,BlockProc1,Drink - Sip,B,22,100,2627,BlockProc1,Drink - ?,22,,,6615
D_JOL A 2,125,1,BlockProc1,Dark - Cave,B,23,87,6054,BlockProc1,Dark - ?,23,cave,,3307
D_JOL A 2,125,1,BlockProc1,Take - Seize,B,24,97,4013,BlockProc1,Take - ?,24,grasp,,16340
D_JOL A 2,125,1,BlockProc1,Height - Growth,B,25,25,12936,BlockProc1,Height - ?,25,growth,,7129
D_JOL A 2,125,1,BlockProc1,Sentence - Word,B,26,87,3089,BlockProc1,Sentence - ?,26,lamb,,5035
D_JOL A 2,125,1,BlockProc1,Bug - Wasp,B,27,87,4766,BlockProc1,Bug - ?,27,wasp,,2735
D_JOL A 2,125,1,BlockProc1,Math - Division,B,28,65,2251,BlockProc1,Math - ?,28,division,,4551
D_JOL A 2,125,1,BlockProc1,Law - Attorney,B,29,100,4769,BlockProc1,Law - ?,29,attorney,,3302
D_JOL A 2,125,1,BlockProc1,Great - Fantastic,B,30,45,5140,BlockProc1,Great - ?,30,old,,4137
D_JOL A 2,125,1,BlockProc1,Key - Latch,B,31,56,3471,BlockProc1,Key - ?,31,latch,,2652
D_JOL A 2,125,1,BlockProc1,Hot - Chili,B,32,98,1992,BlockProc1,Hot - ?,32,warm,,3933
D_JOL A 2,125,1,BlockProc1,Ball - Racket,B,33,62,3204,BlockProc1,Ball - ?,33,base,,10685
D_JOL A 2,125,1,BlockProc1,Work - Chore,B,34,67,3467,BlockProc1,Work - ?,34,flow,,3582
D_JOL A 2,125,1,BlockProc1,Hunger - Famine,B,35,78,9229,BlockProc1,Hunger - ?,35,famine,,3610
D_JOL A 2,125,1,BlockProc1,Sleep - Drowsy,B,36,45,2615,BlockProc1,Sleep - ?,36,,,10381
D_JOL A 2,125,1,BlockProc1,Smell - Stench,B,37,34,4129,BlockProc1,Smell - ?,37,stinch,,2501
D_JOL A 2,125,1,BlockProc1,Clothes - Attire,B,38,65,4388,BlockProc1,Clothes - ?,38,dresser,,4942
D_JOL A 2,125,1,BlockProc1,Plane - Pilot,B,39,98,4414,BlockProc1,Plane - ?,39,pilot,,6662
D_JOL A 2,125,1,BlockProc1,Fire - Blaze,B,40,100,1928,BlockProc1,Fire - ?,40,smoke,,11539
D_JOL A 2,125,1,BlockProc1,Due - Assignment,S,41,13,3330,BlockProc1,Due - ?,41,date,,3073
D_JOL A 2,125,1,BlockProc1,Number - Amount,S,42,45,2358,BlockProc1,Number - ?,42,score,,6482
D_JOL A 2,125,1,BlockProc1,Location - Site,S,43,100,1500,BlockProc1,Location - ?,43,,,6843
D_JOL A 2,125,1,BlockProc1,Dump - Waste,S,44,23,1991,BlockProc1,Dump - ?,44,waste,,2036
D_JOL A 2,125,1,BlockProc1,Trial - Jury,S,45,98,2419,BlockProc1,Trial - ?,45,jury,,1880
D_JOL A 2,125,1,BlockProc1,Architecture - Design,S,46,79,3420,BlockProc1,Architecture - ?,46,design,,4056
