"ExperimentName","Subject","Session","Procedure.Block.","Running.Block.","Trial","cue_target","Direction","ListNum","JOL","JOL_RT","Procedure.Trial.","Recall_prompt","Response","Response_RT"
"D_JOL A 2",117,1,"BlockProc1","Block1",71,"Drink - Sip","B",22,95,2824,"StudyProc3","Drink - ?","glass",21532
"D_JOL A 2",117,1,"BlockProc1","Block1",33,"Dark - Cave","B",23,100,2912,"StudyProc3","Dark - ?","cave",5312
"D_JOL A 2",117,1,"BlockProc1","Block1",44,"Take - Seize","B",24,100,1872,"StudyProc3","Take - ?","seize",3648
"D_JOL A 2",117,1,"BlockProc1","Block1",37,"Height - Growth","B",25,100,2093,"StudyProc3","Height - ?","weight",3493
"D_JOL A 2",117,1,"BlockProc1","Block1",54,"Sentence - Word","B",26,70,5404,"StudyProc3","Sentence - ?","structure",6854
"D_JOL A 2",117,1,"BlockProc1","Block1",41,"Bug - Wasp","B",27,100,2366,"StudyProc3","Bug - ?","butterfly",26729
"D_JOL A 2",117,1,"BlockProc1","Block1",15,"Math - Division","B",28,65,8647,"StudyProc3","Math - ?","count",9522
"D_JOL A 2",117,1,"BlockProc1","Block1",34,"Law - Attorney","B",29,100,1956,"StudyProc3","Law - ?","book",15169
"D_JOL A 2",117,1,"BlockProc1","Block1",43,"Great - Fantastic","B",30,100,2675,"StudyProc3","Great - ?","fantastic",8342
"D_JOL A 2",117,1,"BlockProc1","Block1",36,"Key - Latch","B",31,100,1852,"StudyProc3","Key - ?","latch",5773
"D_JOL A 2",117,1,"BlockProc1","Block1",63,"Hot - Chili","B",32,100,2275,"StudyProc3","Hot - ?","cold",4557
"D_JOL A 2",117,1,"BlockProc1","Block1",28,"Ball - Racket","B",33,57,6876,"StudyProc3","Ball - ?","catcher",11625
"D_JOL A 2",117,1,"BlockProc1","Block1",56,"Work - Chore","B",34,70,5825,"StudyProc3","Work - ?","money",3789
"D_JOL A 2",117,1,"BlockProc1","Block1",22,"Hunger - Famine","B",35,70,7111,"StudyProc3","Hunger - ?","thirst",34262
"D_JOL A 2",117,1,"BlockProc1","Block1",6,"Sleep - Drowsy","B",36,100,4373,"StudyProc3","Sleep - ?","rest",10192
"D_JOL A 2",117,1,"BlockProc1","Block1",23,"Smell - Stench","B",37,100,2371,"StudyProc3","Smell - ?","tree",28701
"D_JOL A 2",117,1,"BlockProc1","Block1",47,"Clothes - Attire","B",38,100,1849,"StudyProc3","Clothes - ?","pants",5865
"D_JOL A 2",117,1,"BlockProc1","Block1",10,"Plane - Pilot","B",39,100,2206,"StudyProc3","Plane - ?","fly",3601
"D_JOL A 2",117,1,"BlockProc1","Block1",26,"Fire - Blaze","B",40,100,2124,"StudyProc3","Fire - ?","flamee",7853
"D_JOL A 2",117,1,"BlockProc1","Block1",72,"Due - Assignment","S",41,100,1745,"StudyProc3","Due - ?","owe",4142
"D_JOL A 2",117,1,"BlockProc1","Block1",35,"Number - Amount","S",42,80,4667,"StudyProc3","Number - ?","count",6235
"D_JOL A 2",117,1,"BlockProc1","Block1",53,"Location - Site","S",43,100,1924,"StudyProc3","Location - ?","position",6080
"D_JOL A 2",117,1,"BlockProc1","Block1",51,"Dump - Waste","S",44,100,1834,"StudyProc3","Dump - ?","trash",7771
"D_JOL A 2",117,1,"BlockProc1","Block1",12,"Trial - Jury","S",45,100,1712,"StudyProc3","Trial - ?","jury",4178
"D_JOL A 2",117,1,"BlockProc1","Block1",65,"Architecture - Design","S",46,100,3168,"StudyProc3","Architecture - ?","build",7991
"D_JOL A 2",117,1,"BlockProc1","Block1",20,"Grill -Bar","S",47,100,2358,"StudyProc3","Grill - ?","cook",6849
"D_JOL A 2",117,1,"BlockProc1","Block1",21,"Kidney - Liver","S",48,100,2098,"StudyProc3","Kidney - ?","liver",2990
"D_JOL A 2",117,1,"BlockProc1","Block1",40,"Begin - End","S",49,100,2456,"StudyProc3","Begin - ?","end",2225
"D_JOL A 2",117,1,"BlockProc1","Block1",13,"Blow - Wind","S",50,100,1889,"StudyProc3","Blow - ?","up",10562
"D_JOL A 2",117,1,"BlockProc1","Block1",77,"Pop - Soda","S",51,100,1460,"StudyProc3","Pop - ?","soda",2427
"D_JOL A 2",117,1,"BlockProc1","Block1",81,"Wine - Cheese","S",52,100,1477,"StudyProc3","Wine - ?","cheese",4135
"D_JOL A 2",117,1,"BlockProc1","Block1",80,"Bathroom - Toilet","S",53,100,1566,"StudyProc3","Bathroom - ?","toilet",4127
"D_JOL A 2",117,1,"BlockProc1","Block1",69,"Choice - Decision","S",54,100,1841,"StudyProc3","Choice - ?","option",6721
"D_JOL A 2",117,1,"BlockProc1","Block1",64,"Shoe - Foot","S",55,100,2806,"StudyProc3","Shoe - ?","foot",6343
"D_JOL A 2",117,1,"BlockProc1","Block1",19,"Lettuce - Salad","S",56,100,1714,"StudyProc3","Lettuce - ?","leaf",4790
"D_JOL A 2",117,1,"BlockProc1","Block1",31,"Past - Future","S",57,100,2207,"StudyProc3","Past - ?","future",2608
"D_JOL A 2",117,1,"BlockProc1","Block1",78,"Honey - Bee","S",58,100,3324,"StudyProc3","Honey - ?","bee",1681
"D_JOL A 2",117,1,"BlockProc1","Block1",17,"Baby - Child","S",59,90,6369,"StudyProc3","Baby - ?","little",5218
"D_JOL A 2",117,1,"BlockProc1","Block1",60,"Circle - Round","S",60,95,4259,"StudyProc3","Circle - ?","round",3859
"D_JOL A 2",117,1,"BlockProc1","Block1",45,"Pusher - Clutter","U",61,100,1908,"StudyProc3","Pusher - ?","grabber",29537
"D_JOL A 2",117,1,"BlockProc1","Block1",46,"Dietary - Sacking","U",62,75,7787,"StudyProc3","Dietary - ?","stomach",7160
"D_JOL A 2",117,1,"BlockProc1","Block1",16,"Park - Hungry","U",63,100,1741,"StudyProc3","Park - ?","swing",5127
"D_JOL A 2",117,1,"BlockProc1","Block1",42,"Lift - Woman","U",64,100,1969,"StudyProc3","Lift - ?","up",5521
"D_JOL A 2",117,1,"BlockProc1","Block1",85,"Soon - Belt","U",65,100,1349,"StudyProc3","Soon - ?","find",5463
"D_JOL A 2",117,1,"BlockProc1","Block1",83,"Discover - Floor","U",66,70,2821,"StudyProc3","Discover - ?","look",29052
"D_JOL A 2",117,1,"BlockProc1","Block1",32,"Death - Business","U",67,60,7920,"StudyProc3","Death - ?","birth",5834
"D_JOL A 2",117,1,"BlockProc1","Block1",39,"Debate - Sight","U",68,55,5401,"StudyProc3","Debate - ?","find",25871
"D_JOL A 2",117,1,"BlockProc1","Block1",27,"Artery - Bronze","U",69,100,3780,"StudyProc3","Artery - ?","bronze",3949
"D_JOL A 2",117,1,"BlockProc1","Block1",11,"Fix - Hand","U",70,75,3764,"StudyProc3","Fix - ?","make",20600
"D_JOL A 2",117,1,"BlockProc1","Block1",25,"Machine - Position","U",71,100,9416,"StudyProc3","Machine - ?","mechanic",38031
"D_JOL A 2",117,1,"BlockProc1","Block1",9,"Happy - Car","U",72,100,4229,"StudyProc3","Happy - ?","sad",4315
"D_JOL A 2",117,1,"BlockProc1","Block1",30,"Allow - Tuck","U",73,70,7619,"StudyProc3","Allow - ?","take",13220
"D_JOL A 2",117,1,"BlockProc1","Block1",68,"Art - Lion","U",74,90,2635,"StudyProc3","Art - ?","paint",14936
"D_JOL A 2",117,1,"BlockProc1","Block1",59,"Strong - Accident","U",75,100,1663,"StudyProc3","Strong - ?","heavy",5594
"D_JOL A 2",117,1,"BlockProc1","Block1",62,"Sugar - Riddle","U",76,100,1999,"StudyProc3","Sugar - ?","food",33987
"D_JOL A 2",117,1,"BlockProc1","Block1",29,"Valley - Add","U",77,100,1696,"StudyProc3","Valley - ?","mountain",15872
"D_JOL A 2",117,1,"BlockProc1","Block1",55,"Cash - Would","U",78,100,1943,"StudyProc3","Cash - ?","green",19196
"D_JOL A 2",117,1,"BlockProc1","Block1",84,"Hide - Sick","U",79,100,1537,"StudyProc3","Hide - ?","cover",11537
"D_JOL A 2",117,1,"BlockProc1","Block1",52,"King - Vase","U",80,85,5025,"StudyProc3","King - ?","position",6540
"D_JOL A 2",121,1,"BlockProc1","Block1",46,"Delinquent - Bad","F",1,90,2721,"StudyProc3","Delinquent - ?","bad",1828
"D_JOL A 2",121,1,"BlockProc1","Block1",63,"Digestion - Stomach","F",2,95,4855,"StudyProc3","Digestion - ?","stomach",3041
"D_JOL A 2",121,1,"BlockProc1","Block1",42,"Wage - Money","F",3,9,4036,"StudyProc3","Wage - ?","money",4483
"D_JOL A 2",121,1,"BlockProc1","Block1",30,"Chisel - Hammer","F",4,25,7266,"StudyProc3","Chisel - ?","hammer",2821
"D_JOL A 2",121,1,"BlockProc1","Block1",15,"Editor - News","F",5,40,5013,"StudyProc3","Editor - ?","news",2123
"D_JOL A 2",121,1,"BlockProc1","Block1",66,"Hornet - Sting","F",6,90,4477,"StudyProc3","Hornet - ?","sting",4340
"D_JOL A 2",121,1,"BlockProc1","Block1",6,"Bitter - Cold","F",7,5,6596,"StudyProc3","Bitter - ?","ice",5743
"D_JOL A 2",121,1,"BlockProc1","Block1",76,"Root - Plant","F",8,75,2896,"StudyProc3","Root - ?","plant",3664
"D_JOL A 2",121,1,"BlockProc1","Block1",8,"Swan - Bird","F",9,75,4366,"StudyProc3","Swan - ?","bird",2235
"D_JOL A 2",121,1,"BlockProc1","Block1",83,"Paw - Dog","F",10,90,2805,"StudyProc3","Paw - ?","dog",1771
"D_JOL A 2",121,1,"BlockProc1","Block1",38,"Way - Out","F",11,85,4362,"StudyProc3","Way - ?","out",3100
"D_JOL A 2",121,1,"BlockProc1","Block1",85,"Hygiene - Clean","F",12,95,5334,"StudyProc3","Hygiene - ?","clean",2308
"D_JOL A 2",121,1,"BlockProc1","Block1",62,"Bridge - Water","F",13,90,3223,"StudyProc3","Bridge - ?","water",1811
"D_JOL A 2",121,1,"BlockProc1","Block1",75,"Geology - Rock","F",14,100,2683,"StudyProc3","Geology - ?","rock",2119
"D_JOL A 2",121,1,"BlockProc1","Block1",28,"Revolution - War","F",15,70,3655,"StudyProc3","Revolution - ?","war",1764
"D_JOL A 2",121,1,"BlockProc1","Block1",29,"Discussion - Talk","F",16,5,8975,"StudyProc3","Discussion - ?","talk",4867
"D_JOL A 2",121,1,"BlockProc1","Block1",11,"Herd - Cow","F",17,20,6636,"StudyProc3","Herd - ?","cow",2088
"D_JOL A 2",121,1,"BlockProc1","Block1",7,"Credit - Card","F",18,100,3582,"StudyProc3","Credit - ?","card",1719
"D_JOL A 2",121,1,"BlockProc1","Block1",27,"Orchid - Flower","F",19,25,6024,"StudyProc3","Orchid - ?","flower",2200
"D_JOL A 2",121,1,"BlockProc1","Block1",80,"Tuna -  Fish","F",20,100,2683,"StudyProc3","Tuna - ?","fish",1972
"D_JOL A 2",121,1,"BlockProc1","Block1",44,"Full - Enough","B",21,90,1726,"StudyProc3","Full - ?","starve",6459
"D_JOL A 2",121,1,"BlockProc1","Block1",16,"Drink - Sip","B",22,70,2697,"StudyProc3","Drink - ?","sip",2143
"D_JOL A 2",121,1,"BlockProc1","Block1",72,"Dark - Cave","B",23,90,2390,"StudyProc3","Dark - ?","cave",2533
"D_JOL A 2",121,1,"BlockProc1","Block1",9,"Take - Seize","B",24,0,6000,"StudyProc3","Take - ?","grab",5136
"D_JOL A 2",121,1,"BlockProc1","Block1",74,"Height - Growth","B",25,90,4520,"StudyProc3","Height - ?","growth",7738
"D_JOL A 2",121,1,"BlockProc1","Block1",13,"Sentence - Word","B",26,85,3717,"StudyProc3","Sentence - ?","words",3226
"D_JOL A 2",121,1,"BlockProc1","Block1",19,"Bug - Wasp","B",27,65,4283,"StudyProc3","Bug - ?","wasp",4961
"D_JOL A 2",121,1,"BlockProc1","Block1",70,"Math - Division","B",28,100,2703,"StudyProc3","Math - ?","solve",4648
"D_JOL A 2",121,1,"BlockProc1","Block1",12,"Law - Attorney","B",29,75,5971,"StudyProc3","Law - ?","attorney",3316
"D_JOL A 2",121,1,"BlockProc1","Block1",58,"Great - Fantastic","B",30,0,10294,"StudyProc3","Great - ?","good",5889
"D_JOL A 2",121,1,"BlockProc1","Block1",35,"Key - Latch","B",31,10,3936,"StudyProc3","Key - ?","latch",2451
"D_JOL A 2",121,1,"BlockProc1","Block1",65,"Hot - Chili","B",32,100,3105,"StudyProc3","Hot - ?","chili",5370
"D_JOL A 2",121,1,"BlockProc1","Block1",82,"Ball - Racket","B",33,100,3379,"StudyProc3","Ball - ?","catcher",3871
"D_JOL A 2",121,1,"BlockProc1","Block1",20,"Work - Chore","B",34,10,4893,"StudyProc3","Work - ?","chore",2455
"D_JOL A 2",121,1,"BlockProc1","Block1",39,"Hunger - Famine","B",35,60,6858,"StudyProc3","Hunger - ?","famine",10613
"D_JOL A 2",121,1,"BlockProc1","Block1",45,"Sleep - Drowsy","B",36,100,4406,"StudyProc3","Sleep - ?","drowsy",5617
"D_JOL A 2",121,1,"BlockProc1","Block1",73,"Smell - Stench","B",37,75,4553,"StudyProc3","Smell - ?","stench",2258
"D_JOL A 2",121,1,"BlockProc1","Block1",22,"Clothes - Attire","B",38,25,5845,"StudyProc3","Clothes - ?","attire",2729
"D_JOL A 2",121,1,"BlockProc1","Block1",34,"Plane - Pilot","B",39,95,5381,"StudyProc3","Plane - ?","pilot",2418
"D_JOL A 2",121,1,"BlockProc1","Block1",59,"Fire - Blaze","B",40,100,4774,"StudyProc3","Fire - ?","blaze",3126
"D_JOL A 2",121,1,"BlockProc1","Block1",79,"Due - Assignment","S",41,100,3349,"StudyProc3","Due - ?","assignment",3774
"D_JOL A 2",121,1,"BlockProc1","Block1",23,"Number - Amount","S",42,5,5466,"StudyProc3","Number - ?","letter",4339
"D_JOL A 2",121,1,"BlockProc1","Block1",77,"Location - Site","S",43,75,5324,"StudyProc3","Location - ?","site",1855
"D_JOL A 2",121,1,"BlockProc1","Block1",25,"Dump - Waste","S",44,85,4952,"StudyProc3","Dump - ?","waste",4505
"D_JOL A 2",121,1,"BlockProc1","Block1",43,"Trial - Jury","S",45,75,4600,"StudyProc3","Trial - ?","jury",2321
"D_JOL A 2",121,1,"BlockProc1","Block1",53,"Architecture - Design","S",46,5,7349,"StudyProc3","Architecture - ?","design",7380
"D_JOL A 2",121,1,"BlockProc1","Block1",48,"Grill -Bar","S",47,5,3424,"StudyProc3","Grill - ?","bar",3377
"D_JOL A 2",121,1,"BlockProc1","Block1",33,"Kidney - Liver","S",48,100,7256,"StudyProc3","Kidney - ?","liver",1956
"D_JOL A 2",121,1,"BlockProc1","Block1",84,"Begin - End","S",49,0,7249,"StudyProc3","Begin - ?","end",2130
"D_JOL A 2",121,1,"BlockProc1","Block1",10,"Blow - Wind","S",50,25,4347,"StudyProc3","Blow - ?","wind",2322
"D_JOL A 2",121,1,"BlockProc1","Block1",41,"Pop - Soda","S",51,100,6528,"StudyProc3","Pop - ?","soda",3083
"D_JOL A 2",121,1,"BlockProc1","Block1",54,"Wine - Cheese","S",52,85,7127,"StudyProc3","Wine - ?","cheee",5590
"D_JOL A 2",121,1,"BlockProc1","Block1",40,"Bathroom - Toilet","S",53,100,6408,"StudyProc3","Bathroom - ?","toilet",2512
"D_JOL A 2",121,1,"BlockProc1","Block1",14,"Choice - Decision","S",54,80,3535,"StudyProc3","Choice - ?","decision",6194
"D_JOL A 2",121,1,"BlockProc1","Block1",68,"Shoe - Foot","S",55,100,3393,"StudyProc3","Shoe - ?","foot",2380
"D_JOL A 2",121,1,"BlockProc1","Block1",24,"Lettuce - Salad","S",56,95,3488,"StudyProc3","Lettuce - ?","salad",3259
"D_JOL A 2",121,1,"BlockProc1","Block1",18,"Past - Future","S",57,95,5574,"StudyProc3","Past - ?","present",3982
"D_JOL A 2",121,1,"BlockProc1","Block1",71,"Honey - Bee","S",58,100,9709,"StudyProc3","Honey - ?","bee",1738
"D_JOL A 2",121,1,"BlockProc1","Block1",32,"Baby - Child","S",59,95,7492,"StudyProc3","Baby - ?","child",4620
"D_JOL A 2",121,1,"BlockProc1","Block1",37,"Circle - Round","S",60,100,4318,"StudyProc3","Circle - ?","round",2310
"D_JOL A 2",121,1,"BlockProc1","Block1",69,"Pusher - Clutter","U",61,90,2399,"StudyProc3","Pusher - ?","clutter",2678
"D_JOL A 2",121,1,"BlockProc1","Block1",56,"Dietary - Sacking","U",62,20,3492,"StudyProc3","Dietary - ?","food",3639
"D_JOL A 2",121,1,"BlockProc1","Block1",78,"Park - Hungry","U",63,0,3503,"StudyProc3","Park - ?","bench",3605
"D_JOL A 2",121,1,"BlockProc1","Block1",26,"Lift - Woman","U",64,70,2066,"StudyProc3","Lift - ?","woman",2624
"D_JOL A 2",121,1,"BlockProc1","Block1",64,"Soon - Belt","U",65,0,4141,"StudyProc3","Soon - ?","end",5391
"D_JOL A 2",121,1,"BlockProc1","Block1",50,"Discover - Floor","U",66,0,1945,"StudyProc3","Discover - ?","lane",5772
"D_JOL A 2",121,1,"BlockProc1","Block1",57,"Death - Business","U",67,90,3051,"StudyProc3","Death - ?","business",3488
"D_JOL A 2",121,1,"BlockProc1","Block1",67,"Debate - Sight","U",68,10,3937,"StudyProc3","Debate - ?","argue",10657
"D_JOL A 2",121,1,"BlockProc1","Block1",61,"Artery - Bronze","U",69,0,1589,"StudyProc3","Artery - ?","line",3910
"D_JOL A 2",121,1,"BlockProc1","Block1",60,"Fix - Hand","U",70,0,2017,"StudyProc3","Fix - ?","lock",6841
"D_JOL A 2",121,1,"BlockProc1","Block1",52,"Machine - Position","U",71,75,2432,"StudyProc3","Machine - ?","position",7819
"D_JOL A 2",121,1,"BlockProc1","Block1",17,"Happy - Car","U",72,0,5146,"StudyProc3","Happy - ?","fantastic",10587
"D_JOL A 2",121,1,"BlockProc1","Block1",81,"Allow - Tuck","U",73,0,4356,"StudyProc3","Allow - ?","end",4477
"D_JOL A 2",121,1,"BlockProc1","Block1",51,"Art - Lion","U",74,80,2837,"StudyProc3","Art - ?","",131
"D_JOL A 2",121,1,"BlockProc1","Block1",21,"Strong - Accident","U",75,20,4300,"StudyProc3","Strong - ?","weak",8318
"D_JOL A 2",121,1,"BlockProc1","Block1",49,"Sugar - Riddle","U",76,0,4172,"StudyProc3","Sugar - ?","bitter",6182
"D_JOL A 2",121,1,"BlockProc1","Block1",55,"Valley - Add","U",77,25,4648,"StudyProc3","Valley - ?","oil",5488
"D_JOL A 2",121,1,"BlockProc1","Block1",36,"Cash - Would","U",78,0,1959,"StudyProc3","Cash - ?","money",6837
"D_JOL A 2",121,1,"BlockProc1","Block1",31,"Hide - Sick","U",79,100,2444,"StudyProc3","Hide - ?","sick",5613
"D_JOL A 2",121,1,"BlockProc1","Block1",47,"King - Vase","U",80,95,3350,"StudyProc3","King - ?","vse",4663
"D_JOL A 2",125,1,"BlockProc1","Block1",84,"Delinquent - Bad","F",1,98,1652,"StudyProc3","Delinquent - ?","bad",9365
"D_JOL A 2",125,1,"BlockProc1","Block1",56,"Digestion - Stomach","F",2,100,2142,"StudyProc3","Digestion - ?","",6582
"D_JOL A 2",125,1,"BlockProc1","Block1",71,"Wage - Money","F",3,98,1706,"StudyProc3","Wage - ?","money",2298
"D_JOL A 2",125,1,"BlockProc1","Block1",53,"Chisel - Hammer","F",4,83,1544,"StudyProc3","Chisel - ?","hammer",2840
"D_JOL A 2",125,1,"BlockProc1","Block1",54,"Editor - News","F",5,63,3483,"StudyProc3","Editor - ?","newspaper",3768
"D_JOL A 2",125,1,"BlockProc1","Block1",65,"Hornet - Sting","F",6,98,3162,"StudyProc3","Hornet - ?","sting",5399
"D_JOL A 2",125,1,"BlockProc1","Block1",45,"Bitter - Cold","F",7,34,3602,"StudyProc3","Bitter - ?","sweet",3439
"D_JOL A 2",125,1,"BlockProc1","Block1",11,"Root - Plant","F",8,43,2586,"StudyProc3","Root - ?","plant",4747
"D_JOL A 2",125,1,"BlockProc1","Block1",55,"Swan - Bird","F",9,76,2084,"StudyProc3","Swan - ?","bird",4679
"D_JOL A 2",125,1,"BlockProc1","Block1",36,"Paw - Dog","F",10,78,7817,"StudyProc3","Paw - ?","dog",2101
"D_JOL A 2",125,1,"BlockProc1","Block1",78,"Way - Out","F",11,98,1774,"StudyProc3","Way - ?","path",2908
"D_JOL A 2",125,1,"BlockProc1","Block1",23,"Hygiene - Clean","F",12,62,3375,"StudyProc3","Hygiene - ?","clean",2412
"D_JOL A 2",125,1,"BlockProc1","Block1",72,"Bridge - Water","F",13,76,2259,"StudyProc3","Bridge - ?","water",2256
"D_JOL A 2",125,1,"BlockProc1","Block1",24,"Geology - Rock","F",14,43,2398,"StudyProc3","Geology - ?","rock",2062
"D_JOL A 2",125,1,"BlockProc1","Block1",30,"Revolution - War","F",15,65,2477,"StudyProc3","Revolution - ?","war",1749
"D_JOL A 2",125,1,"BlockProc1","Block1",16,"Discussion - Talk","F",16,78,3045,"StudyProc3","Discussion - ?","tal",3636
"D_JOL A 2",125,1,"BlockProc1","Block1",52,"Herd - Cow","F",17,75,3579,"StudyProc3","Herd - ?","cow",2266
"D_JOL A 2",125,1,"BlockProc1","Block1",32,"Credit - Card","F",18,87,4398,"StudyProc3","Credit - ?","card",2350
"D_JOL A 2",125,1,"BlockProc1","Block1",38,"Orchid - Flower","F",19,76,3200,"StudyProc3","Orchid - ?","flower",2424
"D_JOL A 2",125,1,"BlockProc1","Block1",22,"Tuna -  Fish","F",20,98,3180,"StudyProc3","Tuna - ?","fish",4257
"D_JOL A 2",125,1,"BlockProc1","Block1",61,"Full - Enough","B",21,100,3146,"StudyProc3","Full - ?","eaten",18317
"D_JOL A 2",125,1,"BlockProc1","Block1",27,"Drink - Sip","B",22,100,2627,"StudyProc3","Drink - ?","",6615
"D_JOL A 2",125,1,"BlockProc1","Block1",6,"Dark - Cave","B",23,87,6054,"StudyProc3","Dark - ?","cave",3307
"D_JOL A 2",125,1,"BlockProc1","Block1",17,"Take - Seize","B",24,97,4013,"StudyProc3","Take - ?","grasp",16340
"D_JOL A 2",125,1,"BlockProc1","Block1",37,"Height - Growth","B",25,25,12936,"StudyProc3","Height - ?","growth",7129
"D_JOL A 2",125,1,"BlockProc1","Block1",34,"Sentence - Word","B",26,87,3089,"StudyProc3","Sentence - ?","lamb",5035
"D_JOL A 2",125,1,"BlockProc1","Block1",10,"Bug - Wasp","B",27,87,4766,"StudyProc3","Bug - ?","wasp",2735
"D_JOL A 2",125,1,"BlockProc1","Block1",66,"Math - Division","B",28,65,2251,"StudyProc3","Math - ?","division",4551
"D_JOL A 2",125,1,"BlockProc1","Block1",49,"Law - Attorney","B",29,100,4769,"StudyProc3","Law - ?","attorney",3302
"D_JOL A 2",125,1,"BlockProc1","Block1",29,"Great - Fantastic","B",30,45,5140,"StudyProc3","Great - ?","old",4137
"D_JOL A 2",125,1,"BlockProc1","Block1",39,"Key - Latch","B",31,56,3471,"StudyProc3","Key - ?","latch",2652
"D_JOL A 2",125,1,"BlockProc1","Block1",75,"Hot - Chili","B",32,98,1992,"StudyProc3","Hot - ?","warm",3933
"D_JOL A 2",125,1,"BlockProc1","Block1",41,"Ball - Racket","B",33,62,3204,"StudyProc3","Ball - ?","base",10685
"D_JOL A 2",125,1,"BlockProc1","Block1",12,"Work - Chore","B",34,67,3467,"StudyProc3","Work - ?","flow",3582
"D_JOL A 2",125,1,"BlockProc1","Block1",9,"Hunger - Famine","B",35,78,9229,"StudyProc3","Hunger - ?","famine",3610
"D_JOL A 2",125,1,"BlockProc1","Block1",60,"Sleep - Drowsy","B",36,45,2615,"StudyProc3","Sleep - ?","",10381
"D_JOL A 2",125,1,"BlockProc1","Block1",76,"Smell - Stench","B",37,34,4129,"StudyProc3","Smell - ?","stinch",2501
"D_JOL A 2",125,1,"BlockProc1","Block1",19,"Clothes - Attire","B",38,65,4388,"StudyProc3","Clothes - ?","dresser",4942
"D_JOL A 2",125,1,"BlockProc1","Block1",28,"Plane - Pilot","B",39,98,4414,"StudyProc3","Plane - ?","pilot",6662
"D_JOL A 2",125,1,"BlockProc1","Block1",21,"Fire - Blaze","B",40,100,1928,"StudyProc3","Fire - ?","smoke",11539
"D_JOL A 2",125,1,"BlockProc1","Block1",46,"Due - Assignment","S",41,13,3330,"StudyProc3","Due - ?","date",3073
"D_JOL A 2",125,1,"BlockProc1","Block1",51,"Number - Amount","S",42,45,2358,"StudyProc3","Number - ?","score",6482
"D_JOL A 2",125,1,"BlockProc1","Block1",68,"Location - Site","S",43,100,1500,"StudyProc3","Location - ?","",6843
"D_JOL A 2",125,1,"BlockProc1","Block1",69,"Dump - Waste","S",44,23,1991,"StudyProc3","Dump - ?","waste",2036
"D_JOL A 2",125,1,"BlockProc1","Block1",81,"Trial - Jury","S",45,98,2419,"StudyProc3","Trial - ?","jury",1880
"D_JOL A 2",125,1,"BlockProc1","Block1",35,"Architecture - Design","S",46,79,3420,"StudyProc3","Architecture - ?","design",4056
