ExperimentName,Subject,Session,Procedure[Block],Running[Block],Trial,Block1ITEMS,Block2ITEMS,cue_target,Direction,ListNum,pword3.RESP,pword3.RT,pword5.RESP,pword5.RT,Rword1.RESP,Rword1.RT,Rword2.RESP,Rword2.RT,Group,Procedure[Trial]
D_JOL D 2,120,1,BlockProc2,Block2,47,,64,Obtain - Meat,U,64,,,2,5681,,,,,1,StudyProc5
D_JOL D 2,120,1,BlockProc2,Block2,48,,42,Equal - Rights,S,42,,,100,3692,,,,,1,StudyProc5
D_JOL D 2,120,1,BlockProc2,Block2,49,,79,Children - Mirror,U,79,,,2,5407,,,,,1,StudyProc5
D_JOL D 2,120,1,BlockProc2,Block2,50,,14,Aircraft - Plane,F,14,,,89,2920,,,,,1,StudyProc5
D_JOL D 2,120,1,BlockProc2,Block2,51,,2,Windshield - Car,F,2,,,98,5132,,,,,1,StudyProc5
D_JOL D 2,120,1,BlockProc2,Block2,52,,28,Red - Cherry,B,28,,,98,2606,,,,,1,StudyProc5
D_JOL D 2,120,1,BlockProc2,Block2,53,,68,Joke - Keys,U,68,,,0,8302,,,,,1,StudyProc5
D_JOL D 2,120,1,BlockProc2,Block2,54,,16,League - Baseball,F,16,,,100,3479,,,,,1,StudyProc5
D_JOL D 2,120,1,BlockProc2,Block2,55,,18,Truthful - Honest,F,18,,,98,3357,,,,,1,StudyProc5
D_JOL D 2,120,1,BlockProc2,Block2,56,,58,Temper - Tantrum,S,58,,,0,8197,,,,,1,StudyProc5
D_JOL D 2,120,1,BlockProc2,Block2,57,,61,Cloth - Stretch,U,61,,,2,3773,,,,,1,StudyProc5
D_JOL D 2,120,1,BlockProc2,Block2,58,,19,Nap - Sleep,F,19,,,100,3444,,,,,1,StudyProc5
D_JOL D 2,120,1,BlockProc2,Block2,59,,7,Revenge - Even,F,7,,,98,2905,,,,,1,StudyProc5
D_JOL D 2,120,1,BlockProc2,Block2,60,,50,Lonely - Alone,S,50,,,100,5031,,,,,1,StudyProc5
D_JOL D 2,120,1,BlockProc2,Block2,61,,34,Smell - Incense,B,34,,,0,3220,,,,,1,StudyProc5
D_JOL D 2,120,1,BlockProc2,Block2,62,,78,Morning - Temperature,U,78,,,2,5152,,,,,1,StudyProc5
D_JOL D 2,120,1,BlockProc2,Block2,63,,55,Tick - Flea,S,55,,,98,2994,,,,,1,StudyProc5
D_JOL D 2,120,1,BlockProc2,Block2,64,,46,Carbon - Element,S,46,,,78,2808,,,,,1,StudyProc5
D_JOL D 2,120,1,BlockProc2,Block2,65,,56,Noise - Loud,S,56,,,99,3270,,,,,1,StudyProc5
D_JOL D 2,120,1,BlockProc2,Block2,66,,22,Game - Clue,B,22,,,2,2530,,,,,1,StudyProc5
D_JOL D 2,120,1,BlockProc2,Block2,67,,40,Love - Affection,B,40,,,100,2710,,,,,1,StudyProc5
D_JOL D 2,120,1,BlockProc2,Block2,68,,44,Wax - Candle,S,44,,,100,3474,,,,,1,StudyProc5
D_JOL D 2,120,1,BlockProc2,Block2,69,,27,Trash - Litter,B,27,,,78,7233,,,,,1,StudyProc5
D_JOL D 2,120,1,BlockProc2,Block2,70,,31,Cut - Chop,B,31,,,98,3466,,,,,1,StudyProc5
D_JOL D 2,120,1,BlockProc2,Block2,71,,41,Shave - Razor,S,41,,,98,4723,,,,,1,StudyProc5
D_JOL D 2,120,1,BlockProc2,Block2,72,,21,Long - Extension,B,21,,,98,3820,,,,,1,StudyProc5
D_JOL D 2,120,1,BlockProc2,Block2,73,,23,Tie - Shoelace,B,23,,,70,4511,,,,,1,StudyProc5
D_JOL D 2,120,1,BlockProc2,Block2,74,,13,Coffin - Dead,F,13,,,100,2249,,,,,1,StudyProc5
D_JOL D 2,120,1,BlockProc2,Block2,75,,39,Cold - Chill,B,39,,,90,4207,,,,,1,StudyProc5
D_JOL D 2,120,1,BlockProc2,Block2,76,,9,Strawberry - Fruit,F,9,,,100,3958,,,,,1,StudyProc5
D_JOL D 2,120,1,BlockProc2,Block2,77,,45,Bracelet - Wrist,S,45,,,100,3597,,,,,1,StudyProc5
D_JOL D 2,120,1,BlockProc2,Block2,78,,54,Reel - Rod,S,54,,,89,3117,,,,,1,StudyProc5
D_JOL D 2,120,1,BlockProc2,Block2,79,,75,Toil - Lease,U,75,,,0,2272,,,,,1,StudyProc5
D_JOL D 2,120,1,BlockProc2,Block2,80,,53,Communication - Phone,S,53,,,78,4526,,,,,1,StudyProc5
D_JOL D 2,120,1,BlockProc2,Block2,81,,43,Jar - Mason,S,43,,,100,3171,,,,,1,StudyProc5
D_JOL D 2,120,1,BlockProc2,Block2,82,,80,Main - Scar,U,80,,,2,2307,,,,,1,StudyProc5
D_JOL D 2,120,1,BlockProc2,Block2,83,,71,Clear - Moat,U,71,,,0,2392,,,,,1,StudyProc5
D_JOL D 2,120,1,BlockProc2,Block2,84,,67,Fiction - Listen,U,67,,,0,5518,,,,,1,StudyProc5
D_JOL D 2,120,1,BlockProc2,Block2,85,,38,Plant - Cactus,B,38,,,5,5008,,,,,1,StudyProc5
D_JOL D 2,120,1,BlockProc2,Block2,86,,,Contest - Competition,,5,,,,,,,,,1,StudyProc6
D_JOL D 2,120,1,BlockProc2,Block2,87,,,Deciet - Cheat,,1,,,,,,,,,1,StudyProc6
D_JOL D 2,120,1,BlockProc2,Block2,88,,,Mind - Matter,,2,,,,,,,,,1,StudyProc6
D_JOL D 2,120,1,BlockProc2,Block2,89,,,Magician - Magic,,4,,,,,,,,,1,StudyProc6
D_JOL D 2,120,1,BlockProc2,Block2,90,,,Deaf - Hear,,3,,,,,,,,,1,StudyProc6
D_JOL D 2,120,1,BlockProc2,Block2,91,,,Fiction - ?,,69,,,,,,,listen,4037,1,recallproc2
D_JOL D 2,120,1,BlockProc2,Block2,92,,,Actress - ?,,5,,,,,,,star,2394,1,recallproc2
D_JOL D 2,120,1,BlockProc2,Block2,93,,,Jar - ?,,43,,,,,,,mason,3497,1,recallproc2
D_JOL D 2,120,1,BlockProc2,Block2,94,,,Hate - ?,,72,,,,,,,,5772,1,recallproc2
D_JOL D 2,120,1,BlockProc2,Block2,95,,,Trash - ?,,28,,,,,,,,4636,1,recallproc2
D_JOL D 2,120,1,BlockProc2,Block2,96,,,Fight - ?,,38,,,,,,,fued,2865,1,recallproc2
D_JOL D 2,120,1,BlockProc2,Block2,97,,,Revenge - ?,,7,,,,,,,even,2877,1,recallproc2
D_JOL D 2,120,1,BlockProc2,Block2,98,,,Clothes - ?,,71,,,,,,,,3241,1,recallproc2
D_JOL D 2,120,1,BlockProc2,Block2,99,,,Eat - ?,,36,,,,,,,,4678,1,recallproc2
D_JOL D 2,120,1,BlockProc2,Block2,100,,,Coffin - ?,,13,,,,,,,dead,3162,1,recallproc2
D_JOL D 2,120,1,BlockProc2,Block2,101,,,Election - ?,,64,,,,,,,,5274,1,recallproc2
D_JOL D 2,120,1,BlockProc2,Block2,102,,,Seatbelt - ?,,52,,,,,,,saftey,4102,1,recallproc2
D_JOL D 2,120,1,BlockProc2,Block2,103,,,Brawl - ?,,20,,,,,,,,5808,1,recallproc2
D_JOL D 2,120,1,BlockProc2,Block2,104,,,Children - ?,,79,,,,,,,,6343,1,recallproc2
D_JOL D 2,120,1,BlockProc2,Block2,105,,,Temper - ?,,58,,,,,,,tantrum,6472,1,recallproc2
D_JOL D 2,120,1,BlockProc2,Block2,106,,,Banker - ?,,17,,,,,,,money,4907,1,recallproc2
D_JOL D 2,120,1,BlockProc2,Block2,107,,,Plant - ?,,23,,,,,,,cactus,2925,1,recallproc2
D_JOL D 2,120,1,BlockProc2,Block2,108,,,Red - ?,,29,,,,,,,cherry,3047,1,recallproc2
D_JOL D 2,120,1,BlockProc2,Block2,109,,,Lonely - ?,,50,,,,,,,alone,2748,1,recallproc2
D_JOL D 2,120,1,BlockProc2,Block2,110,,,Tie - ?,,24,,,,,,,shoelace,3870,1,recallproc2
D_JOL D 2,120,1,BlockProc2,Block2,111,,,Paper - ?,,34,,,,,,,,8001,1,recallproc2
D_JOL D 2,120,1,BlockProc2,Block2,112,,,Cut - ?,,32,,,,,,,,8583,1,recallproc2
D_JOL D 2,120,1,BlockProc2,Block2,113,,,Cloth - ?,,62,,,,,,,stretch,4551,1,recallproc2
D_JOL D 2,120,1,BlockProc2,Block2,114,,,Away - ?,,47,,,,,,,,4351,1,recallproc2
D_JOL D 2,120,1,BlockProc2,Block2,115,,,Obtain - ?,,66,,,,,,,meat,3024,1,recallproc2
D_JOL D 2,120,1,BlockProc2,Block2,116,,,Main - ?,,80,,,,,,,sew,9949,1,recallproc2
D_JOL D 2,120,1,BlockProc2,Block2,117,,,End - ?,,26,,,,,,,,3862,1,recallproc2
D_JOL D 2,120,1,BlockProc2,Block2,118,,,Lie - ?,,53,,,,,,,truth,3626,1,recallproc2
D_JOL D 2,120,1,BlockProc2,Block2,119,,,Truthful - ?,,18,,,,,,,honest,3256,1,recallproc2
D_JOL D 2,120,1,BlockProc2,Block2,120,,,Mystery - ?,,25,,,,,,,detective,5269,1,recallproc2
D_JOL D 2,120,1,BlockProc2,Block2,121,,,Favorite - ?,,10,,,,,,,best,6296,1,recallproc2
D_JOL D 2,120,1,BlockProc2,Block2,122,,,Head - ?,,30,,,,,,,,5115,1,recallproc2
D_JOL D 2,120,1,BlockProc2,Block2,123,,,Equal - ?,,42,,,,,,,,3934,1,recallproc2
D_JOL D 2,120,1,BlockProc2,Block2,124,,,Have - ?,,59,,,,,,,,2639,1,recallproc2
D_JOL D 2,120,1,BlockProc2,Block2,125,,,Ounce - ?,,77,,,,,,,both,2764,1,recallproc2
D_JOL D 2,120,1,BlockProc2,Block2,126,,,Sardine - ?,,15,,,,,,,fish,2301,1,recallproc2
D_JOL D 2,120,1,BlockProc2,Block2,127,,,League - ?,,16,,,,,,,baseball,3783,1,recallproc2
D_JOL D 2,120,1,BlockProc2,Block2,128,,,Joke - ?,,70,,,,,,,,5303,1,recallproc2
D_JOL D 2,120,1,BlockProc2,Block2,129,,,Game - ?,,22,,,,,,,,4225,1,recallproc2
D_JOL D 2,120,1,BlockProc2,Block2,130,,,Communication - ?,,54,,,,,,,telephone,10343,1,recallproc2
D_JOL D 2,120,1,BlockProc2,Block2,131,,,Cold - ?,,39,,,,,,,,5456,1,recallproc2
D_JOL D 2,120,1,BlockProc2,Block2,132,,,Dog - ?,,27,,,,,,,bark,10740,1,recallproc2
D_JOL D 2,120,1,BlockProc2,Block2,133,,,Long - ?,,21,,,,,,,,2493,1,recallproc2
D_JOL D 2,120,1,BlockProc2,Block2,134,,,Tick - ?,,56,,,,,,,flea,4208,1,recallproc2
D_JOL D 2,120,1,BlockProc2,Block2,135,,,Bang - ?,,73,,,,,,,,2870,1,recallproc2
D_JOL D 2,120,1,BlockProc2,Block2,136,,,Ground - ?,,49,,,,,,,,5090,1,recallproc2
D_JOL D 2,120,1,BlockProc2,Block2,137,,,Wet - ?,,51,,,,,,,,3597,1,recallproc2
D_JOL D 2,120,1,BlockProc2,Block2,138,,,Windsield - ?,,2,,,,,,,car,2508,1,recallproc2
D_JOL D 2,120,1,BlockProc2,Block2,139,,,Clear - ?,,74,,,,,,,,4479,1,recallproc2
D_JOL D 2,120,1,BlockProc2,Block2,140,,,Tan - ?,,60,,,,,,,sun,3258,1,recallproc2
D_JOL D 2,120,1,BlockProc2,Block2,141,,,Penguin - ?,,4,,,,,,,bird,2847,1,recallproc2
D_JOL D 2,120,1,BlockProc2,Block2,142,,,Shake - ?,,68,,,,,,,,3564,1,recallproc2
D_JOL D 2,120,1,BlockProc2,Block2,143,,,Sign - ?,,76,,,,,,,,2988,1,recallproc2
D_JOL D 2,120,1,BlockProc2,Block2,144,,,Reel - ?,,55,,,,,,,rod,2412,1,recallproc2
D_JOL D 2,120,1,BlockProc2,Block2,145,,,Aircraft - ?,,14,,,,,,,plane,4834,1,recallproc2
D_JOL D 2,120,1,BlockProc2,Block2,146,,,Panther - ?,,11,,,,,,,cat,2560,1,recallproc2
D_JOL D 2,120,1,BlockProc2,Block2,147,,,Donkey - ?,,33,,,,,,,mule,2248,1,recallproc2
D_JOL D 2,120,1,BlockProc2,Block2,148,,,Bracelet - ?,,45,,,,,,,wrist,2853,1,recallproc2
D_JOL D 2,120,1,BlockProc2,Block2,149,,,Scissors - ?,,37,,,,,,,shears,2738,1,recallproc2
D_JOL D 2,120,1,BlockProc2,Block2,150,,,Shave - ?,,41,,,,,,,razor,3427,1,recallproc2
D_JOL D 2,120,1,BlockProc2,Block2,151,,,Balloon - ?,,8,,,,,,,pop,6417,1,recallproc2
D_JOL D 2,120,1,BlockProc2,Block2,152,,,Thimble - ?,,6,,,,,,,thumb,5247,1,recallproc2
D_JOL D 2,120,1,BlockProc2,Block2,153,,,Villian - ?,,3,,,,,,,evil,8556,1,recallproc2
D_JOL D 2,120,1,BlockProc2,Block2,154,,,Strawberry - ?,,9,,,,,,,fruit,3236,1,recallproc2
D_JOL D 2,120,1,BlockProc2,Block2,155,,,Wax - ?,,44,,,,,,,,5089,1,recallproc2
D_JOL D 2,120,1,BlockProc2,Block2,156,,,Smell - ?,,35,,,,,,,,3100,1,recallproc2
D_JOL D 2,120,1,BlockProc2,Block2,157,,,Car - ?,,31,,,,,,,windsheild,7727,1,recallproc2
D_JOL D 2,120,1,BlockProc2,Block2,158,,,Flip - ?,,1,,,,,,,,4129,1,recallproc2
D_JOL D 2,120,1,BlockProc2,Block2,159,,,Breakable - ?,,12,,,,,,,glass,2915,1,recallproc2
D_JOL D 2,120,1,BlockProc2,Block2,160,,,Able - ?,,67,,,,,,,,2973,1,recallproc2
D_JOL D 2,120,1,BlockProc2,Block2,161,,,Charm - ?,,65,,,,,,,,3261,1,recallproc2
D_JOL D 2,120,1,BlockProc2,Block2,162,,,Steak - ?,,63,,,,,,,,7049,1,recallproc2
D_JOL D 2,120,1,BlockProc2,Block2,163,,,Carbon - ?,,46,,,,,,,element,4086,1,recallproc2
D_JOL D 2,120,1,BlockProc2,Block2,164,,,Noise - ?,,57,,,,,,,loud,3929,1,recallproc2
D_JOL D 2,120,1,BlockProc2,Block2,165,,,Nap - ?,,19,,,,,,,sleep,3003,1,recallproc2
D_JOL D 2,120,1,BlockProc2,Block2,166,,,Drink - ?,,48,,,,,,,,5281,1,recallproc2
D_JOL D 2,120,1,BlockProc2,Block2,167,,,Morning - ?,,78,,,,,,,temperature,5253,1,recallproc2
D_JOL D 2,120,1,BlockProc2,Block2,168,,,Toil - ?,,75,,,,,,,,4241,1,recallproc2
D_JOL D 2,120,1,BlockProc2,Block2,169,,,Love - ?,,40,,,,,,,affection,4758,1,recallproc2
D_JOL D 2,120,1,BlockProc2,Block2,170,,,Maroon - ?,,61,,,,,,,,3399,1,recallproc2
D_JOL D 2,120,1,BlockProc1,Block1,1,,,Haircut-Scissors,,1,,,,,,,,,1,StudyProc1
D_JOL D 2,120,1,BlockProc1,Block1,2,,,Shrimp - Fish,,4,,,,,,,,,1,StudyProc1
D_JOL D 2,120,1,BlockProc1,Block1,3,,,Curtain - Drapes,,2,,,,,,,,,1,StudyProc1
D_JOL D 2,120,1,BlockProc1,Block1,4,,,Snow - Ice,,3,,,,,,,,,1,StudyProc1
D_JOL D 2,120,1,BlockProc1,Block1,5,,,Member - Group,,5,,,,,,,,,1,StudyProc1
D_JOL D 2,120,1,BlockProc1,Block1,6,34,,War - Revolution,B,34,50,3694,,,,,,,1,StudyProc3
D_JOL D 2,120,1,BlockProc1,Block1,7,61,,Clutter - Pusher,U,61,2,4368,,,,,,,1,StudyProc3
D_JOL D 2,120,1,BlockProc1,Block1,8,25,,Sting - Hornet,B,25,40,6785,,,,,,,1,StudyProc3
D_JOL D 2,120,1,BlockProc1,Block1,9,24,,News - Editor,B,24,45,5283,,,,,,,1,StudyProc3
D_JOL D 2,120,1,BlockProc1,Block1,10,47,,Bar - Grill,S,47,50,4198,,,,,,,1,StudyProc3
D_JOL D 2,120,1,BlockProc1,Block1,11,67,,Business - Death,U,67,0,2504,,,,,,,1,StudyProc3
D_JOL D 2,120,1,BlockProc1,Block1,12,73,,Tuck - Allow,U,73,0,5639,,,,,,,1,StudyProc3
D_JOL D 2,120,1,BlockProc1,Block1,13,57,,Salad - Lettuce,S,57,,2045,,,,,,,1,StudyProc3
D_JOL D 2,120,1,BlockProc1,Block1,14,14,,Chore - Work,F,14,5,4714,,,,,,,1,StudyProc3
D_JOL D 2,120,1,BlockProc1,Block1,15,75,,Accident - Strong,U,75,0,3649,,,,,,,1,StudyProc3
D_JOL D 2,120,1,BlockProc1,Block1,16,77,,Add - Valley,U,77,0,4119,,,,,,,1,StudyProc3
D_JOL D 2,120,1,BlockProc1,Block1,17,26,,Cold - Bitter,B,26,0,2893,,,,,,,1,StudyProc3
D_JOL D 2,120,1,BlockProc1,Block1,18,56,,Future - Past,S,56,70,5359,,,,,,,1,StudyProc3
D_JOL D 2,120,1,BlockProc1,Block1,19,53,,Toilet - Bathroom,S,53,100,5940,,,,,,,1,StudyProc3
D_JOL D 2,120,1,BlockProc1,Block1,20,39,,Fish - Tuna,B,39,90,4876,,,,,,,1,StudyProc3
D_JOL D 2,120,1,BlockProc1,Block1,21,76,,Riddle - Sugar,U,76,0,4138,,,,,,,1,StudyProc3
D_JOL D 2,120,1,BlockProc1,Block1,22,19,,Pilot - Plane,F,19,100,3646,,,,,,,1,StudyProc3
D_JOL D 2,120,1,BlockProc1,Block1,23,16,,Drowsy - Sleep,F,16,90,4133,,,,,,,1,StudyProc3
D_JOL D 2,120,1,BlockProc1,Block1,24,21,,Bad - Delinquent,B,21,35,3167,,,,,,,1,StudyProc3
D_JOL D 2,120,1,BlockProc1,Block1,25,51,,Soda - Pop,S,51,98,9611,,,,,,,1,StudyProc3
D_JOL D 2,120,1,BlockProc1,Block1,26,63,,Hungry - Park,U,63,0,3162,,,,,,,1,StudyProc3
D_JOL D 2,120,1,BlockProc1,Block1,27,33,,Rock - Geology,B,33,0,1994,,,,,,,1,StudyProc3
D_JOL D 2,120,1,BlockProc1,Block1,28,37,,Card - Credit,B,37,100,2933,,,,,,,1,StudyProc3
D_JOL D 2,120,1,BlockProc1,Block1,29,38,,Flower - Orchid,B,38,42,10367,,,,,,,1,StudyProc3
D_JOL D 2,120,1,BlockProc1,Block1,30,12,,Chili - Hot,F,12,70,4075,,,,,,,1,StudyProc3
D_JOL D 2,120,1,BlockProc1,Block1,31,13,,Racket - Ball,F,13,4,4532,,,,,,,1,StudyProc3
D_JOL D 2,120,1,BlockProc1,Block1,32,80,,Vase - King,U,80,2,3861,,,,,,,1,StudyProc3
D_JOL D 2,120,1,BlockProc1,Block1,33,4,,Seize - Take,F,4,50,5913,,,,,,,1,StudyProc3
D_JOL D 2,120,1,BlockProc1,Block1,34,49,,End - Begin,S,49,80,7553,,,,,,,1,StudyProc3
D_JOL D 2,120,1,BlockProc1,Block1,35,3,,Cave - Dark,F,3,90,3157,,,,,,,1,StudyProc3
D_JOL D 2,120,1,BlockProc1,Block1,36,5,,Growth - Height,F,5,,2494,,,,,,,1,StudyProc3
D_JOL D 2,120,1,BlockProc1,Block1,37,23,,Money - Wage,B,23,40,4255,,,,,,,1,StudyProc3
D_JOL D 2,120,1,BlockProc1,Block1,38,65,,Belt - Soon,U,65,2,2661,,,,,,,1,StudyProc3
D_JOL D 2,120,1,BlockProc1,Block1,39,45,,Jury - Trial,S,45,30,3074,,,,,,,1,StudyProc3
D_JOL D 2,120,1,BlockProc1,Block1,40,78,,Would - Cash,U,78,0,1633,,,,,,,1,StudyProc3
D_JOL D 2,120,1,BlockProc1,Block1,41,11,,Latch - Key,F,11,0,2236,,,,,,,1,StudyProc3
D_JOL D 2,120,1,BlockProc1,Block1,42,71,,Position - Machine,U,71,0,5323,,,,,,,1,StudyProc3
D_JOL D 2,120,1,BlockProc1,Block1,43,55,,Foot - Shoe,S,55,100,3675,,,,,,,1,StudyProc3
D_JOL D 2,120,1,BlockProc1,Block1,44,35,,Talk - Discussion,B,35,80,4061,,,,,,,1,StudyProc3
D_JOL D 2,120,1,BlockProc1,Block1,45,44,,Waste - Dump,S,44,40,4674,,,,,,,1,StudyProc3
D_JOL D 2,120,1,BlockProc1,Block1,46,52,,Cheese - Wine,S,52,45,3627,,,,,,,1,StudyProc3
D_JOL D 2,120,1,BlockProc1,Block1,47,41,,Assignment - Due,S,41,0,6271,,,,,,,1,StudyProc3
D_JOL D 2,120,1,BlockProc1,Block1,48,31,,Clean - Hygiene,B,31,100,4692,,,,,,,1,StudyProc3
D_JOL D 2,120,1,BlockProc1,Block1,49,79,,Sick - Hide,U,79,2,3397,,,,,,,1,StudyProc3
D_JOL D 2,120,1,BlockProc1,Block1,50,58,,Bee - Honey,S,58,80,4366,,,,,,,1,StudyProc3
D_JOL D 2,120,1,BlockProc1,Block1,51,27,,Plant - Root,B,27,40,6222,,,,,,,1,StudyProc3
D_JOL D 2,120,1,BlockProc1,Block1,52,32,,Water - Bridge,B,32,5,2436,,,,,,,1,StudyProc3
D_JOL D 2,120,1,BlockProc1,Block1,53,6,,Word - Sentence,F,6,0,6521,,,,,,,1,StudyProc3
D_JOL D 2,120,1,BlockProc1,Block1,54,8,,Division - Math,F,8,70,3841,,,,,,,1,StudyProc3
D_JOL D 2,120,1,BlockProc1,Block1,55,64,,Woman - Lift,U,64,2,4716,,,,,,,1,StudyProc3
D_JOL D 2,120,1,BlockProc1,Block1,56,9,,Attorney - Law,F,9,80,4748,,,,,,,1,StudyProc3
D_JOL D 2,120,1,BlockProc1,Block1,57,18,,Attire - Clothes,F,18,30,4258,,,,,,,1,StudyProc3
D_JOL D 2,120,1,BlockProc1,Block1,58,17,,Stench - Smell,F,17,100,2810,,,,,,,1,StudyProc3
D_JOL D 2,120,1,BlockProc1,Block1,59,22,,Stomach - Digestion,B,22,100,3996,,,,,,,1,StudyProc3
D_JOL D 2,120,1,BlockProc1,Block1,60,66,,Floor - Discover,U,66,0,4241,,,,,,,1,StudyProc3
D_JOL D 2,120,1,BlockProc1,Block1,61,59,,Child - Baby,S,59,80,2815,,,,,,,1,StudyProc3
D_JOL D 2,120,1,BlockProc1,Block1,62,29,,Dog - Paw,B,29,80,2752,,,,,,,1,StudyProc3
D_JOL D 2,120,1,BlockProc1,Block1,63,43,,Site - Location,S,43,40,4353,,,,,,,1,StudyProc3
D_JOL D 2,120,1,BlockProc1,Block1,64,2,,Sip - Drink,F,2,50,3287,,,,,,,1,StudyProc3
D_JOL D 2,120,1,BlockProc1,Block1,65,48,,Liver - Kidney,S,48,50,3175,,,,,,,1,StudyProc3
D_JOL D 2,120,1,BlockProc1,Block1,66,40,,Hammer - Chisel,B,40,2,7404,,,,,,,1,StudyProc3
D_JOL D 2,120,1,BlockProc1,Block1,67,42,,Amount - Number,S,42,5,5781,,,,,,,1,StudyProc3
D_JOL D 2,120,1,BlockProc1,Block1,68,7,,Wasp - Bug,F,7,20,4528,,,,,,,1,StudyProc3
D_JOL D 2,120,1,BlockProc1,Block1,69,62,,Sacking - Dietary,U,62,0,1988,,,,,,,1,StudyProc3
D_JOL D 2,120,1,BlockProc1,Block1,70,74,,Lion - Art,U,74,5,3522,,,,,,,1,StudyProc3
D_JOL D 2,120,1,BlockProc1,Block1,71,36,,Cow - Herd,B,36,20,3663,,,,,,,1,StudyProc3
D_JOL D 2,120,1,BlockProc1,Block1,72,20,,Blaze - Fire,F,20,25,4122,,,,,,,1,StudyProc3
D_JOL D 2,120,1,BlockProc1,Block1,73,1,,Enough - Full,F,1,10,3532,,,,,,,1,StudyProc3
D_JOL D 2,120,1,BlockProc1,Block1,74,30,,Out - Way,B,30,50,4674,,,,,,,1,StudyProc3
D_JOL D 2,120,1,BlockProc1,Block1,75,50,,Wind - Blow,S,50,60,4064,,,,,,,1,StudyProc3
D_JOL D 2,120,1,BlockProc1,Block1,76,28,,Bird - Swan,B,28,5,4674,,,,,,,1,StudyProc3
D_JOL D 2,120,1,BlockProc1,Block1,77,70,,Hand - Fix,U,70,5,3047,,,,,,,1,StudyProc3
D_JOL D 2,120,1,BlockProc1,Block1,78,72,,Car - Happy,U,72,5,2872,,,,,,,1,StudyProc3
D_JOL D 2,120,1,BlockProc1,Block1,79,54,,Decision - Choice,S,54,60,3801,,,,,,,1,StudyProc3
D_JOL D 2,120,1,BlockProc1,Block1,80,15,,Famine - Hunger,F,15,50,4593,,,,,,,1,StudyProc3
D_JOL D 2,120,1,BlockProc1,Block1,81,60,,Round - Circle,S,60,60,5731,,,,,,,1,StudyProc3
D_JOL D 2,120,1,BlockProc1,Block1,82,68,,Sight - Debate,U,68,5,3410,,,,,,,1,StudyProc3
D_JOL D 2,120,1,BlockProc1,Block1,83,69,,Bronze - Artery,U,69,2,2923,,,,,,,1,StudyProc3
D_JOL D 2,120,1,BlockProc1,Block1,84,46,,Design - Architecture,S,46,50,2534,,,,,,,1,StudyProc3
D_JOL D 2,120,1,BlockProc1,Block1,85,10,,Fantastic - Great,F,10,60,2584,,,,,,,1,StudyProc3
D_JOL D 2,120,1,BlockProc1,Block1,86,,,Grab - Take,,2,,,,,,,,,1,StudyProc2
D_JOL D 2,120,1,BlockProc1,Block1,87,,,Catcher - Baseball,,4,,,,,,,,,1,StudyProc2
D_JOL D 2,120,1,BlockProc1,Block1,88,,,Trees - Green,,5,,,,,,,,,1,StudyProc2
D_JOL D 2,120,1,BlockProc1,Block1,89,,,Geese - Goose,,1,,,,,,,,,1,StudyProc2
D_JOL D 2,120,1,BlockProc1,Block1,90,,,Friendliness - Nice,,3,,,,,,,,,1,StudyProc2
D_JOL D 2,120,1,BlockProc1,Block1,91,,,Latch - ?,,11,,,,,lock,7738,,,1,recallproc1
D_JOL D 2,120,1,BlockProc1,Block1,92,,,Sip - ?,,2,,,,,drink,3955,,,1,recallproc1
D_JOL D 2,120,1,BlockProc1,Block1,93,,,Would - ?,,78,,,,,could,4003,,,1,recallproc1
D_JOL D 2,120,1,BlockProc1,Block1,94,,,Liver - ?,,48,,,,,kidney,3434,,,1,recallproc1
D_JOL D 2,120,1,BlockProc1,Block1,95,,,Wind - ?,,50,,,,,blow,4295,,,1,recallproc1
D_JOL D 2,120,1,BlockProc1,Block1,96,,,Attorney - ?,,9,,,,,law,2426,,,1,recallproc1
D_JOL D 2,120,1,BlockProc1,Block1,97,,,Water- ?,,33,,,,,sip,2912,,,1,recallproc1
D_JOL D 2,120,1,BlockProc1,Block1,98,,,Chili - ?,,12,,,,,hot,1978,,,1,recallproc1
D_JOL D 2,120,1,BlockProc1,Block1,99,,,Bar - ?,,47,,,,,grill,3370,,,1,recallproc1
D_JOL D 2,120,1,BlockProc1,Block1,100,,,Floor - ?,,66,,,,,ground,4426,,,1,recallproc1
D_JOL D 2,120,1,BlockProc1,Block1,101,,,Vase - ?,,80,,,,,king,1952,,,1,recallproc1
D_JOL D 2,120,1,BlockProc1,Block1,102,,,Sight - ?,,68,,,,,see,3296,,,1,recallproc1
D_JOL D 2,120,1,BlockProc1,Block1,103,,,Assignment - ?,,42,,,,,due,2787,,,1,recallproc1
D_JOL D 2,120,1,BlockProc1,Block1,104,,,Division - ?,,8,,,,,math,3170,,,1,recallproc1
D_JOL D 2,120,1,BlockProc1,Block1,105,,,Cold - ?,,27,,,,,chill,4810,,,1,recallproc1
D_JOL D 2,120,1,BlockProc1,Block1,106,,,Famine - ?,,15,,,,,hunger,4513,,,1,recallproc1
D_JOL D 2,120,1,BlockProc1,Block1,107,,,Foot - ?,,55,,,,,arm,3851,,,1,recallproc1
D_JOL D 2,120,1,BlockProc1,Block1,108,,,Fantastic - ?,,10,,,,,great,3799,,,1,recallproc1
D_JOL D 2,120,1,BlockProc1,Block1,109,,,Clutter - ?,,61,,,,,pusher,4926,,,1,recallproc1
