ExperimentName,Subject,Session,Procedure[Block],Running[Block],Trial,Block1ITEMS,Block2ITEMS,cue_target,Direction,ListNum,pword3.RESP,pword3.RT,pword5.RESP,pword5.RT,Rword1.RESP,Rword1.RT,Rword2.RESP,Rword2.RT,Group,Procedure[Trial]
D_JOL B 2,114,1,BlockProc2,Block2,8,,18,Feud - Fight,F,18,,,95,6593,,,,,1,StudyProc5
D_JOL B 2,114,1,BlockProc2,Block2,9,,4,Shoelace - Tie,F,4,,,92,12443,,,,,1,StudyProc5
D_JOL B 2,114,1,BlockProc2,Block2,10,,73,Moat - Clear,U,73,,,65,5234,,,,,1,StudyProc5
D_JOL B 2,114,1,BlockProc2,Block2,11,,15,Incense - Smell,F,15,,,22,9235,,,,,1,StudyProc5
D_JOL B 2,114,1,BlockProc2,Block2,12,,32,Glass - Breakable,B,32,,,93,5314,,,,,1,StudyProc5
D_JOL B 2,114,1,BlockProc2,Block2,13,,27,Even - Revenge,B,27,,,76,3871,,,,,1,StudyProc5
D_JOL B 2,114,1,BlockProc2,Block2,14,,70,Cake - Clothes,U,70,,,59,7391,,,,,1,StudyProc5
D_JOL B 2,114,1,BlockProc2,Block2,15,,29,Fruit - Strawberry,B,29,,,78,4620,,,,,1,StudyProc5
D_JOL B 2,114,1,BlockProc2,Block2,16,,77,Temperature - Morning,U,77,,,97,4509,,,,,1,StudyProc5
D_JOL B 2,114,1,BlockProc2,Block2,17,,50,Alone - Lonely,S,50,,,89,3847,,,,,1,StudyProc5
D_JOL B 2,114,1,BlockProc2,Block2,18,,8,Litter - Trash,F,8,,,92,5204,,,,,1,StudyProc5
D_JOL B 2,114,1,BlockProc2,Block2,19,,72,Fuzzy - Bang,U,72,,,12,4414,,,,,1,StudyProc5
D_JOL B 2,114,1,BlockProc2,Block2,20,,55,Rod - Reel,S,55,,,11,7492,,,,,1,StudyProc5
D_JOL B 2,114,1,BlockProc2,Block2,21,,45,Wrist - Bracelet,S,45,,,59,13657,,,,,1,StudyProc5
D_JOL B 2,114,1,BlockProc2,Block2,22,,67,Shell - Snake,U,67,,,87,7265,,,,,1,StudyProc5
D_JOL B 2,114,1,BlockProc2,Block2,23,,38,Honest - Truthful,B,38,,,84,5788,,,,,1,StudyProc5
D_JOL B 2,114,1,BlockProc2,Block2,24,,21,Turn - Flip,B,21,,,48,5898,,,,,1,StudyProc5
D_JOL B 2,114,1,BlockProc2,Block2,25,,49,Earth - Ground,S,49,,,100,4489,,,,,1,StudyProc5
D_JOL B 2,114,1,BlockProc2,Block2,26,,65,Meat - Obtain,U,65,,,99,5026,,,,,1,StudyProc5
D_JOL B 2,114,1,BlockProc2,Block2,27,,41,Razor - Shave,S,41,,,69,6400,,,,,1,StudyProc5
D_JOL B 2,114,1,BlockProc2,Block2,28,,79,Main - Scar,U,79,,,61,4412,,,,,1,StudyProc5
D_JOL B 2,114,1,BlockProc2,Block2,29,,9,Cherry - Red,F,9,,,83,7292,,,,,1,StudyProc5
D_JOL B 2,114,1,BlockProc2,Block2,30,,61,Justice - Maroon,U,61,,,37,4596,,,,,1,StudyProc5
D_JOL B 2,114,1,BlockProc2,Block2,31,,74,Lease - Toil,U,74,,,58,5644,,,,,1,StudyProc5
D_JOL B 2,114,1,BlockProc2,Block2,32,,36,Baseball - League,B,36,,,57,8403,,,,,1,StudyProc5
D_JOL B 2,114,1,BlockProc2,Block2,33,,24,Bird - Penguin,B,24,,,88,3146,,,,,1,StudyProc5
D_JOL B 2,114,1,BlockProc2,Block2,34,,12,Chop - Cut,F,12,,,65,5120,,,,,1,StudyProc5
D_JOL B 2,114,1,BlockProc2,Block2,35,,28,Pop - Balloon,B,28,,,48,4814,,,,,1,StudyProc5
D_JOL B 2,114,1,BlockProc2,Block2,36,,64,Maze - Election,U,64,,,78,4896,,,,,1,StudyProc5
D_JOL B 2,114,1,BlockProc2,Block2,37,,60,Sun - Tan,S,60,,,74,4777,,,,,1,StudyProc5
D_JOL B 2,114,1,BlockProc2,Block2,38,,31,Cat - Panther,B,31,,,38,4653,,,,,1,StudyProc5
D_JOL B 2,114,1,BlockProc2,Block2,39,,33,Dead - Coffin,B,33,,,49,5081,,,,,1,StudyProc5
D_JOL B 2,114,1,BlockProc2,Block2,40,,63,Give - Steak,U,63,,,84,6370,,,,,1,StudyProc5
D_JOL B 2,114,1,BlockProc2,Block2,41,,40,Fight - Brawl,B,40,,,72,6950,,,,,1,StudyProc5
D_JOL B 2,114,1,BlockProc2,Block2,42,,19,Chill - Cold,F,19,,,42,7386,,,,,1,StudyProc5
D_JOL B 2,114,1,BlockProc2,Block2,43,,42,Rights - Equal,S,42,,,27,3326,,,,,1,StudyProc5
D_JOL B 2,114,1,BlockProc2,Block2,44,,37,Money - Banker,B,37,,,74,3357,,,,,1,StudyProc5
D_JOL B 2,114,1,BlockProc2,Block2,45,,80,Charm - Vehicle,U,80,,,48,3930,,,,,1,StudyProc5
D_JOL B 2,114,1,BlockProc2,Block2,46,,66,Crackle - Able,U,66,,,58,8441,,,,,1,StudyProc5
D_JOL B 2,114,1,BlockProc2,Block2,47,,23,Bad - Villain,B,23,,,58,5481,,,,,1,StudyProc5
D_JOL B 2,114,1,BlockProc2,Block2,48,,48,Water - Drink,S,48,,,34,6833,,,,,1,StudyProc5
D_JOL B 2,114,1,BlockProc2,Block2,49,,71,Name - Hate,U,71,,,14,5994,,,,,1,StudyProc5
D_JOL B 2,114,1,BlockProc2,Block2,50,,2,Clue - Game,F,2,,,46,6897,,,,,1,StudyProc5
D_JOL B 2,114,1,BlockProc2,Block2,51,,58,Own - Have,S,58,,,17,5507,,,,,1,StudyProc5
D_JOL B 2,114,1,BlockProc2,Block2,52,,75,Loan - Sign,U,75,,,64,15044,,,,,1,StudyProc5
D_JOL B 2,114,1,BlockProc2,Block2,53,,51,Dry - Wet,S,51,,,58,4201,,,,,1,StudyProc5
D_JOL B 2,114,1,BlockProc2,Block2,54,,6,Adjourn - End,F,6,,,46,5110,,,,,1,StudyProc5
D_JOL B 2,114,1,BlockProc2,Block2,55,,76,Both - Ounce,U,76,,,43,6945,,,,,1,StudyProc5
D_JOL B 2,114,1,BlockProc2,Block2,56,,44,Candle - Wax,S,44,,,12,5749,,,,,1,StudyProc5
D_JOL B 2,114,1,BlockProc2,Block2,57,,68,Listen - Fiction,U,68,,,19,8395,,,,,1,StudyProc5
D_JOL B 2,114,1,BlockProc2,Block2,58,,25,Star - Actress,B,25,,,28,7144,,,,,1,StudyProc5
D_JOL B 2,114,1,BlockProc2,Block2,59,,3,Cactus - Plant,F,3,,,46,5519,,,,,1,StudyProc5
D_JOL B 2,114,1,BlockProc2,Block2,60,,16,Dine - Eat,F,16,,,20,6035,,,,,1,StudyProc5
D_JOL B 2,114,1,BlockProc2,Block2,61,,30,Best - Favorite,B,30,,,17,8953,,,,,1,StudyProc5
D_JOL B 2,114,1,BlockProc2,Block2,62,,53,Truth - Lie,S,53,,,5,5727,,,,,1,StudyProc5
D_JOL B 2,114,1,BlockProc2,Block2,63,,69,Keys - Joke,U,69,,,23,4881,,,,,1,StudyProc5
D_JOL B 2,114,1,BlockProc2,Block2,64,,46,Element - Carbon,S,46,,,21,4983,,,,,1,StudyProc5
D_JOL B 2,114,1,BlockProc2,Block2,65,,1,Extension - Long,F,1,,,14,6503,,,,,1,StudyProc5
D_JOL B 2,114,1,BlockProc2,Block2,66,,20,Affection - Love,F,20,,,76,8990,,,,,1,StudyProc5
D_JOL B 2,114,1,BlockProc2,Block2,67,,62,Stretch - Cloth,U,62,,,32,7065,,,,,1,StudyProc5
D_JOL B 2,114,1,BlockProc2,Block2,68,,10,Scalp - Head,F,10,,,4,4060,,,,,1,StudyProc5
D_JOL B 2,114,1,BlockProc2,Block2,69,,78,Mirror - Children,U,78,,,8,6960,,,,,1,StudyProc5
D_JOL B 2,114,1,BlockProc2,Block2,70,,52,Safety - Seatbelt,S,52,,,38,3873,,,,,1,StudyProc5
D_JOL B 2,114,1,BlockProc2,Block2,71,,11,Driver - Car,F,11,,,24,4096,,,,,1,StudyProc5
D_JOL B 2,114,1,BlockProc2,Block2,72,,57,Loud - Noise,S,57,,,11,8154,,,,,1,StudyProc5
D_JOL B 2,114,1,BlockProc2,Block2,73,,13,Mule - Donkey,F,13,,,18,6720,,,,,1,StudyProc5
D_JOL B 2,114,1,BlockProc2,Block2,74,,26,Thread - Thimble,B,26,,,6,7811,,,,,1,StudyProc5
D_JOL B 2,114,1,BlockProc2,Block2,75,,56,Flea - Tick,S,56,,,2,5558,,,,,1,StudyProc5
D_JOL B 2,114,1,BlockProc2,Block2,76,,43,Mason - Jar,S,43,,,8,5534,,,,,1,StudyProc5
D_JOL B 2,114,1,BlockProc2,Block2,77,,5,Detective - Mystery,F,5,,,74,4378,,,,,1,StudyProc5
D_JOL B 2,114,1,BlockProc2,Block2,78,,39,Sleep - Nap,B,39,,,68,3570,,,,,1,StudyProc5
D_JOL B 2,114,1,BlockProc2,Block2,79,,34,Plane - Aircraft,B,34,,,19,5841,,,,,1,StudyProc5
D_JOL B 2,114,1,BlockProc2,Block2,80,,59,Tantrum - Temper,S,59,,,16,7120,,,,,1,StudyProc5
D_JOL B 2,114,1,BlockProc2,Block2,81,,17,Shears - Scissors,F,17,,,9,4255,,,,,1,StudyProc5
D_JOL B 2,114,1,BlockProc2,Block2,82,,7,Furry - Dog,F,7,,,14,6669,,,,,1,StudyProc5
D_JOL B 2,114,1,BlockProc2,Block2,83,,14,Document - Paper,F,14,,,65,3166,,,,,1,StudyProc5
D_JOL B 2,114,1,BlockProc2,Block2,84,,22,Car - Windshield,B,22,,,75,5051,,,,,1,StudyProc5
D_JOL B 2,114,1,BlockProc2,Block2,85,,54,Phone - Communication,S,54,,,85,3841,,,,,1,StudyProc5
D_JOL B 2,114,1,BlockProc2,Block2,86,,,Deciet - Cheat,,1,,,,,,,,,1,StudyProc6
D_JOL B 2,114,1,BlockProc2,Block2,87,,,Deaf - Hear,,3,,,,,,,,,1,StudyProc6
D_JOL B 2,114,1,BlockProc2,Block2,88,,,Mind - Matter,,2,,,,,,,,,1,StudyProc6
D_JOL B 2,114,1,BlockProc2,Block2,89,,,Magician - Magic,,4,,,,,,,,,1,StudyProc6
D_JOL B 2,114,1,BlockProc2,Block2,90,,,Contest - Competition,,5,,,,,,,,,1,StudyProc6
D_JOL B 2,114,1,BlockProc2,Block2,91,,,Rights - ?,,42,,,,,,,Freedom,15911,1,recallproc2
D_JOL B 2,114,1,BlockProc2,Block2,92,,,Dry - ?,,51,,,,,,,Clean,7248,1,recallproc2
D_JOL B 2,114,1,BlockProc2,Block2,93,,,Cherry - ?,,9,,,,,,,Pie,7837,1,recallproc2
D_JOL B 2,114,1,BlockProc2,Block2,94,,,Mason - ?,,43,,,,,,,Home,11722,1,recallproc2
D_JOL B 2,114,1,BlockProc2,Block2,95,,,Cat - ?,,31,,,,,,,Food,5307,1,recallproc2
D_JOL B 2,114,1,BlockProc2,Block2,96,,,Shell - ?,,68,,,,,,,Fish,6165,1,recallproc2
D_JOL B 2,114,1,BlockProc2,Block2,97,,,Loan - ?,,76,,,,,,,Bank,3758,1,recallproc2
D_JOL B 2,114,1,BlockProc2,Block2,98,,,Name - ?,,72,,,,,,,Id,6726,1,recallproc2
D_JOL B 2,114,1,BlockProc2,Block2,99,,,Bad - ?,,23,,,,,,,Crime,4856,1,recallproc2
D_JOL B 2,114,1,BlockProc2,Block2,100,,,Sleep - ?,,39,,,,,,,Night,13172,1,recallproc2
D_JOL B 2,114,1,BlockProc2,Block2,101,,,Driver - ?,,11,,,,,,,Car,2867,1,recallproc2
D_JOL B 2,114,1,BlockProc2,Block2,102,,,Honest - ?,,38,,,,,,,Hopefully,18479,1,recallproc2
D_JOL B 2,114,1,BlockProc2,Block2,103,,,Glass - ?,,32,,,,,,,Break,3658,1,recallproc2
D_JOL B 2,114,1,BlockProc2,Block2,104,,,Thread - ?,,26,,,,,,,Tie,4238,1,recallproc2
D_JOL B 2,114,1,BlockProc2,Block2,105,,,Truth - ?,,53,,,,,,,Honest,4923,1,recallproc2
D_JOL B 2,114,1,BlockProc2,Block2,106,,,Affection - ?,,20,,,,,,,Love,2613,1,recallproc2
D_JOL B 2,114,1,BlockProc2,Block2,107,,,Keys - ?,,70,,,,,,,Door,3499,1,recallproc2
D_JOL B 2,114,1,BlockProc2,Block2,108,,,Give - ?,,63,,,,,,,Take,5478,1,recallproc2
D_JOL B 2,114,1,BlockProc2,Block2,109,,,Shoelace - ?,,4,,,,,,,Tie,2578,1,recallproc2
D_JOL B 2,114,1,BlockProc2,Block2,110,,,Element - ?,,46,,,,,,,Science,13202,1,recallproc2
D_JOL B 2,114,1,BlockProc2,Block2,111,,,Feud - ?,,18,,,,,,,Fight,3176,1,recallproc2
D_JOL B 2,114,1,BlockProc2,Block2,112,,,Litter - ?,,8,,,,,,,Tras,4543,1,recallproc2
D_JOL B 2,114,1,BlockProc2,Block2,113,,,Shears - ?,,17,,,,,,,Sword,7776,1,recallproc2
D_JOL B 2,114,1,BlockProc2,Block2,114,,,Temperature - ?,,78,,,,,,,Sun,5096,1,recallproc2
D_JOL B 2,114,1,BlockProc2,Block2,115,,,Justice - ?,,61,,,,,,,Crime,3899,1,recallproc2
D_JOL B 2,114,1,BlockProc2,Block2,116,,,Clue - ?,,2,,,,,,,Key,4886,1,recallproc2
D_JOL B 2,114,1,BlockProc2,Block2,117,,,Chop - ?,,12,,,,,,,Cut,2289,1,recallproc2
D_JOL B 2,114,1,BlockProc2,Block2,118,,,Mirror - ?,,79,,,,,,,Light,6308,1,recallproc2
D_JOL B 2,114,1,BlockProc2,Block2,119,,,Baseball - ?,,36,,,,,,,Game,4318,1,recallproc2
D_JOL B 2,114,1,BlockProc2,Block2,120,,,Car - ?,,22,,,,,,,Door,8056,1,recallproc2
D_JOL B 2,114,1,BlockProc2,Block2,121,,,Fish - ?,,35,,,,,,,Net,3452,1,recallproc2
D_JOL B 2,114,1,BlockProc2,Block2,122,,,Water,,48,,,,,,,Tank,11889,1,recallproc2
D_JOL B 2,114,1,BlockProc2,Block2,123,,,Money - ?,,37,,,,,,,Bank,8915,1,recallproc2
D_JOL B 2,114,1,BlockProc2,Block2,124,,,Detective - ?,,5,,,,,,,Investigate,15949,1,recallproc2
D_JOL B 2,114,1,BlockProc2,Block2,125,,,Vehicle - ?,,65,,,,,,,Car,2981,1,recallproc2
D_JOL B 2,114,1,BlockProc2,Block2,126,,,Moat - ?,,74,,,,,,,Clue,6925,1,recallproc2
D_JOL B 2,114,1,BlockProc2,Block2,127,,,Both - ?,,77,,,,,,,Together,5247,1,recallproc2
D_JOL B 2,114,1,BlockProc2,Block2,128,,,Turn - ?,,21,,,,,,,Slide,6532,1,recallproc2
D_JOL B 2,114,1,BlockProc2,Block2,129,,,Wrist - ?,,45,,,,,,,Hand,2773,1,recallproc2
D_JOL B 2,114,1,BlockProc2,Block2,130,,,Candle - ?,,44,,,,,,,Light,5365,1,recallproc2
D_JOL B 2,114,1,BlockProc2,Block2,131,,,Razor - ?,,41,,,,,,,Shave,2885,1,recallproc2
D_JOL B 2,114,1,BlockProc2,Block2,132,,,Furry - ?,,7,,,,,,,Fire,3297,1,recallproc2
D_JOL B 2,114,1,BlockProc2,Block2,133,,,Star - ?,,25,,,,,,,Sky,3636,1,recallproc2
D_JOL B 2,114,1,BlockProc2,Block2,134,,,Fruit - ?,,29,,,,,,,Market,8129,1,recallproc2
D_JOL B 2,114,1,BlockProc2,Block2,135,,,Gone - ?,,47,,,,,,,Away,3970,1,recallproc2
D_JOL B 2,114,1,BlockProc2,Block2,136,,,Phone - ?,,54,,,,,,,Call,7962,1,recallproc2
D_JOL B 2,114,1,BlockProc2,Block2,137,,,Own - ?,,58,,,,,,,Have,9378,1,recallproc2
D_JOL B 2,114,1,BlockProc2,Block2,138,,,Cactus - ?,,3,,,,,,,Desert,4985,1,recallproc2
D_JOL B 2,114,1,BlockProc2,Block2,139,,,Incense - ?,,15,,,,,,,Amora,7800,1,recallproc2
D_JOL B 2,114,1,BlockProc2,Block2,140,,,Mule - ?,,13,,,,,,,Donkey,4207,1,recallproc2
D_JOL B 2,114,1,BlockProc2,Block2,141,,,Lease - ?,,75,,,,,,,Rent,2830,1,recallproc2
D_JOL B 2,114,1,BlockProc2,Block2,142,,,Pop - ?,,28,,,,,,,Jazz,3963,1,recallproc2
D_JOL B 2,114,1,BlockProc2,Block2,143,,,Earth - ?,,49,,,,,,,Ground,3564,1,recallproc2
D_JOL B 2,114,1,BlockProc2,Block2,144,,,Plane - ?,,34,,,,,,,Sky,4340,1,recallproc2
D_JOL B 2,114,1,BlockProc2,Block2,145,,,Main - ?,,80,,,,,,,General,4757,1,recallproc2
D_JOL B 2,114,1,BlockProc2,Block2,146,,,Listen - ?,,69,,,,,,,Sound,8438,1,recallproc2
D_JOL B 2,114,1,BlockProc2,Block2,147,,,Dead - ?,,33,,,,,,,Deaf,10386,1,recallproc2
D_JOL B 2,114,1,BlockProc2,Block2,148,,,Flea - ?,,56,,,,,,,Run,6945,1,recallproc2
D_JOL B 2,114,1,BlockProc2,Block2,149,,,Maze - ?,,64,,,,,,,Clue,12506,1,recallproc2
D_JOL B 2,114,1,BlockProc2,Block2,150,,,Safety - ?,,52,,,,,,,Place,10588,1,recallproc2
D_JOL B 2,114,1,BlockProc2,Block2,151,,,Chill - ?,,19,,,,,,,Col,4954,1,recallproc2
D_JOL B 2,114,1,BlockProc2,Block2,152,,,Stretch - ?,,62,,,,,,,Bed,8859,1,recallproc2
D_JOL B 2,114,1,BlockProc2,Block2,153,,,Best - ?,,30,,,,,,,Place,10407,1,recallproc2
D_JOL B 2,114,1,BlockProc2,Block2,154,,,Extension - ?,,1,,,,,,,For,23341,1,recallproc2
D_JOL B 2,114,1,BlockProc2,Block2,155,,,Rod - ?,,55,,,,,,,Hit,11605,1,recallproc2
D_JOL B 2,114,1,BlockProc2,Block2,156,,,Loud - ?,,57,,,,,,,Sound,2858,1,recallproc2
D_JOL B 2,114,1,BlockProc2,Block2,157,,,Dine - ?,,16,,,,,,,Restaurant,10119,1,recallproc2
D_JOL B 2,114,1,BlockProc2,Block2,158,,,Document - ?,,14,,,,,,,File,2872,1,recallproc2
D_JOL B 2,114,1,BlockProc2,Block2,159,,,Even - ?,,27,,,,,,,Both,9172,1,recallproc2
D_JOL B 2,114,1,BlockProc2,Block2,160,,,Scalp - ?,,10,,,,,,,Head,3779,1,recallproc2
D_JOL B 2,114,1,BlockProc2,Block2,161,,,Crackle - ?,,67,,,,,,,Away,10643,1,recallproc2
D_JOL B 2,114,1,BlockProc2,Block2,162,,,Meat - ?,,66,,,,,,,Cu,7360,1,recallproc2
D_JOL B 2,114,1,BlockProc2,Block2,163,,,Fight - ?,,40,,,,,,,Fued,7160,1,recallproc2
D_JOL B 2,114,1,BlockProc2,Block2,164,,,Sun - ?,,60,,,,,,,Light,3040,1,recallproc2
D_JOL B 2,114,1,BlockProc2,Block2,165,,,Alone - ?,,50,,,,,,,Away,4605,1,recallproc2
D_JOL B 2,114,1,BlockProc2,Block2,166,,,Adjourn - ?,,6,,,,,,,Love,7916,1,recallproc2
D_JOL B 2,114,1,BlockProc2,Block2,167,,,Cake - ?,,71,,,,,,,Desert,10182,1,recallproc2
D_JOL B 2,114,1,BlockProc2,Block2,168,,,Bird - ?,,24,,,,,,,Fly,2949,1,recallproc2
D_JOL B 2,114,1,BlockProc2,Block2,169,,,Tantrum - ?,,59,,,,,,,Element,14166,1,recallproc2
D_JOL B 2,114,1,BlockProc2,Block2,170,,,Fuzzy - ?,,73,,,,,,,Soda,2942,1,recallproc2
D_JOL B 2,114,1,BlockProc1,Block1,1,,,Member - Group,,5,,,,,,,,,1,StudyProc1
D_JOL B 2,114,1,BlockProc1,Block1,2,,,Shrimp - Fish,,4,,,,,,,,,1,StudyProc1
D_JOL B 2,114,1,BlockProc1,Block1,3,,,Curtain - Drapes,,2,,,,,,,,,1,StudyProc1
D_JOL B 2,114,1,BlockProc1,Block1,4,,,Snow - Ice,,3,,,,,,,,,1,StudyProc1
D_JOL B 2,114,1,BlockProc1,Block1,5,,,Haircut-Scissors,,1,,,,,,,,,1,StudyProc1
D_JOL B 2,114,1,BlockProc1,Block1,6,15,,Revolution - War,F,15,75,9497,,,,,,,1,StudyProc3
D_JOL B 2,114,1,BlockProc1,Block1,7,45,,Trial - Jury,S,45,89,3132,,,,,,,1,StudyProc3
D_JOL B 2,114,1,BlockProc1,Block1,8,43,,Location - Site,S,43,89,3409,,,,,,,1,StudyProc3
D_JOL B 2,114,1,BlockProc1,Block1,9,54,,Choice - Decision,S,54,74,3856,,,,,,,1,StudyProc3
D_JOL B 2,114,1,BlockProc1,Block1,10,71,,Machine - Position,U,71,78,5883,,,,,,,1,StudyProc3
D_JOL B 2,114,1,BlockProc1,Block1,11,62,,Dietary - Sacking,U,62,8,5308,,,,,,,1,StudyProc3
D_JOL B 2,114,1,BlockProc1,Block1,12,80,,King - Vase,U,80,78,5455,,,,,,,1,StudyProc3
D_JOL B 2,114,1,BlockProc1,Block1,13,26,,Sentence - Word,B,26,67,4730,,,,,,,1,StudyProc3
D_JOL B 2,114,1,BlockProc1,Block1,14,60,,Circle - Round,S,60,65,5894,,,,,,,1,StudyProc3
D_JOL B 2,114,1,BlockProc1,Block1,15,67,,Death - Business,U,67,43,10898,,,,,,,1,StudyProc3
D_JOL B 2,114,1,BlockProc1,Block1,16,6,,Hornet - Sting,F,6,16,3550,,,,,,,1,StudyProc3
D_JOL B 2,114,1,BlockProc1,Block1,17,75,,Strong - Accident,U,75,2,10064,,,,,,,1,StudyProc3
D_JOL B 2,114,1,BlockProc1,Block1,18,58,,Honey - Bee,S,58,68,11597,,,,,,,1,StudyProc3
D_JOL B 2,114,1,BlockProc1,Block1,19,30,,Great - Fantastic,B,30,65,5182,,,,,,,1,StudyProc3
D_JOL B 2,114,1,BlockProc1,Block1,20,49,,Begin - End,S,49,95,2301,,,,,,,1,StudyProc3
D_JOL B 2,114,1,BlockProc1,Block1,21,36,,Sleep - Drowsy,B,36,21,3678,,,,,,,1,StudyProc3
D_JOL B 2,114,1,BlockProc1,Block1,22,66,,Discover - Floor,U,66,24,7067,,,,,,,1,StudyProc3
D_JOL B 2,114,1,BlockProc1,Block1,23,8,,Root - Plant,F,8,86,4353,,,,,,,1,StudyProc3
D_JOL B 2,114,1,BlockProc1,Block1,24,55,,Shoe - Foot,S,55,78,3284,,,,,,,1,StudyProc3
D_JOL B 2,114,1,BlockProc1,Block1,25,38,,Clothes - Attire,B,38,76,6783,,,,,,,1,StudyProc3
D_JOL B 2,114,1,BlockProc1,Block1,26,9,,Swan - Bird,F,9,43,3593,,,,,,,1,StudyProc3
D_JOL B 2,114,1,BlockProc1,Block1,27,47,,Grill -Bar,S,47,24,4533,,,,,,,1,StudyProc3
D_JOL B 2,114,1,BlockProc1,Block1,28,3,,Wage - Money,F,3,76,2797,,,,,,,1,StudyProc3
D_JOL B 2,114,1,BlockProc1,Block1,29,5,,Editor - News,F,5,65,4097,,,,,,,1,StudyProc3
D_JOL B 2,114,1,BlockProc1,Block1,30,72,,Happy - Car,U,72,12,3104,,,,,,,1,StudyProc3
D_JOL B 2,114,1,BlockProc1,Block1,31,10,,Paw - Dog,F,10,68,5827,,,,,,,1,StudyProc3
D_JOL B 2,114,1,BlockProc1,Block1,32,68,,Debate - Sight,U,68,36,5237,,,,,,,1,StudyProc3
D_JOL B 2,114,1,BlockProc1,Block1,33,76,,Sugar - Riddle,U,76,13,4592,,,,,,,1,StudyProc3
D_JOL B 2,114,1,BlockProc1,Block1,34,33,,Ball - Racket,B,33,69,4364,,,,,,,1,StudyProc3
D_JOL B 2,114,1,BlockProc1,Block1,35,37,,Smell - Stench,B,37,32,3631,,,,,,,1,StudyProc3
D_JOL B 2,114,1,BlockProc1,Block1,36,69,,Artery - Bronze,U,69,15,3895,,,,,,,1,StudyProc3
D_JOL B 2,114,1,BlockProc1,Block1,37,34,,Work - Chore,B,34,10,5208,,,,,,,1,StudyProc3
D_JOL B 2,114,1,BlockProc1,Block1,38,7,,Bitter - Cold,F,7,64,6405,,,,,,,1,StudyProc3
D_JOL B 2,114,1,BlockProc1,Block1,39,35,,Hunger - Famine,B,35,78,2300,,,,,,,1,StudyProc3
D_JOL B 2,114,1,BlockProc1,Block1,40,20,,Tuna -  Fish,F,20,89,4085,,,,,,,1,StudyProc3
D_JOL B 2,114,1,BlockProc1,Block1,41,14,,Geology - Rock,F,14,78,3008,,,,,,,1,StudyProc3
D_JOL B 2,114,1,BlockProc1,Block1,42,13,,Bridge - Water,F,13,87,3936,,,,,,,1,StudyProc3
D_JOL B 2,114,1,BlockProc1,Block1,43,32,,Hot - Chili,B,32,96,6877,,,,,,,1,StudyProc3
D_JOL B 2,114,1,BlockProc1,Block1,44,41,,Due - Assignment,S,41,65,4354,,,,,,,1,StudyProc3
D_JOL B 2,114,1,BlockProc1,Block1,45,57,,Lettuce - Salad,S,56,1,9245,,,,,,,1,StudyProc3
D_JOL B 2,114,1,BlockProc1,Block1,46,18,,Credit - Card,F,18,94,5125,,,,,,,1,StudyProc3
D_JOL B 2,114,1,BlockProc1,Block1,47,25,,Height - Growth,B,25,83,5090,,,,,,,1,StudyProc3
D_JOL B 2,114,1,BlockProc1,Block1,48,56,,Past - Future,S,57,82,51344,,,,,,,1,StudyProc3
D_JOL B 2,114,1,BlockProc1,Block1,49,23,,Dark - Cave,B,23,4,7900,,,,,,,1,StudyProc3
D_JOL B 2,114,1,BlockProc1,Block1,50,79,,Hide - Sick,U,79,23,7292,,,,,,,1,StudyProc3
D_JOL B 2,114,1,BlockProc1,Block1,51,1,,Delinquent - Bad,F,1,14,6190,,,,,,,1,StudyProc3
D_JOL B 2,114,1,BlockProc1,Block1,52,52,,Wine - Cheese,S,52,56,5378,,,,,,,1,StudyProc3
D_JOL B 2,114,1,BlockProc1,Block1,53,28,,Math - Division,B,28,68,6069,,,,,,,1,StudyProc3
D_JOL B 2,114,1,BlockProc1,Block1,54,12,,Hygiene - Clean,F,12,88,2844,,,,,,,1,StudyProc3
D_JOL B 2,114,1,BlockProc1,Block1,55,44,,Dump - Waste,S,44,78,3184,,,,,,,1,StudyProc3
D_JOL B 2,114,1,BlockProc1,Block1,56,63,,Park - Hungry,U,63,75,3298,,,,,,,1,StudyProc3
D_JOL B 2,114,1,BlockProc1,Block1,57,64,,Lift - Woman,U,64,35,3992,,,,,,,1,StudyProc3
D_JOL B 2,114,1,BlockProc1,Block1,58,70,,Fix - Hand,U,70,17,4381,,,,,,,1,StudyProc3
D_JOL B 2,114,1,BlockProc1,Block1,59,48,,Kidney - Liver,S,48,86,3986,,,,,,,1,StudyProc3
D_JOL B 2,114,1,BlockProc1,Block1,60,27,,Bug - Wasp,B,27,75,14835,,,,,,,1,StudyProc3
D_JOL B 2,114,1,BlockProc1,Block1,61,16,,Discussion - Talk,F,16,13,6313,,,,,,,1,StudyProc3
D_JOL B 2,114,1,BlockProc1,Block1,62,50,,Blow - Wind,S,50,74,3366,,,,,,,1,StudyProc3
D_JOL B 2,114,1,BlockProc1,Block1,63,2,,Digestion - Stomach,F,2,88,6317,,,,,,,1,StudyProc3
D_JOL B 2,114,1,BlockProc1,Block1,64,21,,Full - Enough,B,21,75,3722,,,,,,,1,StudyProc3
D_JOL B 2,114,1,BlockProc1,Block1,65,78,,Cash - Would,U,78,7,3336,,,,,,,1,StudyProc3
D_JOL B 2,114,1,BlockProc1,Block1,66,51,,Pop - Soda,S,51,83,3990,,,,,,,1,StudyProc3
D_JOL B 2,114,1,BlockProc1,Block1,67,73,,Allow - Tuck,U,73,4,3616,,,,,,,1,StudyProc3
