"ExperimentName","Subject","Session","Procedure.Block.","Running.Block.","Trial","cue_target","Direction","ListNum","JOL","JOL_RT","Procedure.Trial.","Recall_prompt","Response","Response_RT"
"D_JOL A 2",133,1,"BlockProc1","Block1",55,"Due - Assignment","S",41,"99",4044,"StudyProc3","Due - ?","pay",5420
"D_JOL A 2",133,1,"BlockProc1","Block1",44,"Number - Amount","S",42,"97",5885,"StudyProc3","Number - ?","one",6459
"D_JOL A 2",133,1,"BlockProc1","Block1",36,"Location - Site","S",43,"99",7903,"StudyProc3","Location - ?","place",9811
"D_JOL A 2",133,1,"BlockProc1","Block1",40,"Dump - Waste","S",44,"97",4296,"StudyProc3","Dump - ?","trash",7140
"D_JOL A 2",133,1,"BlockProc1","Block1",25,"Trial - Jury","S",45,"95",8723,"StudyProc3","Trial - ?","jurry",4906
"D_JOL A 2",133,1,"BlockProc1","Block1",61,"Architecture - Design","S",46,"92",3818,"StudyProc3","Architecture - ?","hall",7626
"D_JOL A 2",133,1,"BlockProc1","Block1",18,"Grill -Bar","S",47,"100",3891,"StudyProc3","Grill - ?","meat",11769
"D_JOL A 2",133,1,"BlockProc1","Block1",43,"Kidney - Liver","S",48,"97",5513,"StudyProc3","Kidney - ?","liver",3682
"D_JOL A 2",133,1,"BlockProc1","Block1",62,"Begin - End","S",49,"100",4062,"StudyProc3","Begin - ?","end",2723
"D_JOL A 2",133,1,"BlockProc1","Block1",76,"Blow - Wind","S",50,"96",2856,"StudyProc3","Blow - ?","wind",2942
"D_JOL A 2",133,1,"BlockProc1","Block1",27,"Pop - Soda","S",51,"97",5780,"StudyProc3","Pop - ?","soda",3107
"D_JOL A 2",133,1,"BlockProc1","Block1",9,"Wine - Cheese","S",52,"34",11613,"StudyProc3","Wine - ?","cheese",3176
"D_JOL A 2",133,1,"BlockProc1","Block1",58,"Bathroom - Toilet","S",53,"95",3642,"StudyProc3","Bathroom - ?","toilet",4381
"D_JOL A 2",133,1,"BlockProc1","Block1",48,"Choice - Decision","S",54,"98",2900,"StudyProc3","Choice - ?","decission",6345
"D_JOL A 2",133,1,"BlockProc1","Block1",70,"Shoe - Foot","S",55,"87",4161,"StudyProc3","Shoe - ?","foot",3265
"D_JOL A 2",133,1,"BlockProc1","Block1",38,"Lettuce - Salad","S",56,"99",4418,"StudyProc3","Lettuce - ?","salad",3469
"D_JOL A 2",133,1,"BlockProc1","Block1",66,"Past - Future","S",57,"100",4998,"StudyProc3","Past - ?","future",6262
"D_JOL A 2",133,1,"BlockProc1","Block1",78,"Honey - Bee","S",58,"99",3943,"StudyProc3","Honey - ?","bee",6466
"D_JOL A 2",133,1,"BlockProc1","Block1",69,"Baby - Child","S",59,"75",10008,"StudyProc3","Baby - ?","little",12412
"D_JOL A 2",133,1,"BlockProc1","Block1",60,"Circle - Round","S",60,"100",2381,"StudyProc3","Circle - ?","round",4487
"D_JOL A 2",133,1,"BlockProc1","Block1",68,"Pusher - Clutter","U",61,"97",2369,"StudyProc3","Pusher - ?","run",9495
"D_JOL A 2",133,1,"BlockProc1","Block1",45,"Dietary - Sacking","U",62,"86",3070,"StudyProc3","Dietary - ?","stomach",4816
"D_JOL A 2",133,1,"BlockProc1","Block1",50,"Park - Hungry","U",63,"99",3360,"StudyProc3","Park - ?","hungry",5052
"D_JOL A 2",133,1,"BlockProc1","Block1",21,"Lift - Woman","U",64,"45",6907,"StudyProc3","Lift - ?","height",6314
"D_JOL A 2",133,1,"BlockProc1","Block1",23,"Soon - Belt","U",65,"89",6011,"StudyProc3","Soon - ?","after",6184
"D_JOL A 2",133,1,"BlockProc1","Block1",26,"Discover - Floor","U",66,"95",4252,"StudyProc3","Discover - ?","find",14312
"D_JOL A 2",133,1,"BlockProc1","Block1",83,"Death - Business","U",67,"56",3769,"StudyProc3","Death - ?","end",5367
"D_JOL A 2",133,1,"BlockProc1","Block1",63,"Debate - Sight","U",68,"23",5980,"StudyProc3","Debate - ?","talk",4902
"D_JOL A 2",133,1,"BlockProc1","Block1",71,"Artery - Bronze","U",69,"99",2509,"StudyProc3","Artery - ?","rust",12389
"D_JOL A 2",133,1,"BlockProc1","Block1",35,"Fix - Hand","U",70,"95",3876,"StudyProc3","Fix - ?","break",8954
"D_JOL A 2",133,1,"BlockProc1","Block1",51,"Machine - Position","U",71,"27",6980,"StudyProc3","Machine - ?","bus",12551
"D_JOL A 2",133,1,"BlockProc1","Block1",32,"Happy - Car","U",72,"97",4740,"StudyProc3","Happy - ?","sad",5756
"D_JOL A 2",133,1,"BlockProc1","Block1",17,"Allow - Tuck","U",73,"98",3197,"StudyProc3","Allow - ?","let",4310
"D_JOL A 2",133,1,"BlockProc1","Block1",7,"Art - Lion","U",74,"14",12951,"StudyProc3","Art - ?","museum",11192
"D_JOL A 2",133,1,"BlockProc1","Block1",81,"Strong - Accident","U",75,"99",5392,"StudyProc3","Strong - ?","weak",6401
"D_JOL A 2",133,1,"BlockProc1","Block1",52,"Sugar - Riddle","U",76,"97",2232,"StudyProc3","Sugar - ?","sweet",3159
"D_JOL A 2",133,1,"BlockProc1","Block1",57,"Valley - Add","U",77,"95",3906,"StudyProc3","Valley - ?","river",4849
"D_JOL A 2",133,1,"BlockProc1","Block1",29,"Cash - Would","U",78,"99",9184,"StudyProc3","Cash - ?","would",2923
"D_JOL A 2",133,1,"BlockProc1","Block1",20,"Hide - Sick","U",79,"89",6597,"StudyProc3","Hide - ?","stinch",6857
"D_JOL A 2",133,1,"BlockProc1","Block1",8,"King - Vase","U",80,"47",8012,"StudyProc3","King - ?","prince",9660
"D_JOL A 2",137,1,"BlockProc1","Block1",69,"Delinquent - Bad","F",1,"67",1905,"StudyProc3","Delinquent - ?","bad",2081
"D_JOL A 2",137,1,"BlockProc1","Block1",64,"Digestion - Stomach","F",2,"7",1800,"StudyProc3","Digestion - ?","stomach",3239
"D_JOL A 2",137,1,"BlockProc1","Block1",31,"Wage - Money","F",3,"56",6087,"StudyProc3","Wage - ?","earn",7454
"D_JOL A 2",137,1,"BlockProc1","Block1",62,"Chisel - Hammer","F",4,"19",7377,"StudyProc3","Chisel - ?","hammer",3083
"D_JOL A 2",137,1,"BlockProc1","Block1",85,"Editor - News","F",5,"30",8507,"StudyProc3","Editor - ?","news",2387
"D_JOL A 2",137,1,"BlockProc1","Block1",79,"Hornet - Sting","F",6,"54",2984,"StudyProc3","Hornet - ?","sting",2772
"D_JOL A 2",137,1,"BlockProc1","Block1",56,"Bitter - Cold","F",7,"61",5085,"StudyProc3","Bitter - ?","cold",2098
"D_JOL A 2",137,1,"BlockProc1","Block1",76,"Root - Plant","F",8,"36",8488,"StudyProc3","Root - ?","tree",2181
"D_JOL A 2",137,1,"BlockProc1","Block1",41,"Swan - Bird","F",9,"70",6910,"StudyProc3","Swan - ?","cold",39103
"D_JOL A 2",137,1,"BlockProc1","Block1",29,"Paw - Dog","F",10,"78",9513,"StudyProc3","Paw - ?","dog",3044
"D_JOL A 2",137,1,"BlockProc1","Block1",6,"Way - Out","F",11,"74",6593,"StudyProc3","Way - ?","out",2348
"D_JOL A 2",137,1,"BlockProc1","Block1",65,"Hygiene - Clean","F",12,"",2948,"StudyProc3","Hygiene - ?","health",2576
"D_JOL A 2",137,1,"BlockProc1","Block1",39,"Bridge - Water","F",13,"88",3679,"StudyProc3","Bridge - ?","water",3100
"D_JOL A 2",137,1,"BlockProc1","Block1",63,"Geology - Rock","F",14,"19",6099,"StudyProc3","Geology - ?","rock",4143
"D_JOL A 2",137,1,"BlockProc1","Block1",80,"Revolution - War","F",15,"13",2780,"StudyProc3","Revolution - ?","change",3559
"D_JOL A 2",137,1,"BlockProc1","Block1",22,"Discussion - Talk","F",16,"64",3558,"StudyProc3","Discussion - ?","talk",3816
"D_JOL A 2",137,1,"BlockProc1","Block1",26,"Herd - Cow","F",17,"80",3189,"StudyProc3","Herd - ?","cow",1976
"D_JOL A 2",137,1,"BlockProc1","Block1",66,"Credit - Card","F",18,"80",2921,"StudyProc3","Credit - ?","card",2309
"D_JOL A 2",137,1,"BlockProc1","Block1",8,"Orchid - Flower","F",19,"78",4604,"StudyProc3","Orchid - ?","flower",2504
"D_JOL A 2",137,1,"BlockProc1","Block1",54,"Tuna -  Fish","F",20,"86",2471,"StudyProc3","Tuna - ?","fish",2369
"D_JOL A 2",137,1,"BlockProc1","Block1",60,"Full - Enough","B",21,"89",3009,"StudyProc3","Full - ?","ness",1856
"D_JOL A 2",137,1,"BlockProc1","Block1",17,"Drink - Sip","B",22,"65",3497,"StudyProc3","Drink - ?","water",2714
"D_JOL A 2",137,1,"BlockProc1","Block1",33,"Dark - Cave","B",23,"59",4606,"StudyProc3","Dark - ?","cave",2796
"D_JOL A 2",137,1,"BlockProc1","Block1",10,"Take - Seize","B",24,"",1950,"StudyProc3","Take - ?","grab",20964
"D_JOL A 2",137,1,"BlockProc1","Block1",36,"Height - Growth","B",25,"68",4445,"StudyProc3","Height - ?","growth",3417
"D_JOL A 2",137,1,"BlockProc1","Block1",50,"Sentence - Word","B",26,"0",2374,"StudyProc3","Sentence - ?","line",7922
"D_JOL A 2",137,1,"BlockProc1","Block1",23,"Bug - Wasp","B",27,"50",3875,"StudyProc3","Bug - ?","wasp",6115
"D_JOL A 2",137,1,"BlockProc1","Block1",67,"Math - Division","B",28,"76",3684,"StudyProc3","Math - ?","division",4000
"D_JOL A 2",137,1,"BlockProc1","Block1",58,"Law - Attorney","B",29,"37",3906,"StudyProc3","Law - ?","crime",4498
"D_JOL A 2",137,1,"BlockProc1","Block1",47,"Great - Fantastic","B",30,"65",5924,"StudyProc3","Great - ?","fantastic",6393
"D_JOL A 2",137,1,"BlockProc1","Block1",45,"Key - Latch","B",31,"18",3187,"StudyProc3","Key - ?","latch",3246
"D_JOL A 2",137,1,"BlockProc1","Block1",16,"Hot - Chili","B",32,"65",4721,"StudyProc3","Hot - ?","chilli",4705
"D_JOL A 2",137,1,"BlockProc1","Block1",55,"Ball - Racket","B",33,"6",6037,"StudyProc3","Ball - ?","room",2516
"D_JOL A 2",137,1,"BlockProc1","Block1",7,"Work - Chore","B",34,"65",2873,"StudyProc3","Work - ?","place",4127
"D_JOL A 2",137,1,"BlockProc1","Block1",37,"Hunger - Famine","B",35,"65",4213,"StudyProc3","Hunger - ?","famine",2572
"D_JOL A 2",137,1,"BlockProc1","Block1",84,"Sleep - Drowsy","B",36,"100",2464,"StudyProc3","Sleep - ?","wake",4085
"D_JOL A 2",137,1,"BlockProc1","Block1",30,"Smell - Stench","B",37,"78",4463,"StudyProc3","Smell - ?","stench",3216
"D_JOL A 2",137,1,"BlockProc1","Block1",14,"Clothes - Attire","B",38,"74",10962,"StudyProc3","Clothes - ?","warm",7315
"D_JOL A 2",137,1,"BlockProc1","Block1",51,"Plane - Pilot","B",39,"45",2839,"StudyProc3","Plane - ?","pilot",3163
"D_JOL A 2",137,1,"BlockProc1","Block1",18,"Fire - Blaze","B",40,"65",3017,"StudyProc3","Fire - ?","blaze",2958
"D_JOL A 2",137,1,"BlockProc1","Block1",21,"Due - Assignment","S",41,"90",3995,"StudyProc3","Due - ?","assignments",3659
"D_JOL A 2",137,1,"BlockProc1","Block1",83,"Number - Amount","S",42,"0",4441,"StudyProc3","Number - ?","digits",5395
"D_JOL A 2",137,1,"BlockProc1","Block1",53,"Location - Site","S",43,"20",8544,"StudyProc3","Location - ?","address",11751
"D_JOL A 2",137,1,"BlockProc1","Block1",46,"Dump - Waste","S",44,"29",4544,"StudyProc3","Dump - ?","waste",3918
"D_JOL A 2",137,1,"BlockProc1","Block1",9,"Trial - Jury","S",45,"64",7906,"StudyProc3","Trial - ?","jury",2444
"D_JOL A 2",137,1,"BlockProc1","Block1",81,"Architecture - Design","S",46,"20",4319,"StudyProc3","Architecture - ?","design",3205
"D_JOL A 2",137,1,"BlockProc1","Block1",42,"Grill -Bar","S",47,"45",9365,"StudyProc3","Grill - ?","bar",1987
"D_JOL A 2",137,1,"BlockProc1","Block1",28,"Kidney - Liver","S",48,"76",3585,"StudyProc3","Kidney - ?","liver",3216
"D_JOL A 2",137,1,"BlockProc1","Block1",49,"Begin - End","S",49,"",3912,"StudyProc3","Begin - ?","end",2677
"D_JOL A 2",137,1,"BlockProc1","Block1",77,"Blow - Wind","S",50,"35",5869,"StudyProc3","Blow - ?","wind",2461
"D_JOL A 2",137,1,"BlockProc1","Block1",13,"Pop - Soda","S",51,"76",5433,"StudyProc3","Pop - ?","soda",2563
"D_JOL A 2",137,1,"BlockProc1","Block1",74,"Wine - Cheese","S",52,"13",4534,"StudyProc3","Wine - ?","cheese",2963
"D_JOL A 2",137,1,"BlockProc1","Block1",70,"Bathroom - Toilet","S",53,"58",4234,"StudyProc3","Bathroom - ?","toilet",2605
"D_JOL A 2",137,1,"BlockProc1","Block1",24,"Choice - Decision","S",54,"45",7452,"StudyProc3","Choice - ?","choose",6990
"D_JOL A 2",137,1,"BlockProc1","Block1",57,"Shoe - Foot","S",55,"40",6919,"StudyProc3","Shoe - ?","foot",2100
"D_JOL A 2",137,1,"BlockProc1","Block1",25,"Lettuce - Salad","S",56,"78",4432,"StudyProc3","Lettuce - ?","salad",2373
"D_JOL A 2",137,1,"BlockProc1","Block1",20,"Past - Future","S",57,"85",5195,"StudyProc3","Past - ?","future",2749
"D_JOL A 2",137,1,"BlockProc1","Block1",61,"Honey - Bee","S",58,"100",1304,"StudyProc3","Honey - ?","bee",1780
"D_JOL A 2",137,1,"BlockProc1","Block1",38,"Baby - Child","S",59,"78",4975,"StudyProc3","Baby - ?","child",2331
"D_JOL A 2",137,1,"BlockProc1","Block1",15,"Circle - Round","S",60,"73",5759,"StudyProc3","Circle - ?","round",2624
"D_JOL A 2",137,1,"BlockProc1","Block1",78,"Pusher - Clutter","U",61,"15",3411,"StudyProc3","Pusher - ?","clutter",5651
"D_JOL A 2",137,1,"BlockProc1","Block1",75,"Dietary - Sacking","U",62,"0",1667,"StudyProc3","Dietary - ?","needs",3498
"D_JOL A 2",137,1,"BlockProc1","Block1",72,"Park - Hungry","U",63,"38",5628,"StudyProc3","Park - ?","state",3833
"D_JOL A 2",137,1,"BlockProc1","Block1",32,"Lift - Woman","U",64,"77",4178,"StudyProc3","Lift - ?","up",2354
"D_JOL A 2",137,1,"BlockProc1","Block1",73,"Soon - Belt","U",65,"0",1739,"StudyProc3","Soon - ?","coming",5177
"D_JOL A 2",137,1,"BlockProc1","Block1",34,"Discover - Floor","U",66,"88",5838,"StudyProc3","Discover - ?","floor",3208
"D_JOL A 2",137,1,"BlockProc1","Block1",12,"Death - Business","U",67,"78",4228,"StudyProc3","Death - ?","baed",3351
"D_JOL A 2",137,1,"BlockProc1","Block1",35,"Debate - Sight","U",68,"77",1785,"StudyProc3","Debate - ?","sight",3828
"D_JOL A 2",137,1,"BlockProc1","Block1",19,"Artery - Bronze","U",69,"80",4635,"StudyProc3","Artery - ?","bronze",3989
"D_JOL A 2",137,1,"BlockProc1","Block1",52,"Fix - Hand","U",70,"30",14179,"StudyProc3","Fix - ?","net",5824
"D_JOL A 2",137,1,"BlockProc1","Block1",11,"Machine - Position","U",71,"76",4852,"StudyProc3","Machine - ?","position",5307
"D_JOL A 2",137,1,"BlockProc1","Block1",43,"Happy - Car","U",72,"55",3652,"StudyProc3","Happy - ?","fun",13004
"D_JOL A 2",137,1,"BlockProc1","Block1",71,"Allow - Tuck","U",73,"20",5715,"StudyProc3","Allow - ?","not",6468
"D_JOL A 2",137,1,"BlockProc1","Block1",82,"Art - Lion","U",74,"12",2537,"StudyProc3","Art - ?","beautiful",5891
"D_JOL A 2",137,1,"BlockProc1","Block1",48,"Strong - Accident","U",75,"76",5483,"StudyProc3","Strong - ?","weak",5935
"D_JOL A 2",137,1,"BlockProc1","Block1",44,"Sugar - Riddle","U",76,"10",2072,"StudyProc3","Sugar - ?","salt",2592
"D_JOL A 2",137,1,"BlockProc1","Block1",27,"Valley - Add","U",77,"56",2839,"StudyProc3","Valley - ?","adds",3915
"D_JOL A 2",137,1,"BlockProc1","Block1",68,"Cash - Would","U",78,"0",1952,"StudyProc3","Cash - ?","back",3969
"D_JOL A 2",137,1,"BlockProc1","Block1",40,"Hide - Sick","U",79,"78",3181,"StudyProc3","Hide - ?","seek",27026
"D_JOL A 2",137,1,"BlockProc1","Block1",59,"King - Vase","U",80,"46",4697,"StudyProc3","King - ?","queen",23844
"D_JOL A 2",133,1,"BlockProc2","Block2",57,"Extension - Long","F",1,"22",4312,"StudyProc5","Extension - ?","long",4752
"D_JOL A 2",133,1,"BlockProc2","Block2",25,"Clue - Game","F",2,"84",3074,"StudyProc5","Clue - ?","hint",6339
"D_JOL A 2",133,1,"BlockProc2","Block2",71,"Cactus - Plant","F",3,"",1605,"StudyProc5","Cactus - ?","flower",5781
"D_JOL A 2",133,1,"BlockProc2","Block2",81,"Shoelace - Tie","F",4,"72",3309,"StudyProc5","Shoelace - ?","tie",3931
"D_JOL A 2",133,1,"BlockProc2","Block2",62,"Detective - Mystery","F",5,"22",3737,"StudyProc5","Detective - ?","watch",4761
"D_JOL A 2",133,1,"BlockProc2","Block2",52,"Adjourn - End","F",6,"89",3153,"StudyProc5","Adjourn - ?","end",2497
"D_JOL A 2",133,1,"BlockProc2","Block2",69,"Furry - Dog","F",7,"67",2837,"StudyProc5","Furry - ?","friend",3721
"D_JOL A 2",133,1,"BlockProc2","Block2",27,"Litter - Trash","F",8,"97",3049,"StudyProc5","Litter - ?","cat",2882
"D_JOL A 2",133,1,"BlockProc2","Block2",72,"Cherry - Red","F",9,"69",5481,"StudyProc5","Cherry - ?","blossom",4481
"D_JOL A 2",133,1,"BlockProc2","Block2",14,"Scalp - Head","F",10,"54",3680,"StudyProc5","Scalp - ?","head",2733
"D_JOL A 2",133,1,"BlockProc2","Block2",23,"Driver - Car","F",11,"76",3199,"StudyProc5","Driver - ?","drive",4271
"D_JOL A 2",133,1,"BlockProc2","Block2",8,"Chop - Cut","F",12,"23",3896,"StudyProc5","Chop - ?","cut",4482
"D_JOL A 2",133,1,"BlockProc2","Block2",65,"Mule - Donkey","F",13,"97",2934,"StudyProc5","Mule - ?","horse",4122
"D_JOL A 2",133,1,"BlockProc2","Block2",68,"Document - Paper","F",14,"34",4102,"StudyProc5","Document - ?","write",4546
"D_JOL A 2",133,1,"BlockProc2","Block2",59,"Incense - Smell","F",15,"56",2051,"StudyProc5","Incense - ?","smell",3493
"D_JOL A 2",133,1,"BlockProc2","Block2",80,"Dine - Eat","F",16,"98",1938,"StudyProc5","Dine - ?","eat",3478
"D_JOL A 2",133,1,"BlockProc2","Block2",37,"Shears - Scissors","F",17,"76",2841,"StudyProc5","Shears - ?","sisscors",6234
"D_JOL A 2",133,1,"BlockProc2","Block2",50,"Feud - Fight","F",18,"88",5910,"StudyProc5","Feud - ?","fight",3648
"D_JOL A 2",133,1,"BlockProc2","Block2",85,"Chill - Cold","F",19,"99",2375,"StudyProc5","Chill - ?","cold",3751
"D_JOL A 2",133,1,"BlockProc2","Block2",45,"Affection - Love","F",20,"89",4161,"StudyProc5","Affection - ?","love",3303
"D_JOL A 2",133,1,"BlockProc2","Block2",73,"Turn - Flip","B",21,"6",6547,"StudyProc5","Turn - ?","move",7720
"D_JOL A 2",133,1,"BlockProc2","Block2",12,"Car - Windshield","B",22,"34",2975,"StudyProc5","Car - ?","door",3887
"D_JOL A 2",133,1,"BlockProc2","Block2",29,"Bad - Villain","B",23,"86",2984,"StudyProc5","Bad - ?","good",2552
"D_JOL A 2",133,1,"BlockProc2","Block2",34,"Bird - Penguin","B",24,"20",3785,"StudyProc5","Bird - ?","bee",3333
"D_JOL A 2",133,1,"BlockProc2","Block2",61,"Star - Actress","B",25,"98",2207,"StudyProc5","Star - ?","shine",3621
"D_JOL A 2",133,1,"BlockProc2","Block2",13,"Thread - Thimble","B",26,"45",3043,"StudyProc5","Thread - ?","weave",3290
"D_JOL A 2",133,1,"BlockProc2","Block2",24,"Even - Revenge","B",27,"97",2760,"StudyProc5","Even - ?","odd",2528
"D_JOL A 2",133,1,"BlockProc2","Block2",36,"Pop - Balloon","B",28,"95",5755,"StudyProc5","Pop - ?","balloon",9834
"D_JOL A 2",133,1,"BlockProc2","Block2",10,"Fruit - Strawberry","B",29,"14",6090,"StudyProc5","Fruit - ?","salad",3164
"D_JOL A 2",133,1,"BlockProc2","Block2",35,"Best - Favorite","B",30,"67",4357,"StudyProc5","Best - ?","friend",4195
"D_JOL A 2",133,1,"BlockProc2","Block2",15,"Cat - Panther","B",31,"40",2457,"StudyProc5","Cat - ?","paw",3591
"D_JOL A 2",133,1,"BlockProc2","Block2",26,"Glass - Breakable","B",32,"67",6595,"StudyProc5","Glass - ?","break",5873
"D_JOL A 2",133,1,"BlockProc2","Block2",6,"Dead - Coffin","B",33,"65",12573,"StudyProc5","Dead - ?","alive",12866
"D_JOL A 2",133,1,"BlockProc2","Block2",66,"Plane - Aircraft","B",34,"12",2705,"StudyProc5","Plane - ?","train",3544
"D_JOL A 2",133,1,"BlockProc2","Block2",48,"Fish - Sardine","B",35,"89",3151,"StudyProc5","Fish - ?","tuna",5007
"D_JOL A 2",133,1,"BlockProc2","Block2",56,"Baseball - League","B",36,"33",2323,"StudyProc5","Baseball - ?","bat",3193
"D_JOL A 2",133,1,"BlockProc2","Block2",18,"Money - Banker","B",37,"10",6192,"StudyProc5","Money - ?","cash",3892
"D_JOL A 2",133,1,"BlockProc2","Block2",64,"Honest - Truthful","B",38,"85",4208,"StudyProc5","Honest - ?","truth",4469
"D_JOL A 2",133,1,"BlockProc2","Block2",28,"Sleep - Nap","B",39,"74",3266,"StudyProc5","Sleep - ?","nap",5843
"D_JOL A 2",133,1,"BlockProc2","Block2",43,"Fight - Brawl","B",40,"57",3670,"StudyProc5","Fight - ?","feud",7882
"D_JOL A 2",133,1,"BlockProc2","Block2",21,"Razor - Shave","S",41,"76",3151,"StudyProc5","Razor - ?","shred",4936
"D_JOL A 2",133,1,"BlockProc2","Block2",75,"Rights - Equal","S",42,"98",1846,"StudyProc5","Rights - ?","rules",4309
"D_JOL A 2",133,1,"BlockProc2","Block2",84,"Mason - Jar","S",43,"96",4642,"StudyProc5","Mason - ?","jar",3076
