ExperimentName,Subject,Session,Procedure[Block],Running[Block],Trial,Block1ITEMS,Block2ITEMS,cue_target,Direction,ListNum,pword3.RESP,pword3.RT,pword5.RESP,pword5.RT,Rword1.RESP,Rword1.RT,Rword2.RESP,Rword2.RT,Procedure[Trial]
D_JOL A 2,133,1,BlockProc1,Block1,35,70,,Fix - Hand,U,70,95,3876,,,,,,,StudyProc3
D_JOL A 2,133,1,BlockProc1,Block1,36,43,,Location - Site,S,43,99,7903,,,,,,,StudyProc3
D_JOL A 2,133,1,BlockProc1,Block1,37,20,,Tuna -  Fish,F,20,97,6976,,,,,,,StudyProc3
D_JOL A 2,133,1,BlockProc1,Block1,38,57,,Lettuce - Salad,S,56,99,4418,,,,,,,StudyProc3
D_JOL A 2,133,1,BlockProc1,Block1,39,21,,Full - Enough,B,21,98,2533,,,,,,,StudyProc3
D_JOL A 2,133,1,BlockProc1,Block1,40,44,,Dump - Waste,S,44,97,4296,,,,,,,StudyProc3
D_JOL A 2,133,1,BlockProc1,Block1,41,23,,Dark - Cave,B,23,96,2398,,,,,,,StudyProc3
D_JOL A 2,133,1,BlockProc1,Block1,42,35,,Hunger - Famine,B,35,95,3088,,,,,,,StudyProc3
D_JOL A 2,133,1,BlockProc1,Block1,43,48,,Kidney - Liver,S,48,97,5513,,,,,,,StudyProc3
D_JOL A 2,133,1,BlockProc1,Block1,44,42,,Number - Amount,S,42,97,5885,,,,,,,StudyProc3
D_JOL A 2,133,1,BlockProc1,Block1,45,62,,Dietary - Sacking,U,62,86,3070,,,,,,,StudyProc3
D_JOL A 2,133,1,BlockProc1,Block1,46,26,,Sentence - Word,B,26,87,4676,,,,,,,StudyProc3
D_JOL A 2,133,1,BlockProc1,Block1,47,13,,Bridge - Water,F,13,89,4422,,,,,,,StudyProc3
D_JOL A 2,133,1,BlockProc1,Block1,48,54,,Choice - Decision,S,54,98,2900,,,,,,,StudyProc3
D_JOL A 2,133,1,BlockProc1,Block1,49,4,,Chisel - Hammer,F,4,98,3561,,,,,,,StudyProc3
D_JOL A 2,133,1,BlockProc1,Block1,50,63,,Park - Hungry,U,63,99,3360,,,,,,,StudyProc3
D_JOL A 2,133,1,BlockProc1,Block1,51,71,,Machine - Position,U,71,27,6980,,,,,,,StudyProc3
D_JOL A 2,133,1,BlockProc1,Block1,52,76,,Sugar - Riddle,U,76,97,2232,,,,,,,StudyProc3
D_JOL A 2,133,1,BlockProc1,Block1,53,6,,Hornet - Sting,F,6,95,3463,,,,,,,StudyProc3
D_JOL A 2,133,1,BlockProc1,Block1,54,37,,Smell - Stench,B,37,98,5184,,,,,,,StudyProc3
D_JOL A 2,133,1,BlockProc1,Block1,55,41,,Due - Assignment,S,41,99,4044,,,,,,,StudyProc3
D_JOL A 2,133,1,BlockProc1,Block1,56,28,,Math - Division,B,28,26,5990,,,,,,,StudyProc3
D_JOL A 2,133,1,BlockProc1,Block1,57,77,,Valley - Add,U,77,95,3906,,,,,,,StudyProc3
D_JOL A 2,133,1,BlockProc1,Block1,58,53,,Bathroom - Toilet,S,53,95,3642,,,,,,,StudyProc3
D_JOL A 2,133,1,BlockProc1,Block1,59,12,,Hygiene - Clean,F,12,99,3130,,,,,,,StudyProc3
D_JOL A 2,133,1,BlockProc1,Block1,60,60,,Circle - Round,S,60,100,2381,,,,,,,StudyProc3
D_JOL A 2,133,1,BlockProc1,Block1,61,46,,Architecture - Design,S,46,92,3818,,,,,,,StudyProc3
D_JOL A 2,133,1,BlockProc1,Block1,62,49,,Begin - End,S,49,100,4062,,,,,,,StudyProc3
D_JOL A 2,133,1,BlockProc1,Block1,63,68,,Debate - Sight,U,68,23,5980,,,,,,,StudyProc3
D_JOL A 2,133,1,BlockProc1,Block1,64,5,,Editor - News,F,5,99,3397,,,,,,,StudyProc3
D_JOL A 2,133,1,BlockProc1,Block1,65,27,,Bug - Wasp,B,27,2,8227,,,,,,,StudyProc3
D_JOL A 2,133,1,BlockProc1,Block1,66,56,,Past - Future,S,57,100,4998,,,,,,,StudyProc3
D_JOL A 2,133,1,BlockProc1,Block1,67,39,,Plane - Pilot,B,39,97,8090,,,,,,,StudyProc3
D_JOL A 2,133,1,BlockProc1,Block1,68,61,,Pusher - Clutter,U,61,97,2369,,,,,,,StudyProc3
D_JOL A 2,133,1,BlockProc1,Block1,69,59,,Baby - Child,S,59,75,10008,,,,,,,StudyProc3
D_JOL A 2,133,1,BlockProc1,Block1,70,55,,Shoe - Foot,S,55,87,4161,,,,,,,StudyProc3
D_JOL A 2,133,1,BlockProc1,Block1,71,69,,Artery - Bronze,U,69,99,2509,,,,,,,StudyProc3
D_JOL A 2,133,1,BlockProc1,Block1,72,17,,Herd - Cow,F,17,88,6105,,,,,,,StudyProc3
D_JOL A 2,133,1,BlockProc1,Block1,73,2,,Digestion - Stomach,F,2,76,7850,,,,,,,StudyProc3
D_JOL A 2,133,1,BlockProc1,Block1,74,32,,Hot - Chili,B,32,89,1884,,,,,,,StudyProc3
D_JOL A 2,133,1,BlockProc1,Block1,75,22,,Drink - Sip,B,22,97,3760,,,,,,,StudyProc3
D_JOL A 2,133,1,BlockProc1,Block1,76,50,,Blow - Wind,S,50,96,2856,,,,,,,StudyProc3
D_JOL A 2,133,1,BlockProc1,Block1,77,10,,Paw - Dog,F,10,97,4803,,,,,,,StudyProc3
D_JOL A 2,133,1,BlockProc1,Block1,78,58,,Honey - Bee,S,58,99,3943,,,,,,,StudyProc3
D_JOL A 2,133,1,BlockProc1,Block1,79,11,,Way - Out,F,11,100,3578,,,,,,,StudyProc3
D_JOL A 2,133,1,BlockProc1,Block1,80,1,,Delinquent - Bad,F,1,89,6420,,,,,,,StudyProc3
D_JOL A 2,133,1,BlockProc1,Block1,81,75,,Strong - Accident,U,75,99,5392,,,,,,,StudyProc3
D_JOL A 2,133,1,BlockProc1,Block1,82,16,,Discussion - Talk,F,16,97,2920,,,,,,,StudyProc3
D_JOL A 2,133,1,BlockProc1,Block1,83,67,,Death - Business,U,67,56,3769,,,,,,,StudyProc3
D_JOL A 2,133,1,BlockProc1,Block1,84,36,,Sleep - Drowsy,B,36,89,3700,,,,,,,StudyProc3
D_JOL A 2,133,1,BlockProc1,Block1,85,29,,Law - Attorney,B,29,98,6269,,,,,,,StudyProc3
D_JOL A 2,133,1,BlockProc1,Block1,86,,,Trees - Green,,5,,,,,,,,,StudyProc2
D_JOL A 2,133,1,BlockProc1,Block1,87,,,Catcher - Baseball,,4,,,,,,,,,StudyProc2
D_JOL A 2,133,1,BlockProc1,Block1,88,,,Friendliness - Nice,,3,,,,,,,,,StudyProc2
D_JOL A 2,133,1,BlockProc1,Block1,89,,,Geese - Goose,,1,,,,,,,,,StudyProc2
D_JOL A 2,133,1,BlockProc1,Block1,90,,,Grab - Take,,2,,,,,,,,,StudyProc2
D_JOL A 2,133,1,BlockProc1,Block1,91,,,Number - ?,,42,,,,,one,6459,,,recallproc1
D_JOL A 2,133,1,BlockProc1,Block1,92,,,Swan - ?,,9,,,,,lake,3568,,,recallproc1
D_JOL A 2,133,1,BlockProc1,Block1,93,,,Wine - ?,,52,,,,,cheese,3176,,,recallproc1
D_JOL A 2,133,1,BlockProc1,Block1,94,,,Art - ?,,74,,,,,museum,11192,,,recallproc1
D_JOL A 2,133,1,BlockProc1,Block1,95,,,Debate - ?,,68,,,,,talk,4902,,,recallproc1
D_JOL A 2,133,1,BlockProc1,Block1,96,,,Math - ?,,28,,,,,test,10889,,,recallproc1
D_JOL A 2,133,1,BlockProc1,Block1,97,,,Paw - ?,,10,,,,,dog,3251,,,recallproc1
D_JOL A 2,133,1,BlockProc1,Block1,98,,,Herd - ?,,17,,,,,cow,2416,,,recallproc1
D_JOL A 2,133,1,BlockProc1,Block1,99,,,Discussion - ?,,16,,,,,talk,3390,,,recallproc1
D_JOL A 2,133,1,BlockProc1,Block1,100,,,Delinquent - ?,,1,,,,,bad,3389,,,recallproc1
D_JOL A 2,133,1,BlockProc1,Block1,101,,,Park - ?,,63,,,,,hungry,5052,,,recallproc1
D_JOL A 2,133,1,BlockProc1,Block1,102,,,Tuna - ?,,20,,,,,fish,3713,,,recallproc1
D_JOL A 2,133,1,BlockProc1,Block1,103,,,Pop - ?,,51,,,,,soda,3107,,,recallproc1
D_JOL A 2,133,1,BlockProc1,Block1,104,,,Drink - ?,,22,,,,,water,29014,,,recallproc1
D_JOL A 2,133,1,BlockProc1,Block1,105,,,Honey - ?,,58,,,,,bee,6466,,,recallproc1
D_JOL A 2,133,1,BlockProc1,Block1,106,,,Circle - ?,,60,,,,,round,4487,,,recallproc1
D_JOL A 2,133,1,BlockProc1,Block1,107,,,Architecture - ?,,46,,,,,hall,7626,,,recallproc1
D_JOL A 2,133,1,BlockProc1,Block1,108,,,Full - ?,,21,,,,,empty,8839,,,recallproc1
D_JOL A 2,133,1,BlockProc1,Block1,109,,,Happy - ?,,72,,,,,sad,5756,,,recallproc1
D_JOL A 2,133,1,BlockProc1,Block1,110,,,Clothes - ?,,38,,,,,dress,8268,,,recallproc1
D_JOL A 2,133,1,BlockProc1,Block1,111,,,Revolution - ?,,15,,,,,war,2496,,,recallproc1
D_JOL A 2,133,1,BlockProc1,Block1,112,,,Location - ?,,43,,,,,place,9811,,,recallproc1
D_JOL A 2,133,1,BlockProc1,Block1,113,,,Orchid - ?,,19,,,,,flower,3257,,,recallproc1
D_JOL A 2,133,1,BlockProc1,Block1,114,,,Height - ?,,25,,,,,tall,4109,,,recallproc1
D_JOL A 2,133,1,BlockProc1,Block1,115,,,Dietary - ?,,62,,,,,stomach,4816,,,recallproc1
D_JOL A 2,133,1,BlockProc1,Block1,116,,,Blow - ?,,50,,,,,wind,2942,,,recallproc1
D_JOL A 2,133,1,BlockProc1,Block1,117,,,Take - ?,,24,,,,,out,3263,,,recallproc1
D_JOL A 2,133,1,BlockProc1,Block1,118,,,Chisel - ?,,4,,,,,hammer,4836,,,recallproc1
D_JOL A 2,133,1,BlockProc1,Block1,119,,,Grill - ?,,47,,,,,meat,11769,,,recallproc1
D_JOL A 2,133,1,BlockProc1,Block1,120,,,Sentence - ?,,26,,,,,write,7448,,,recallproc1
D_JOL A 2,133,1,BlockProc1,Block1,121,,,Sleep - ?,,36,,,,,awake,7221,,,recallproc1
D_JOL A 2,133,1,BlockProc1,Block1,122,,,Wage - ?,,3,,,,,would,14914,,,recallproc1
D_JOL A 2,133,1,BlockProc1,Block1,123,,,King - ?,,80,,,,,prince,9660,,,recallproc1
D_JOL A 2,133,1,BlockProc1,Block1,124,,,Fire - ?,,40,,,,,wood,3344,,,recallproc1
D_JOL A 2,133,1,BlockProc1,Block1,125,,,Shoe - ?,,55,,,,,foot,3265,,,recallproc1
D_JOL A 2,133,1,BlockProc1,Block1,126,,,Hunger - ?,,35,,,,,burger,5837,,,recallproc1
D_JOL A 2,133,1,BlockProc1,Block1,127,,,Trial - ?,,45,,,,,jurry,4906,,,recallproc1
D_JOL A 2,133,1,BlockProc1,Block1,128,,,Great - ?,,30,,,,,fantastic,8541,,,recallproc1
D_JOL A 2,133,1,BlockProc1,Block1,129,,,Plane - ?,,39,,,,,fly,7445,,,recallproc1
D_JOL A 2,133,1,BlockProc1,Block1,130,,,Bridge - ?,,13,,,,,boat,3914,,,recallproc1
D_JOL A 2,133,1,BlockProc1,Block1,131,,,Law - ?,,29,,,,,justice,6957,,,recallproc1
D_JOL A 2,133,1,BlockProc1,Block1,132,,,Bitter - ?,,7,,,,,sweet,3133,,,recallproc1
D_JOL A 2,133,1,BlockProc1,Block1,133,,,Machine - ?,,71,,,,,bus,12551,,,recallproc1
D_JOL A 2,133,1,BlockProc1,Block1,134,,,Sugar - ?,,76,,,,,sweet,3159,,,recallproc1
D_JOL A 2,133,1,BlockProc1,Block1,135,,,Soon - ?,,65,,,,,after,6184,,,recallproc1
D_JOL A 2,133,1,BlockProc1,Block1,136,,,Death - ?,,67,,,,,end,5367,,,recallproc1
D_JOL A 2,133,1,BlockProc1,Block1,137,,,Smell - ?,,37,,,,,stinch,14152,,,recallproc1
D_JOL A 2,133,1,BlockProc1,Block1,138,,,Geology - ?,,14,,,,,rock,3799,,,recallproc1
D_JOL A 2,133,1,BlockProc1,Block1,139,,,Past - ?,,57,,,,,future,6262,,,recallproc1
D_JOL A 2,133,1,BlockProc1,Block1,140,,,Begin - ?,,49,,,,,end,2723,,,recallproc1
D_JOL A 2,133,1,BlockProc1,Block1,141,,,Root - ?,,8,,,,,tree,6892,,,recallproc1
D_JOL A 2,133,1,BlockProc1,Block1,142,,,Work - ?,,34,,,,,would,4559,,,recallproc1
D_JOL A 2,133,1,BlockProc1,Block1,143,,,Key - ?,,31,,,,,hole,3720,,,recallproc1
D_JOL A 2,133,1,BlockProc1,Block1,144,,,Strong - ?,,75,,,,,weak,6401,,,recallproc1
D_JOL A 2,133,1,BlockProc1,Block1,145,,,Hornet - ?,,6,,,,,nest,3336,,,recallproc1
D_JOL A 2,133,1,BlockProc1,Block1,146,,,Choice - ?,,54,,,,,decission,6345,,,recallproc1
D_JOL A 2,133,1,BlockProc1,Block1,147,,,Fix - ?,,70,,,,,break,8954,,,recallproc1
D_JOL A 2,133,1,BlockProc1,Block1,148,,,Hygiene - ?,,12,,,,,clean,4330,,,recallproc1
D_JOL A 2,133,1,BlockProc1,Block1,149,,,Hot - ?,,32,,,,,chili,6259,,,recallproc1
D_JOL A 2,133,1,BlockProc1,Block1,150,,,Dark - ?,,23,,,,,light,7768,,,recallproc1
D_JOL A 2,133,1,BlockProc1,Block1,151,,,Discover - ?,,66,,,,,find,14312,,,recallproc1
D_JOL A 2,133,1,BlockProc1,Block1,152,,,Kidney - ?,,48,,,,,liver,3682,,,recallproc1
D_JOL A 2,133,1,BlockProc1,Block1,153,,,Lettuce - ?,,56,,,,,salad,3469,,,recallproc1
D_JOL A 2,133,1,BlockProc1,Block1,154,,,Way - ?,,11,,,,,out,2777,,,recallproc1
D_JOL A 2,133,1,BlockProc1,Block1,155,,,Valley - ?,,77,,,,,river,4849,,,recallproc1
D_JOL A 2,133,1,BlockProc1,Block1,156,,,Allow - ?,,73,,,,,let,4310,,,recallproc1
D_JOL A 2,133,1,BlockProc1,Block1,157,,,Digestion - ?,,2,,,,,stomach,4992,,,recallproc1
D_JOL A 2,133,1,BlockProc1,Block1,158,,,Bug - ?,,27,,,,,bird,10863,,,recallproc1
D_JOL A 2,133,1,BlockProc1,Block1,159,,,Cash - ?,,78,,,,,would,2923,,,recallproc1
D_JOL A 2,133,1,BlockProc1,Block1,160,,,Artery - ?,,69,,,,,rust,12389,,,recallproc1
D_JOL A 2,133,1,BlockProc1,Block1,161,,,Editor - ?,,5,,,,,writer,7676,,,recallproc1
D_JOL A 2,133,1,BlockProc1,Block1,162,,,Pusher - ?,,61,,,,,run,9495,,,recallproc1
D_JOL A 2,133,1,BlockProc1,Block1,163,,,Ball - ?,,33,,,,,bounce,8386,,,recallproc1
D_JOL A 2,133,1,BlockProc1,Block1,164,,,Hide - ?,,79,,,,,stinch,6857,,,recallproc1
D_JOL A 2,133,1,BlockProc1,Block1,165,,,Bathroom - ?,,53,,,,,toilet,4381,,,recallproc1
D_JOL A 2,133,1,BlockProc1,Block1,166,,,Due - ?,,41,,,,,pay,5420,,,recallproc1
D_JOL A 2,133,1,BlockProc1,Block1,167,,,Lift - ?,,64,,,,,height,6314,,,recallproc1
D_JOL A 2,133,1,BlockProc1,Block1,168,,,Baby - ?,,59,,,,,little,12412,,,recallproc1
D_JOL A 2,133,1,BlockProc1,Block1,169,,,Credit - ?,,18,,,,,card,3130,,,recallproc1
D_JOL A 2,133,1,BlockProc1,Block1,170,,,Dump - ?,,44,,,,,trash,7140,,,recallproc1
D_JOL A 2,133,1,BlockProc2,Block2,1,,,Sheriff - Police,,1,,,,,,,,,StudyProc4
D_JOL A 2,133,1,BlockProc2,Block2,2,,,Malt - Chocolate,,5,,,,,,,,,StudyProc4
D_JOL A 2,133,1,BlockProc2,Block2,3,,,Disintegrate - Disappear,,3,,,,,,,,,StudyProc4
D_JOL A 2,133,1,BlockProc2,Block2,4,,,Essay - Write,,4,,,,,,,,,StudyProc4
D_JOL A 2,133,1,BlockProc2,Block2,5,,,Hide - Scare,,2,,,,,,,,,StudyProc4
D_JOL A 2,133,1,BlockProc2,Block2,6,,33,Dead - Coffin,B,33,,,65,12573,,,,,StudyProc5
D_JOL A 2,133,1,BlockProc2,Block2,7,,49,Earth - Ground,S,49,,,22,9009,,,,,StudyProc5
D_JOL A 2,133,1,BlockProc2,Block2,8,,12,Chop - Cut,F,12,,,23,3896,,,,,StudyProc5
D_JOL A 2,133,1,BlockProc2,Block2,9,,54,Phone - Communication,S,54,,,53,2256,,,,,StudyProc5
D_JOL A 2,133,1,BlockProc2,Block2,10,,29,Fruit - Strawberry,B,29,,,14,6090,,,,,StudyProc5
D_JOL A 2,133,1,BlockProc2,Block2,11,,60,Sun - Tan,S,60,,,65,2831,,,,,StudyProc5
D_JOL A 2,133,1,BlockProc2,Block2,12,,22,Car - Windshield,B,22,,,34,2975,,,,,StudyProc5
D_JOL A 2,133,1,BlockProc2,Block2,13,,26,Thread - Thimble,B,26,,,45,3043,,,,,StudyProc5
D_JOL A 2,133,1,BlockProc2,Block2,14,,10,Scalp - Head,F,10,,,54,3680,,,,,StudyProc5
D_JOL A 2,133,1,BlockProc2,Block2,15,,31,Cat - Panther,B,31,,,40,2457,,,,,StudyProc5
D_JOL A 2,133,1,BlockProc2,Block2,16,,71,Name - Hate,U,71,,,89,3620,,,,,StudyProc5
D_JOL A 2,133,1,BlockProc2,Block2,17,,57,Loud - Noise,S,57,,,85,3099,,,,,StudyProc5
D_JOL A 2,133,1,BlockProc2,Block2,18,,37,Money - Banker,B,37,,,10,6192,,,,,StudyProc5
D_JOL A 2,133,1,BlockProc2,Block2,19,,75,Loan - Sign,U,75,,,,1702,,,,,StudyProc5
D_JOL A 2,133,1,BlockProc2,Block2,20,,44,Candle - Wax,S,44,,,100,4678,,,,,StudyProc5
D_JOL A 2,133,1,BlockProc2,Block2,21,,41,Razor - Shave,S,41,,,76,3151,,,,,StudyProc5
D_JOL A 2,133,1,BlockProc2,Block2,22,,52,Safety - Seatbelt,S,52,,,97,1803,,,,,StudyProc5
D_JOL A 2,133,1,BlockProc2,Block2,23,,11,Driver - Car,F,11,,,76,3199,,,,,StudyProc5
D_JOL A 2,133,1,BlockProc2,Block2,24,,27,Even - Revenge,B,27,,,97,2760,,,,,StudyProc5
D_JOL A 2,133,1,BlockProc2,Block2,25,,2,Clue - Game,F,2,,,84,3074,,,,,StudyProc5
D_JOL A 2,133,1,BlockProc2,Block2,26,,32,Glass - Breakable,B,32,,,67,6595,,,,,StudyProc5
D_JOL A 2,133,1,BlockProc2,Block2,27,,8,Litter - Trash,F,8,,,97,3049,,,,,StudyProc5
D_JOL A 2,133,1,BlockProc2,Block2,28,,39,Sleep - Nap,B,39,,,74,3266,,,,,StudyProc5
D_JOL A 2,133,1,BlockProc2,Block2,29,,23,Bad - Villain,B,23,,,86,2984,,,,,StudyProc5
D_JOL A 2,133,1,BlockProc2,Block2,30,,65,Meat - Obtain,U,65,,,74,4321,,,,,StudyProc5
D_JOL A 2,133,1,BlockProc2,Block2,31,,46,Element - Carbon,S,46,,,74,3304,,,,,StudyProc5
D_JOL A 2,133,1,BlockProc2,Block2,32,,76,Both - Ounce,U,76,,,81,3731,,,,,StudyProc5
D_JOL A 2,133,1,BlockProc2,Block2,33,,69,Keys - Joke,U,69,,,99,3384,,,,,StudyProc5
D_JOL A 2,133,1,BlockProc2,Block2,34,,24,Bird - Penguin,B,24,,,20,3785,,,,,StudyProc5
D_JOL A 2,133,1,BlockProc2,Block2,35,,30,Best - Favorite,B,30,,,67,4357,,,,,StudyProc5
D_JOL A 2,133,1,BlockProc2,Block2,36,,28,Pop - Balloon,B,28,,,95,5755,,,,,StudyProc5
D_JOL A 2,133,1,BlockProc2,Block2,37,,17,Shears - Scissors,F,17,,,76,2841,,,,,StudyProc5
D_JOL A 2,133,1,BlockProc2,Block2,38,,80,Charm - Vehicle,U,80,,,78,2288,,,,,StudyProc5
D_JOL A 2,133,1,BlockProc2,Block2,39,,74,Lease - Toil,U,74,,,76,2845,,,,,StudyProc5
D_JOL A 2,133,1,BlockProc2,Block2,40,,73,Moat - Clear,U,73,,,23,5081,,,,,StudyProc5
D_JOL A 2,133,1,BlockProc2,Block2,41,,68,Listen - Fiction,U,68,,,69,5216,,,,,StudyProc5
D_JOL A 2,133,1,BlockProc2,Block2,42,,53,Truth - Lie,S,53,,,43,2335,,,,,StudyProc5
D_JOL A 2,133,1,BlockProc2,Block2,43,,40,Fight - Brawl,B,40,,,57,3670,,,,,StudyProc5
D_JOL A 2,133,1,BlockProc2,Block2,44,,77,Temperature - Morning,U,77,,,69,3162,,,,,StudyProc5
D_JOL A 2,133,1,BlockProc2,Block2,45,,20,Affection - Love,F,20,,,89,4161,,,,,StudyProc5
D_JOL A 2,133,1,BlockProc2,Block2,46,,67,Shell - Snake,U,67,,,99,2059,,,,,StudyProc5
D_JOL A 2,133,1,BlockProc2,Block2,47,,78,Mirror - Children,U,78,,,10,4484,,,,,StudyProc5
D_JOL A 2,133,1,BlockProc2,Block2,48,,35,Fish - Sardine,B,35,,,89,3151,,,,,StudyProc5
D_JOL A 2,133,1,BlockProc2,Block2,49,,64,Maze - Election,U,64,,,98,1444,,,,,StudyProc5
D_JOL A 2,133,1,BlockProc2,Block2,50,,18,Feud - Fight,F,18,,,88,5910,,,,,StudyProc5
D_JOL A 2,133,1,BlockProc2,Block2,51,,62,Stretch - Cloth,U,62,,,98,2177,,,,,StudyProc5
D_JOL A 2,133,1,BlockProc2,Block2,52,,6,Adjourn - End,F,6,,,89,3153,,,,,StudyProc5
D_JOL A 2,133,1,BlockProc2,Block2,53,,45,Wrist - Bracelet,S,45,,,88,2762,,,,,StudyProc5
D_JOL A 2,133,1,BlockProc2,Block2,54,,56,Flea - Tick,S,56,,,88,2174,,,,,StudyProc5
D_JOL A 2,133,1,BlockProc2,Block2,55,,70,Cake - Clothes,U,70,,,99,3136,,,,,StudyProc5
D_JOL A 2,133,1,BlockProc2,Block2,56,,36,Baseball - League,B,36,,,33,2323,,,,,StudyProc5
D_JOL A 2,133,1,BlockProc2,Block2,57,,1,Extension - Long,F,1,,,22,4312,,,,,StudyProc5
D_JOL A 2,133,1,BlockProc2,Block2,58,,63,Give - Steak,U,63,,,56,4012,,,,,StudyProc5
D_JOL A 2,133,1,BlockProc2,Block2,59,,15,Incense - Smell,F,15,,,56,2051,,,,,StudyProc5
D_JOL A 2,133,1,BlockProc2,Block2,60,,58,Own - Have,S,58,,,98,2486,,,,,StudyProc5
D_JOL A 2,133,1,BlockProc2,Block2,61,,25,Star - Actress,B,25,,,98,2207,,,,,StudyProc5
D_JOL A 2,133,1,BlockProc2,Block2,62,,5,Detective - Mystery,F,5,,,22,3737,,,,,StudyProc5
D_JOL A 2,133,1,BlockProc2,Block2,63,,79,Main - Scar,U,79,,,44,4200,,,,,StudyProc5
D_JOL A 2,133,1,BlockProc2,Block2,64,,38,Honest - Truthful,B,38,,,85,4208,,,,,StudyProc5
D_JOL A 2,133,1,BlockProc2,Block2,65,,13,Mule - Donkey,F,13,,,97,2934,,,,,StudyProc5
D_JOL A 2,133,1,BlockProc2,Block2,66,,34,Plane - Aircraft,B,34,,,12,2705,,,,,StudyProc5
D_JOL A 2,133,1,BlockProc2,Block2,67,,48,Water - Drink,S,48,,,90,3029,,,,,StudyProc5
